V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.245569,-0.402137,0.060831,1.735982,0.295185,0.012364,0.206634,-0.511685,-0.239122,0.430832,-1.502349,0.364565,-0.220189,0.819298,-8.351248,-5.493411,-3.934112,18.439421,0.439761,1.375982,-10.982141,greater than 25.825956
-0.181295,-0.245185,-0.021548,1.679471,0.082562,0.091911,0.032641,0.634355,-0.127421,-0.065375,2.395872,-0.473832,-0.658129,1.455329,-1.677791,-1.324857,0.892984,7.684321,4.210619,-0.154309,-3.491511,between 12.865976 and 25.825956
-0.193855,-0.387531,0.144853,1.472654,0.420759,-0.124456,0.274219,-1.962982,-0.446741,0.707392,-0.765871,0.633946,-0.295549,-0.420439,-16.482659,-14.950907,-6.735815,22.819531,-0.935361,4.151489,-8.458919,less than 1.087409
-0.167542,-0.364829,-0.112364,1.827982,-0.006734,0.062941,0.394671,1.740282,0.192142,0.039565,0.934188,-0.270235,0.043859,1.628857,0.270468,-0.982425,1.480369,-13.410101,0.768249,3.211199,0.756861,greater than 25.825956
0.063119,-0.216481,0.110729,1.391467,0.032741,0.134395,-0.142899,-0.261799,0.398361,-0.366963,-0.638142,0.145758,-0.505431,-0.250961,-3.770181,-8.213395,-5.320492,11.601371,-3.877917,-2.633129,-18.390201,less than 1.087409
0.136458,-0.449061,-0.142132,1.740792,-0.022758,0.060631,0.336479,0.718131,0.087774,-0.480951,-0.945646,0.273722,0.700562,-0.430579,-0.146964,3.630388,-0.735127,-0.924646,-2.685219,-0.955942,2.924981,between 1.087409 and 12.865976
-0.100401,-0.352199,0.073251,1.689302,0.294832,-0.103299,0.187571,-1.533116,-0.243211,0.631399,-1.399681,0.194911,0.090662,1.025804,-9.876395,8.451181,-8.047962,-3.480819,3.352421,0.630678,-6.634961,less than 1.087409
-0.250537,-0.305351,-0.022917,1.594304,0.195195,-0.058962,0.070359,1.384591,-0.261249,0.480348,-1.760431,-0.419475,-0.550388,-1.688339,3.497955,-0.902893,5.600391,-5.364192,-1.111615,-3.584339,-16.693541,between 1.087409 and 12.865976
-0.221857,-0.259986,-0.152499,1.745903,-0.030655,-0.117781,0.194331,1.048469,0.240795,0.078235,-0.615471,0.528921,0.043411,-1.434567,3.641172,-2.382551,0.111819,3.859349,1.941931,0.991325,-12.824581,between 1.087409 and 12.865976
0.105351,-0.394211,-0.032143,1.703985,0.400231,0.138645,-0.202699,1.695271,0.127415,-0.024885,-0.766381,-0.497499,0.281951,-0.475999,-13.414581,6.384531,-0.646321,13.435989,-3.475159,-0.938925,-10.660492,less than 1.087409
-0.240755,-0.244449,0.138797,1.506703,0.394795,-0.010531,0.399171,0.822123,-0.395431,0.791685,-0.948121,0.227449,0.059946,-1.016154,2.956361,0.455421,3.565819,-9.180739,-3.313851,-0.444791,6.596678,between 1.087409 and 12.865976
0.249855,-0.445169,-0.022255,1.432134,0.180669,-0.105895,0.142685,-2.455511,-0.142911,0.196354,2.983688,-0.350396,-0.488611,-1.505821,-0.565325,1.993946,-0.911999,4.740737,0.942942,2.202395,-10.962351,greater than 25.825956
-0.259695,-0.253493,-0.112631,1.699113,0.065517,-0.070162,0.407699,-0.179615,-0.006191,0.620982,0.570157,0.631061,-0.450962,-0.531654,-10.392219,3.689429,6.295517,11.628839,-1.429911,-3.584759,-0.799946,greater than 25.825956
-0.156734,-0.280278,-0.174422,1.522304,0.408381,0.104655,-0.185398,-1.142139,-0.485459,0.083319,-1.364189,-0.587459,-0.615387,0.673981,2.142436,-3.823169,-2.981963,7.454841,-3.420911,-2.360879,-15.737401,greater than 25.825956
0.137289,-0.414213,-0.034399,1.695355,0.090517,-0.066399,0.247111,1.959558,-0.298191,-0.230225,-0.859689,0.281999,-0.487741,-0.620119,-8.892509,-2.570989,9.690819,-1.859942,0.435139,4.450502,-5.430879,greater than 25.825956
0.212441,-0.243925,-0.150661,1.624599,0.148841,-0.142751,0.262399,0.430269,-0.032631,-0.426999,-1.689531,-0.027981,-0.736698,-0.771339,-8.135449,0.964931,7.323641,-9.961651,1.866511,3.440681,-6.796061,less than 1.087409
-0.247431,-0.201759,-0.143759,1.468139,0.364168,-0.075679,0.149355,-0.630859,0.261395,0.065409,0.933811,-0.480941,0.196759,1.047169,-5.551351,-7.380459,-5.184811,-3.505289,-2.689499,2.047999,4.690419,between 12.865976 and 25.825956
-0.192819,-0.408413,0.182395,1.748401,-0.040299,0.104204,0.329099,0.816761,0.270742,0.499685,1.419222,0.556201,0.044739,-1.504249,-4.737511,-8.549637,-3.565581,27.440963,-3.245341,4.373641,0.375759,greater than 25.825956
-0.230145,-0.356395,-0.171131,1.715722,0.398925,-0.177637,0.235955,0.479419,-0.441819,-0.200523,-1.062551,0.185449,-0.320111,1.617331,-3.454591,-1.870289,-2.061901,4.755051,-1.914911,-0.961861,-7.480309,between 1.087409 and 12.865976
-0.136987,-0.315645,0.062911,1.665961,0.246499,0.062459,0.240699,-0.739503,0.394539,0.650339,-0.778259,-0.575511,0.481641,-0.671571,-5.910551,-7.421111,-4.767411,8.044361,0.644991,3.373911,-13.144821,between 12.865976 and 25.825956
0.187851,-0.341631,-0.043339,1.654791,-0.084061,0.073881,0.285361,2.070619,-0.457909,-0.025911,-0.906551,-0.474289,-0.523201,1.734111,-15.610459,4.181911,-0.584911,-1.987911,2.197289,-3.641871,-1.420939,less than 1.087409
-0.172279,-0.372919,-0.090241,1.619899,0.365609,-0.157911,0.406871,-0.855431,0.077499,-0.187149,-0.823359,0.206551,-0.411791,0.520919,-1.245819,-5.341291,-7.183871,18.533191,-1.909501,1.350299,-15.134261,between 12.865976 and 25.825956
-0.290999,-0.448331,-0.178551,1.759831,0.109191,-0.118221,0.298231,-2.370111,-0.457231,0.676911,-0.866909,-0.623911,0.289431,0.934831,-11.819011,-4.381171,-1.414511,10.314911,-0.685499,-1.849541,4.281509,greater than 25.825956
0.156641,-0.349649,-0.064351,1.700999,0.321791,0.036509,0.137689,-0.778391,-0.323691,0.442909,-0.961059,-0.333791,0.162779,-0.956349,3.323051,-3.901679,1.444631,7.430579,-3.470779,2.771499,-11.795019,less than 1.087409
0.294221,-0.396187,-0.024671,1.739461,0.176781,-0.046981,0.311651,0.946981,-0.198981,-0.411531,-1.325149,-0.630739,0.129041,-1.467409,-2.671461,2.406651,5.411161,-4.734191,-1.935111,-3.380991,-18.191459,greater than 25.825956
-0.205191,-0.338639,-0.147819,1.539479,0.263811,-0.127681,0.358191,0.652699,0.370989,-0.460699,0.990131,-0.289561,-0.445109,-1.137229,-10.324169,-7.335699,-2.540189,-16.627379,3.414399,0.690899,7.364029,greater than 25.825956
-0.163251,-0.407509,0.000195,1.749551,0.419661,0.093759,0.159769,-1.384231,-0.328691,0.644231,-1.106811,0.559509,0.078999,-0.991209,-4.892131,2.550231,6.332509,-10.914231,-2.604131,-2.739821,-7.261619,between 1.087409 and 12.865976
0.068771,-0.276401,-0.185641,1.627381,-0.104391,-0.149421,0.234951,-0.837851,0.196631,-0.246881,1.350399,-0.535811,0.219501,-0.671549,-6.882291,-5.362511,1.739891,-19.475809,0.822071,3.384209,10.300611,greater than 25.825956
-0.293011,-0.355641,0.044229,1.625161,0.382881,-0.112871,0.365921,0.743981,-0.261791,-0.428791,0.689751,-0.513521,0.195211,-0.743609,-16.409029,0.686521,-0.945311,4.517511,1.403871,-3.191159,-4.760109,less than 1.087409
0.245531,-0.528117,0.135467,1.512931,0.489831,-0.144999,0.269481,1.039721,-0.380821,0.740232,-1.854412,0.599813,-0.245139,-0.819449,2.450119,8.438983,-4.650172,-10.398931,-1.463911,1.483741,10.819815,less than 1.087409
-0.318456,-0.457871,-0.200665,1.861919,0.270431,0.163455,-0.075631,-0.926317,0.450492,-0.117463,1.702492,0.353421,-0.035926,1.250832,-5.683921,-2.914157,6.782219,-0.605419,-7.270442,-3.849872,-16.351195,between 12.865976 and 25.825956
0.457154,-0.294721,0.191112,1.294981,0.482982,0.108379,0.227415,0.741499,-0.628361,0.459542,-1.351571,0.882623,-0.449729,0.965211,-10.911329,-3.458985,-5.704391,17.079201,-0.431895,-2.466583,7.481941,greater than 25.825956
-0.036142,-0.621281,-0.033731,1.631668,0.579949,-0.251341,0.176911,1.351353,-0.529391,0.281553,0.641789,0.448531,-0.391931,1.066514,-6.470325,-6.224968,3.434589,-8.531451,-10.827619,-0.779461,12.060418,between 1.087409 and 12.865976
0.528419,-0.411123,0.299827,1.451219,0.400432,0.033461,0.270461,-0.177112,0.269492,-0.444918,-0.962381,0.760968,-0.100266,0.650391,-0.961857,-11.430965,-2.910737,3.485169,-3.523141,3.816191,-14.463159,less than 1.087409
-0.349839,-0.646427,0.083355,1.778669,0.649241,-0.156999,0.206252,-1.695201,0.590131,-0.123456,1.369628,0.651425,-0.440686,0.734142,-7.350461,-8.470819,-6.782378,19.434311,-6.391812,-1.450721,-3.814399,between 1.087409 and 12.865976
0.192082,-0.434911,0.274488,1.534926,0.465571,0.187395,0.101911,1.624911,-0.744679,0.663399,-2.011821,0.296531,-0.071458,0.559911,-8.435499,-7.219143,-10.784191,2.684341,-5.502455,0.755931,-2.398102,greater than 25.825956
0.630868,-0.530937,0.145631,1.269105,0.282911,0.093551,0.326355,-1.029678,0.517672,-0.477388,0.937672,1.244111,-0.240123,1.335631,-3.847941,-4.651499,-5.370119,-18.431061,-8.151799,-4.305161,-19.409809,between 1.087409 and 12.865976
-0.474911,-0.373098,-0.187082,1.956208,0.383092,0.200631,0.181912,0.686632,-0.627921,0.235455,-1.449731,0.637373,-0.470982,0.853581,-9.396637,-9.979681,-3.506429,6.784501,-4.944981,-0.416591,-15.565819,less than 1.087409
0.276398,-0.465432,0.260934,1.421634,0.511351,0.134839,0.197151,-0.854399,-0.546791,0.704837,0.685971,0.570111,-0.220531,0.816395,-1.984842,-3.987531,-2.975842,-13.451321,-1.938011,-0.631501,-16.647501,between 12.865976 and 25.825956
-0.545761,-0.646427,-0.224685,1.857011,0.661981,0.195211,0.322755,-0.314341,0.672791,-0.549981,0.854551,0.937791,-0.151061,0.934201,-6.176361,-1.901751,-8.113429,-12.326591,-0.771111,-0.908731,-9.475039,greater than 25.825956
-0.417241,-0.576042,-0.154832,1.642103,0.542701,-0.245129,0.231351,1.685011,0.352911,0.685341,-0.984399,0.829239,-0.493739,0.509791,-7.444501,-10.840291,-8.985591,-0.135979,-7.444659,-0.135661,-16.225211,between 1.087409 and 12.865976
0.203459,-0.494227,0.193041,1.314441,0.355699,-0.044551,0.274191,0.966551,0.488521,0.411709,-1.533859,0.696211,-0.270113,1.074271,-5.840641,-0.946491,-2.366281,13.642831,-9.245351,-0.565431,1.684601,less than 1.087409
0.500831,-0.351381,-0.153539,1.699381,0.634391,-0.327961,0.153799,-1.634691,0.677821,-0.485611,-1.823761,0.979551,-0.300731,0.832271,-3.981031,-8.479221,-3.676191,-16.549991,-2.795171,-2.332991,12.349231,greater than 25.825956
-0.120191,-0.552699,0.193201,1.476211,0.509521,0.011191,0.338639,1.043789,-0.596591,0.678311,-0.911831,0.612351,-0.495419,0.734919,-8.225021,-6.370521,-9.846131,18.439191,-7.419191,-3.495161,-3.900271,between 1.087409 and 12.865976
0.245499,-0.404681,0.299501,1.583511,0.383711,0.162751,0.201531,0.851071,-0.571659,0.688509,-0.783539,0.944871,-0.382159,0.785431,-5.667021,-7.195181,-0.430201,-14.420401,-3.676751,-3.104781,-10.760031,less than 1.087409
0.192581,-0.497871,-0.153651,1.661151,0.523399,-0.181191,0.155551,1.352551,0.688531,-0.575191,-2.021091,0.744791,-0.499111,0.601041,-4.937151,-4.934011,-3.011431,-6.429431,-7.396501,-0.849341,13.434091,between 1.087409 and 12.865976
