V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.189237,-0.428141,-0.195615,1.699849,0.460819,-0.236942,0.391985,-0.821131,0.632611,0.195685,-1.456821,-0.737449,0.570815,-0.272171,10.499839,-8.930912,7.083948,12.191111,4.629394,-1.473632,-3.847141,between 1.087409 and 12.865976
0.24571,-0.35417,0.198758,1.934211,0.054189,-0.012645,0.425391,-1.984722,-0.623331,-1.822881,-0.631639,0.824821,-0.689921,1.467721,-2.556812,5.678912,-1.934111,20.775557,-1.934455,-3.018342,-11.934681,less than 1.087409
-0.612812,-0.479281,-0.012819,1.758294,0.778942,-0.354812,0.129399,-0.106235,-0.775463,0.473491,-1.394492,-0.941968,0.637382,0.892115,1.823962,-9.291948,11.392587,15.630208,11.460665,7.804821,-7.463581,between 1.087409 and 12.865976
-0.075314,-0.244531,0.245343,1.435456,0.296683,-0.193912,0.380982,-0.708961,-0.501892,-0.065319,-0.936317,0.540821,-0.470832,-1.302861,-22.89939,6.429911,-8.110291,18.775112,-3.071553,-0.680911,-18.27098,between 1.087409 and 12.865976
-0.456191,-0.650281,-0.290395,1.624104,-0.03619,-0.270781,0.460318,-2.061581,0.778942,0.540157,-1.934222,-0.473492,-0.689153,0.859473,0.778942,3.162278,10.989804,-1.934455,16.382812,-1.934111,-10.989804,greater than 25.825956
-0.230488,-0.375392,-0.102941,1.934211,0.778942,-0.270781,0.136665,-0.708961,-0.536382,-0.708961,-1.934222,-0.689921,0.778942,-1.302861,10.499839,-7.830993,-9.384776,10.775557,1.934455,9.20003,-7.934681,between 1.087409 and 12.865976
0.564459,-0.301945,0.107401,1.313951,-0.039702,0.141993,0.068581,0.235881,0.044632,-0.058636,-0.752324,0.185041,-0.054204,-0.474618,-23.756796,7.367985,-11.238996,10.597022,-2.184646,-0.618023,6.247373,less than 1.087409
0.24571,-0.35417,0.198758,1.934211,0.054189,-0.012645,0.425391,-1.984722,-0.623331,-1.822881,-0.631639,0.824821,-0.689921,1.467721,-2.556812,5.678912,-1.934111,20.775557,-1.934455,-3.018342,-11.934681,between 1.087409 and 12.865976
-0.612812,-0.479281,-0.012819,1.758294,0.778942,-0.354812,0.129399,-0.106235,-0.775463,0.473491,-1.394492,-0.941968,0.637382,0.892115,1.823962,-9.291948,11.392587,15.630208,11.460665,7.804821,-7.463581,greater than 25.825956
-0.075314,-0.244531,0.245343,1.435456,0.296683,-0.193912,0.380982,-0.708961,-0.501892,-0.065319,-0.936317,0.540821,-0.470832,-1.302861,-22.89939,6.429911,-8.110291,18.775112,-3.071553,-0.680911,-18.27098,less than 1.087409
-0.456191,-0.650281,-0.290395,1.624104,-0.03619,-0.270781,0.460318,-2.061581,0.778942,0.540157,-1.934222,-0.473492,-0.689153,0.859473,0.778942,3.162278,10.989804,-1.934455,16.382812,-1.934111,-10.989804,between 1.087409 and 12.865976
-0.189237,-0.428141,-0.195615,1.699849,0.460819,-0.236942,0.391985,-0.821131,0.632611,0.195685,-1.456821,-0.737449,0.570815,-0.272171,10.499839,-8.930912,7.083948,12.191111,4.629394,-1.473632,-3.847141,between 1.087409 and 12.865976
-0.230488,-0.375392,-0.102941,1.934211,0.778942,-0.270781,0.136665,-0.708961,-0.536382,-0.708961,-1.934222,-0.689921,0.778942,-1.302861,10.499839,-7.830993,-9.384776,10.775557,1.934455,9.20003,-7.934681,between 1.087409 and 12.865976
0.564459,-0.301945,0.107401,1.313951,-0.039702,0.141993,0.068581,0.235881,0.044632,-0.058636,-0.752324,0.185041,-0.054204,-0.474618,-23.756796,7.367985,-11.238996,10.597022,-2.184646,-0.618023,6.247373,greater than 25.825956
-0.075314,-0.244531,0.245343,1.435456,0.296683,-0.193912,0.380982,-0.708961,-0.501892,-0.065319,-0.936317,0.540821,-0.470832,-1.302861,-22.89939,6.429911,-8.110291,18.775112,-3.071553,-0.680911,-18.27098,less than 1.087409
-0.456191,-0.650281,-0.290395,1.624104,-0.03619,-0.270781,0.460318,-2.061581,0.778942,0.540157,-1.934222,-0.473492,-0.689153,0.859473,0.778942,3.162278,10.989804,-1.934455,16.382812,-1.934111,-10.989804,between 1.087409 and 12.865976
