V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.100586,-0.255012,0.148501,1.398011,0.356989,-0.074615,0.262813,0.820295,0.240193,-0.359281,-0.990815,-0.178456,-0.055317,1.052364,-2.654912,-1.382176,0.865823,14.201391,3.940191,1.921491,-10.305819,greater than 25.825956
0.059194,-0.200411,-0.027388,1.632429,0.452911,0.001143,0.324941,-1.481931,0.192446,-0.245219,-2.174701,-0.101361,-0.182739,0.690851,5.013141,-3.017391,-0.642129,6.834343,-1.407553,0.641177,7.463911,less than 1.087409
-0.240987,-0.320141,-0.192791,1.459958,-0.010706,0.073499,0.194191,1.080463,0.130789,-0.630681,0.415911,-0.375361,0.044729,1.355199,-15.630391,-9.477681,2.651415,-4.899341,1.734821,1.780821,-16.429289,greater than 25.825956
-0.443011,-0.355159,0.144509,1.704361,0.630501,0.096361,0.070985,-0.450819,0.340361,-0.188951,-2.831159,-0.427631,-0.231179,0.787109,11.985681,3.140681,-0.114291,-5.630131,3.304641,0.430391,-3.650681,between 12.865976 and 25.825956
-0.068914,-0.296681,-0.024191,1.536681,0.373449,-0.104361,-0.042681,0.645681,0.196681,-0.372681,1.016681,-0.232681,-0.163356,0.451681,-1.047681,-7.365681,-11.981681,17.881681,-4.027681,0.981681,12.981681,greater than 25.825956
0.175681,-0.201681,0.102681,1.428281,0.544681,0.081681,0.195681,-1.061681,0.240681,-0.133681,-1.996681,-0.201681,-0.143681,1.259681,7.046681,-5.686681,1.624681,-22.306681,0.651681,-0.194681,-8.476681,between 1.087409 and 12.865976
-0.472681,-0.336681,-0.194681,1.802681,-0.047681,-0.106681,0.350681,0.761681,0.352681,-0.646681,0.981681,-0.569681,0.095681,0.997681,-0.449681,2.557681,-7.409681,-19.681681,-10.759681,1.607681,-6.759681,greater than 25.825956
0.042681,-0.283681,0.192681,1.340681,0.390681,-0.031681,0.275681,0.590681,0.235681,-0.310681,-2.234681,-0.143681,-0.267681,0.981681,1.980681,-4.637681,6.574681,-7.425681,7.042681,-1.547681,-18.547681,greater than 25.825956
0.265681,-0.211681,-0.130681,1.592681,-0.057681,-0.064681,0.142681,-0.383681,0.240681,-0.210681,-0.882681,-0.269681,-0.205681,1.230681,-4.270681,-6.270681,-11.360681,-16.670681,-3.580681,0.729681,13.949681,less than 1.087409
0.188681,-0.355681,0.171681,1.516681,-0.090681,-0.045681,0.235681,-0.195681,0.249681,-0.375681,-2.675681,-0.375681,-0.080681,1.135681,0.805681,9.695681,-1.450681,-18.840681,1.950681,0.340681,-11.810681,between 12.865976 and 25.825956
-0.047681,-0.250681,-0.128681,1.380681,0.497681,0.035681,0.330681,0.950681,0.245681,-0.305681,-0.785681,-0.140681,-0.250681,0.855681,-10.445681,-4.695681,-0.695681,8.355681,-1.355681,2.355681,-6.655681,greater than 25.825956
0.247681,-0.299681,0.083681,1.593681,-0.117681,0.061681,0.261681,-2.169681,0.208681,-0.177681,1.311681,-0.194681,-0.163681,0.771681,-2.209681,-9.159681,3.201681,-13.859681,0.509681,-1.609681,-20.509681,less than 1.087409
0.145681,-0.201681,0.122681,1.417681,0.391681,0.006681,0.123681,-0.061681,0.281681,-0.337681,-1.801681,-0.210681,-0.137681,1.291681,-7.837681,-1.537681,0.593681,-2.837681,-3.837681,-0.847681,6.012681,greater than 25.825956
0.006681,-0.262681,0.210681,1.698681,0.482681,0.092681,0.186681,1.368681,0.326681,-0.362681,-2.734681,-0.248681,-0.247681,0.846681,-15.247681,-4.647681,7.102681,-5.647681,-9.647681,1.647681,-14.647681,between 12.865976 and 25.825956
0.198681,-0.317681,-0.163681,1.520681,-0.013681,-0.034681,0.282681,-1.310681,0.133681,-0.590681,-0.330681,-0.435681,0.083681,1.503681,-2.020681,-0.530681,-6.180681,-11.030681,-0.180681,0.980681,-6.980681,less than 1.087409
-0.305681,-0.281681,-0.109681,1.497681,0.466681,-0.079681,0.302681,0.824681,0.251681,-0.251681,-2.901681,-0.301681,-0.203681,0.945681,0.901681,-6.801681,0.349681,-18.551681,6.249681,2.551681,-4.551681,greater than 25.825956
