V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.240459,-0.368442,0.103169,1.612511,0.444969,-0.123893,0.319209,-1.412111,-0.398101,0.530461,-1.531982,0.427391,0.650721,0.987654,-3.010742,-6.217442,-9.945916,-10.334813,-0.617701,-0.429911,13.501409,between 1.087409 and 12.865976
-0.450649,-0.265719,-0.029531,1.741916,0.053921,0.184921,0.460919,-0.936295,0.859191,-0.173511,-1.982461,-0.735104,1.087185,0.615742,-11.830281,-0.300461,-6.460968,-23.955911,3.791058,-1.701348,-8.364911,less than 1.087409
0.175893,-0.546811,0.194157,1.395493,0.425942,-0.156198,0.097381,1.684221,-0.534292,0.820131,0.688899,0.540701,0.472119,-0.774542,-25.185101,-8.420391,-1.400618,2.855991,-0.449871,-3.447811,18.211108,between 12.865976 and 25.825956
-0.129777,-0.433289,-0.200661,1.829478,0.478931,0.062981,0.400299,-2.451201,-0.628601,1.035102,0.916755,0.267391,0.742199,-0.623961,-7.406801,-2.970511,-11.540101,-12.951201,-2.470911,-2.29969,3.899961,greater than 25.825956
0.061984,-0.510159,0.156252,1.637252,0.027318,-0.235561,0.372895,-0.778611,0.751982,-1.321201,1.037581,-0.956318,-0.292187,1.499281,-6.430619,-13.549191,-2.982941,-14.700531,-6.430619,3.549501,6.430619,less than 1.087409
-0.380509,-0.281059,0.206895,1.925681,0.436283,0.184535,0.295471,2.114689,-0.604391,0.740916,-0.407458,-0.981316,0.751364,0.462551,20.494751,-1.110911,-8.327601,-4.542339,9.460829,-1.797551,11.348691,between 12.865976 and 25.825956
-0.104831,-0.540039,-0.010299,1.473119,0.491409,-0.176681,0.443601,-1.813201,-0.395911,0.627942,-2.176701,0.470191,0.870982,1.032351,-3.545619,-0.509101,-2.736691,-22.458741,-8.130201,-0.979461,-2.344941,between 12.865976 and 25.825956
-0.486511,-0.546131,-0.264791,1.501911,0.034023,0.151021,0.261191,-0.688101,0.845241,-0.751161,-1.273231,-0.632601,0.903551,1.326761,-9.414881,-5.273191,-4.595531,-6.211961,-4.183151,-0.850381,7.594111,between 1.087409 and 12.865976
0.345893,-0.591161,0.024477,1.654021,0.485979,-0.201921,0.408701,-0.444721,-0.614501,0.399201,-1.737011,-0.940991,0.649659,-0.325931,-8.475981,-0.173211,-11.100551,14.603981,0.436981,1.050659,1.436981,greater than 25.825956
-0.335149,-0.273949,-0.195911,1.875761,0.296751,0.202751,0.230111,-1.554791,-0.586591,0.761011,0.412101,0.123549,0.876751,0.654421,-24.736601,-0.986591,-5.372611,-7.433201,-1.522111,0.859841,7.590201,between 12.865976 and 25.825956
