V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.21578,-0.39453,-0.19826,1.65136,0.46073,-0.10365,0.27033,-0.54092,-0.13022,0.51061,0.85913,-0.38027,-0.29752,0.63068,-2.93138,-3.64989,-2.94181,-17.39175,-7.31839,-0.27815,14.13578,between 12.865976 and 25.825956
-0.45619,-0.28045,0.19434,1.91129,0.09345,-0.24819,0.48825,2.05679,-0.56098,1.10649,0.40678,-0.78319,-0.10095,1.39617,5.67923,1.63092,-8.53471,-12.85515,-3.82963,2.98549,-16.49356,greater than 25.825956
0.04792,-0.34929,0.11081,1.36924,-0.02156,0.13319,0.07549,-0.47251,-0.28845,-0.18091,1.48962,0.64341,0.28214,-1.75927,-8.12916,-2.96149,9.84022,-0.83619,1.46068,-0.94527,-10.31715,less than 1.087409
-0.29729,-0.43067,-0.22071,1.82295,0.44169,-0.24932,0.36585,-0.10914,0.63441,-0.38589,-1.03741,-0.65739,-0.48149,1.28499,3.84922,-5.11014,-6.29638,16.38949,-1.78292,-4.26189,-13.68942,between 12.865976 and 25.825956
0.19814,-0.18335,0.26366,1.47969,0.48649,-0.06035,0.19439,1.39498,-0.79724,0.63192,-0.46216,0.81627,-0.35424,0.94374,-0.64658,-3.80539,7.29942,-13.95018,-3.46588,-2.65419,9.93422,between 1.087409 and 12.865976
-0.07034,-0.24653,0.07942,1.74485,0.51051,0.19539,0.45238,-0.68641,-0.56324,0.42695,1.90193,-0.21014,0.49831,-1.63155,-6.79229,-9.45019,6.06326,5.63012,-10.43148,-0.83644,-4.98057,greater than 25.825956
-0.34374,-0.26229,-0.10843,1.57845,0.37649,-0.19857,0.23055,-0.37521,-0.24569,0.10449,-1.57472,0.48149,0.63824,0.51745,0.92432,5.98119,-10.81649,-11.14285,-6.38519,4.60938,-16.75919,less than 1.087409
0.10422,-0.42081,0.23823,1.39291,0.62418,0.04921,0.39436,0.77717,0.46771,-0.54138,-1.05015,0.74658,-0.73614,0.79451,-0.90052,-10.36781,7.42786,-18.21346,-2.44464,-4.48592,7.49123,between 12.865976 and 25.825956
-0.47862,-0.40838,-0.16833,1.97135,0.29183,-0.22299,0.56083,-0.68946,-0.38556,-0.03079,0.81353,-0.41976,-0.58338,1.55562,2.35615,0.81925,-2.75916,-1.43432,0.65922,3.33747,-12.39847,between 12.865976 and 25.825956
-0.19685,-0.29959,-0.24833,1.54595,0.45024,-0.15245,0.38467,0.52836,-0.10155,-0.34922,0.92422,0.38214,-0.45091,-0.92617,-9.45131,-8.40381,-3.75995,-15.64447,-10.60455,-3.35519,18.35039,less than 1.087409
-0.44116,-0.33824,-0.07155,1.82211,0.51989,0.12125,0.26274,-0.76524,-0.53744,0.65086,-0.56573,0.83293,0.23459,-1.38445,-5.37058,-4.98222,-1.47451,1.93693,3.46419,-2.13064,3.69914,greater than 25.825956
0.01019,-0.19395,-0.20141,1.39814,0.49546,0.02517,0.15481,-0.45917,-0.29783,-0.12618,-0.96498,0.28717,0.57049,-0.90129,-4.84182,-1.14119,10.39715,15.81467,7.44422,2.93777,-17.41547,greater than 25.825956
-0.19979,-0.39285,-0.17739,1.74223,0.42939,-0.28959,0.41738,0.92541,-0.75569,0.82025,-0.65013,-0.67651,0.44913,0.85015,0.62868,6.42142,-6.38245,-8.59153,-10.24078,-2.68939,-6.67939,between 1.087409 and 12.865976
0.23513,-0.31413,-0.08885,1.49492,0.49952,-0.04759,0.38433,-0.68897,-0.45099,0.38718,1.54282,-0.24362,-0.63387,-0.85058,-8.42799,5.60015,-0.86627,-14.39228,-6.77819,4.59019,-16.65416,less than 1.087409
0.18428,-0.36449,0.18669,1.51638,0.36082,-0.21333,0.19695,0.62457,0.67731,-0.54269,-0.76492,0.52825,0.34182,1.03917,1.93064,-7.37232,-9.98412,-16.69918,-4.32041,-0.79555,-6.49717,between 1.087409 and 12.865976
-0.57066,-0.38484,-0.20846,1.94422,0.46781,-0.18912,0.35119,-0.79034,-0.64723,-0.10428,-0.99138,-0.54221,-0.23414,0.98212,-3.81449,-4.82123,3.63161,-19.68422,-1.46394,2.37058,14.97941,greater than 25.825956
-0.42849,-0.36257,-0.14125,1.55438,0.41715,-0.24759,0.39881,1.06018,-0.46782,0.48828,-1.39214,-0.37599,-0.58154,1.37069,-6.63064,3.99319,0.78459,-10.82945,-6.85525,0.81489,-4.75555,between 1.087409 and 12.865976
0.25249,-0.31781,-0.14331,1.42711,0.51166,-0.03574,0.28249,-0.56429,-0.54097,-0.44947,-0.63438,0.59924,0.46095,-0.94011,8.14999,0.96217,7.38186,-15.43986,-8.89933,-0.94364,11.35044,less than 1.087409
