V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.317021,-0.403911,0.187112,1.593021,0.452821,-0.182781,0.197035,-0.210987,0.136351,-0.236432,-1.012113,0.540351,-0.427162,-0.549739,-4.982631,-5.351982,-2.637612,-13.435187,-0.373511,-2.157841,15.612949,less than 1.087409
0.351982,-0.653112,0.099921,1.760892,0.270349,0.040951,0.112472,-0.447932,-0.067213,0.281955,-0.776395,-0.324578,-0.172319,-0.760239,-0.961581,-10.759199,-6.316355,-3.670119,-5.499849,-0.882811,1.479331,between 1.087409 and 12.865976
-0.469271,-0.360319,-0.006581,1.452841,-0.040928,-0.245679,0.243821,0.662759,-0.382979,0.531139,-1.925872,-0.107361,-0.502969,-1.431351,-3.468931,10.649409,-7.934021,-15.981963,-3.381119,-4.960812,-2.991599,greater than 25.825956
-0.032392,-0.197911,-0.044289,1.701349,0.646231,0.186911,-0.193291,0.354791,0.494879,-0.635281,-2.441611,-0.470779,-0.245591,0.884982,-2.950319,-5.406739,3.473981,12.216531,-0.784799,-2.429661,10.436771,between 12.865976 and 25.825956
0.590858,-0.250871,0.147179,1.617111,0.479021,-0.078539,0.299221,-0.633791,-0.285641,0.419911,0.677021,0.960921,0.116942,-0.854871,-1.509261,-6.940351,8.395632,-8.550921,-1.944551,-3.144001,-18.629311,less than 1.087409
-0.471892,-0.422982,-0.011191,1.808421,0.325031,-0.328979,0.189352,-0.474101,0.027811,-0.549879,-0.840331,-0.633431,-0.610672,0.799591,-4.904481,3.010129,-10.479642,-25.540342,-26.009961,5.077741,-0.882111,between 1.087409 and 12.865976
0.112471,-0.355871,-0.187401,1.444971,0.550699,-0.035194,0.278911,0.684971,-0.392281,0.745109,-1.501899,-0.627429,-0.104961,-0.647201,-6.165192,-3.373161,-4.325352,19.300819,14.155581,-0.943029,-19.174651,less than 1.087409
-0.662701,-0.631161,0.179811,1.815651,0.294601,0.021411,0.160142,-0.544821,-0.450939,0.383751,-2.075131,-1.087351,-0.676421,-0.945911,9.411092,-4.967581,-0.935511,-0.723091,2.505551,4.942031,2.195531,greater than 25.825956
-0.241471,-0.370871,0.158131,1.695631,0.423551,-0.260791,0.299801,0.771051,0.530321,0.684191,-0.821041,-0.430281,0.236191,-0.953351,0.891591,-1.366101,-7.533071,-14.320171,-4.980841,-0.480631,-16.002131,between 1.087409 and 12.865976
-0.184631,-0.232681,0.124921,1.631081,0.387861,-0.216111,-0.079851,-0.646821,-0.616251,-0.266941,-0.961821,-0.775671,-0.544941,-0.627481,-2.941341,8.305231,-1.685061,-10.759041,-1.346211,-2.660911,18.395821,greater than 25.825956
