V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22
-0.26377,-0.46714,0.06085,1.635056,0.43281,-0.16844,0.20956,-0.11325,-0.51734,0.24768,-0.82317,-0.37834,-0.22442,1.47251,-2.50591,4.81632,-3.14249,-12.9061,-0.62326,-2.81669,10.4305,less than 1.087409
0.01337,-0.43985,0.18724,1.85555,-0.07039,0.11831,0.03245,-0.39859,0.13976,-0.39087,0.86142,0.54268,-0.10265,-0.93567,-7.19121,8.53038,-6.29719,2.13983,1.41637,-0.94054,-3.69628,between 1.087409 and 12.865976
0.39235,-0.39827,-0.18049,1.59672,0.51785,-0.03524,0.27895,0.24819,-0.44456,0.82138,-1.93141,-0.65044,-0.0618,1.08544,-4.96083,2.17319,-8.94724,-18.1306,-8.55165,-1.37025,16.8197,between 1.087409 and 12.865976
-0.47551,-0.30224,-0.06566,1.47933,0.29964,-0.24019,0.19287,0.04973,0.36614,-0.11257,-1.57045,0.19412,0.13344,-1.43116,1.84941,-5.36428,5.67351,-7.38716,3.48058,-2.91187,-2.81919,less than 1.087409
-0.06088,-0.21925,-0.12721,1.7473,0.07316,0.07769,-0.02095,-0.23185,-0.55575,0.49774,-0.88415,-0.29664,-0.20122,1.45692,-12.3679,-2.99922,-3.81131,-19.3993,-3.62167,-6.19474,19.4319,between 12.865976 and 25.825956
0.20595,-0.45472,0.19088,1.81564,-0.04019,0.13835,0.09265,-0.47839,0.20485,0.69082,0.82651,0.11645,-0.17738,-0.65029,-0.61519,9.19532,-10.4397,0.83463,2.36075,-1.04491,5.93626,greater than 25.825956
0.46031,-0.38782,-0.08477,1.35113,0.62039,-0.15432,0.15615,-0.32724,0.44863,-0.48339,-1.29997,-0.87612,-0.29219,1.63429,3.08755,-7.76692,-5.95667,15.6411,-1.41346,-3.53485,-15.8841,between 12.865976 and 25.825956
-0.19591,-0.44476,0.07641,1.66749,0.51167,0.05037,0.24567,0.19355,-0.61619,0.38375,-0.94367,0.27035,0.07967,-1.07068,-10.4955,-1.46463,0.91685,-5.53334,0.93821,-0.54938,0.68919,between 1.087409 and 12.865976
0.27421,-0.37247,-0.19576,1.60438,0.05693,-0.06639,0.11042,-0.48553,0.29976,-0.23851,-0.96292,0.42099,-0.15875,1.27567,0.94527,-6.37038,3.45185,-11.8607,-3.89918,-2.01392,9.83172,less than 1.087409
0.08978,-0.48885,-0.06145,1.82972,0.47924,0.12625,0.25971,0.11624,-0.4638,0.81719,1.42039,-0.42367,-0.09654,-0.86571,2.99145,-8.43928,-2.91115,2.66079,1.41699,-3.24688,-12.5504,between 1.087409 and 12.865976
