lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
5.0,0.0,3901.0,222.0,134.0,3.59,3.39,441690.0,89857.0,5.39,8.38,8.38,0.0,2.79,9.38,10.98,162.48,308.38,1.7,216.0,1115104.0,between 81.0 and 89.0
104.0,118.0,5679.0,569.0,448.0,7.2,5.0,407867.0,26012.0,0.0,0.0,0.0,0.0,0.2,19.6,20.0,362.2,621.0,6.6,905.0,1295725.0,less than 81.0
2.0,1.0,420.0,93.0,30.0,0.8,1.0,206743.0,111335.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,45.4,65.6,3.4,1761.0,1758696.0,greater than 94.0
0.0,0.0,906.0,187.0,50.0,0.2,0.2,194669.0,144179.0,0.0,0.0,0.0,0.0,0.0,2.2,4.4,15.6,17.4,4.0,1082.0,1753923.0,greater than 94.0
8.0,1.0,1594.0,220.0,208.0,5.6,1.6,130662.0,12888.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,263.8,379.8,1.0,589.0,1759709.0,less than 81.0
3.0,2.0,4103.0,272.0,245.0,0.6,1.0,63344.0,456656.0,0.0,0.0,0.0,0.0,0.0,7.19,7.19,64.27,150.7,2.0,436.0,1002681.0,less than 81.0
94.0,57.0,2937.0,259.0,214.0,4.0,6.2,180958.0,92968.0,0.0,0.0,0.0,0.0,0.6,2.4,2.4,217.0,362.4,2.4,541.0,1318082.0,between 81.0 and 89.0
19.0,5.0,3533.0,200.0,170.0,0.8,0.8,48462.0,62104.0,0.0,0.0,0.0,0.0,0.0,3.99,7.19,59.08,90.22,1.8,387.0,1065178.0,between 89.0 and 94.0
1.0,1.0,194.0,15.0,23.0,0.2,0.2,585.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,16.8,3.0,579.0,1710640.0,greater than 94.0
31.0,17.0,1373.0,130.0,81.0,2.8,5.0,152019.0,94826.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,184.0,277.6,2.8,1606.0,1537723.0,between 89.0 and 94.0
10.0,1.0,1612.0,410.0,68.0,2.8,2.6,137882.0,42400.0,0.0,0.0,0.0,0.0,0.0,5.0,6.6,210.0,218.0,1.6,2281.0,1805726.0,less than 81.0
2.0,0.0,2745.0,500.0,473.0,1.6,2.61,475622.0,350382.0,0.0,0.0,0.0,0.0,0.0,9.02,9.02,80.76,124.85,1.0,849.0,1131040.0,between 89.0 and 94.0
0.0,0.0,2287.0,69.0,72.0,0.2,0.2,4922.0,12462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,16.8,1.0,8353.0,1864864.0,between 89.0 and 94.0
50.0,68.0,964.0,96.0,66.0,0.6,0.6,5346.0,14303.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,240.8,78.2,3.2,896.0,975246.0,greater than 94.0
5.0,2.0,385.0,41.0,23.0,1.8,1.8,132680.0,9449.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,164.6,149.6,2.0,4657.0,1847570.0,between 89.0 and 94.0
19.0,28.0,586.0,76.0,51.0,0.2,0.2,1609.0,13494.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,16.8,2.0,1258.0,1713042.0,greater than 94.0
