theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
1.1007916,0.9797951,-2.1504695,0.84064806,0.857576,-0.26799726,1.4830588,-0.57360584,-0.45921248,0.45434523,0.70251024,-1.334266,3.6331985,4.198241,39.27094,-13.009474,-22.378738,0.4070332,0.4505999,1.1551054,1.1606739,2.4558275,0.762848,0.5926235,2.45448,0.9566619,0.39916778,1.9064124,1.6123254,0.71570414,1.9013777,1.863243,between -0.023711622 and -0.00016276260500000002
0.63304657,1.702903,0.92431194,-0.13153626,-0.69483054,2.197571,1.8078183,-2.0708168,2.2538478,1.6988022,-1.5794632,-1.7853408,-35.14978,-76.30235,20.12151,-53.77635,-55.765903,0.52287525,2.1457217,1.8825102,2.1809068,2.2010405,1.9100618,0.94352764,1.8651916,1.752882,1.3855147,0.7637284,1.3425252,0.6945393,1.075348,0.9248139,greater than 0.02356751225
0.6768469,-0.24282977,2.0175552,2.037141,0.87037265,-0.10457165,-1.6079466,-1.3188289,0.575466,1.9511865,0.7050388,0.1572323,65.87302,-54.870182,-20.437958,-46.796204,40.31608,1.6470263,1.6538895,1.8546013,2.291301,1.257316,0.44630775,0.7116171,1.046307,2.315891,2.372345,0.7334099,1.0915488,1.8043332,1.9391301,0.4106712,between -0.00016276260500000002 and 0.02356751225
1.2122597,1.0240132,-0.12616502,-2.202714,-1.040099,1.3340478,-1.9603674,1.1817999,-0.32074758,-2.2484586,0.49245378,-0.55178404,-58.480404,-40.491142,35.975952,64.687416,12.983051,0.9543725,0.9390596,1.9586542,0.7310623,0.6205567,2.0055826,1.7497803,0.69984317,0.3988303,0.46883708,2.2660208,0.4583547,2.15018,1.8169436,1.8296541,between -0.023711622 and -0.00016276260500000002
2.1498666,-2.2265575,0.12851945,-2.1904898,-0.8372146,1.2787442,-2.2155354,1.4652913,-1.8748965,-0.56664056,-1.7954512,-1.0359256,39.105804,54.70717,43.927624,43.700394,-59.772804,1.9186882,2.446753,1.5268992,1.0931373,1.7730004,1.922976,0.5173241,1.9721329,2.2495894,2.0323994,1.8230428,2.3386145,1.9330605,0.6615911,1.3543357,greater than 0.02356751225
1.3399854,-1.3121456,-1.8601427,2.0066054,-1.2210296,-0.36913407,-1.4132515,0.55406594,1.7735301,-0.49332842,2.1889937,0.15980266,17.19624,52.170017,9.436788,51.04713,-7.7874956,0.68885463,1.4994018,2.5412095,0.6336011,2.299728,1.2099558,1.8536259,0.8246481,0.61417055,0.5290883,1.8849984,2.2946198,1.0531219,1.6285558,1.512569,less than -0.023711622
0.5903503,0.8712425,-0.23908155,0.26553354,2.167836,-1.6273619,-1.927872,1.1776254,-1.6488607,-1.5005828,-0.70536786,-2.6323693,52.71059,58.73887,-44.9125,37.66336,-58.34674,2.1991148,0.7023911,0.7622781,2.1802297,1.3885095,0.7314054,1.0328144,1.2812654,1.0298368,1.5491735,0.9909618,1.8607769,0.7948059,1.5674156,1.0960329,less than -0.023711622
1.5901271,-2.411179,1.298944,-0.68921685,-0.69836193,2.2216601,-1.3464959,0.5318522,-1.9403449,-1.7932669,-0.3424828,-2.0850742,-12.972367,35.669163,-45.68407,70.4754,-33.959866,1.4390876,0.43931094,0.3201215,0.74874324,1.2674438,1.956341,1.9765927,1.2700248,0.783818,2.251571,2.2547836,2.1674457,1.3294708,2.1322112,2.2654397,between -0.023711622 and -0.00016276260500000002
-1.6312984,0.58569574,0.5111928,1.8338251,-0.42807606,1.6339622,0.7817091,-2.1238062,-0.5070204,1.7000957,-0.9055025,-1.6127762,76.88026,-43.160656,63.391003,40.91115,38.64157,1.2724746,1.2914181,2.1501844,2.506778,1.4201945,1.4264551,0.5212711,2.0977979,2.097561,1.7644205,1.8904173,1.531177,0.47181004,1.9355683,2.1506138,greater than 0.02356751225
-2.2348254,-1.6455934,-1.0694503,-1.9822265,-0.19694833,0.6953066,-1.3950613,1.2762605,1.8509786,-1.3262126,-1.5135999,0.18940605,-57.24166,-2.6453595,-38.419403,-14.333859,-34.97794,0.9213299,1.4604062,0.9453239,2.455254,1.9726881,1.010682,1.3412141,2.226534,1.4865882,2.0688734,0.530141,0.93142766,1.1466236,2.1993558,1.3702277,greater than 0.02356751225
