theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-1.3403579,1.4589127,-1.7456983,-0.17094079,1.0417438,-1.7119468,0.4600705,-0.97058207,-1.8417703,2.1425679,-1.2896096,-2.0859716,-44.599064,-72.49938,-44.748528,-42.047295,6.4512677,0.46066967,0.34652224,1.2811075,1.9881729,2.0434718,1.5996325,0.44351125,0.878561,1.301317,1.3180279,2.3502793,1.9737953,2.3931706,0.27278125,0.8824563,between -0.023711622 and -0.00016276260500000002
1.0045841,0.2773422,-1.5176909,1.056094,1.3871325,2.0800247,-1.5562248,0.2511754,1.0059968,0.14613242,-1.5679663,1.9053327,-9.869751,-63.67592,-15.42801,-12.683808,-58.44798,1.4250472,2.149577,0.9590928,1.7768563,2.049792,2.0406842,0.91375875,1.848163,1.6084745,0.31879637,1.6628734,1.5840392,0.9084346,1.6725398,0.32053706,between -0.023711622 and -0.00016276260500000002
-1.7556213,-0.061413236,1.1316663,-2.1699352,-1.437551,2.2056484,1.0677396,-2.0921075,-0.28453252,-2.232799,2.1569262,-0.3121162,-18.456877,4.136648,4.8580546,18.944908,2.7468288,0.9780096,0.6464046,0.46172717,0.95739335,2.137469,1.1151005,1.9695888,0.57549286,0.6613378,0.34303516,2.1164238,2.5063303,2.450745,2.040712,1.3198186,less than -0.023711622
-0.5749402,0.61413115,-0.3249249,0.06137052,1.9843469,-1.9714853,-0.029838042,-0.69325626,2.1144266,0.90575117,-1.4124473,-0.6756032,9.170474,-69.827515,-58.442474,-41.5488,69.63109,0.9887471,1.6864898,2.2638915,1.2351,1.3209188,2.3907602,1.4254422,1.3337799,2.0629203,0.32413188,0.764184,1.3871045,1.728355,0.7706426,1.0860683,between -0.023711622 and -0.00016276260500000002
0.118502,0.39773503,0.9801421,2.003543,0.3413532,0.7389093,0.21329898,0.06190988,-0.17284617,1.8787482,1.3385935,0.15878536,55.866665,-23.48843,14.683728,-12.403219,-13.097435,0.68613577,2.453523,0.2915925,0.7262037,1.5627904,0.709432,2.0922441,1.0325913,0.41955873,0.52546287,1.190692,0.9857569,2.1289768,0.750457,1.3004367,greater than 0.02356751225
0.7965701,0.5970475,1.3623726,-1.5499457,-1.0420293,2.0282311,-1.5149204,-0.9736532,-0.71414393,-1.1411597,1.6750233,1.120074,50.40789,-38.849453,-36.130947,-19.124249,-32.070194,2.137328,0.44566983,1.176721,0.35686746,0.21280165,2.187111,1.8141224,2.0855556,0.9292936,2.405647,2.3342848,1.5894173,1.4391232,1.7623646,0.60305846,greater than 0.02356751225
-1.4541079,0.5441672,-1.0987395,0.020195318,-0.35669646,-2.3333905,-1.6984247,1.8368627,1.1429493,1.6905156,1.0161529,2.1800153,-9.141232,-51.422657,59.951767,56.513348,31.155647,1.1415184,0.8556796,0.3899742,0.9265936,1.1597265,1.9072859,0.4000191,2.0695243,1.9792749,2.1370602,2.2064977,1.9837335,2.135925,2.0142355,0.3057129,between -0.00016276260500000002 and 0.02356751225
-1.2188609,-1.0397183,2.1726012,-1.8309218,-0.39466098,-1.139515,-1.332398,1.8691006,-0.07193512,-0.88525045,-0.33330083,-0.24212739,65.62642,-11.226659,-0.6263352,2.6457834,-36.493374,1.3255816,1.3211584,2.217864,0.8774141,1.8333513,1.2566746,1.6008496,0.765656,1.5122498,0.42195377,0.94743514,2.3975985,2.1088324,0.41568342,0.46249416,between -0.023711622 and -0.00016276260500000002
-1.1248502,-0.3427609,0.55055434,1.3343419,-1.956949,-0.75702614,-1.9811866,-1.7212352,-0.64490116,-1.3206047,1.7924721,-2.4633567,6.9816794,-28.77203,-39.58011,17.215279,-14.6233425,2.241165,1.9711329,0.76328814,0.48965144,1.1175207,1.4985031,1.1299819,1.0760355,2.0570998,1.2944908,2.2282126,0.26644835,1.4284701,0.9475803,2.27921,between -0.00016276260500000002 and 0.02356751225
-1.3872653,-2.234399,-0.49123073,1.1577882,1.356551,0.9805347,-1.5144578,1.4259714,-1.1898812,-0.21067166,1.5569966,-0.30357942,17.878521,-2.5202,-10.000179,36.63027,45.053555,1.2679504,2.321644,2.200258,1.6421072,2.0864234,0.7488514,2.1496406,1.7078863,0.85447997,1.5590065,1.0109318,1.9953177,1.7181373,0.42988437,0.40020844,greater than 0.02356751225
