theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-0.12535089,0.21075383,-1.2520308,1.8055526,0.1077633,-0.7478158,2.0662036,-0.580496,1.7734958,0.98567724,-1.5820628,1.0317218,34.030727,39.977203,-55.20926,-30.325142,11.021171,1.1225492,1.198253,0.48360905,-0.017245632,1.9743284,1.2191272,0.73895943,1.0255653,0.97696507,0.84297913,1.816017,1.315178,1.9530909,1.2997757,2.2739892,between -0.00016276260500000002 and 0.02356751225
-0.2047128,1.9584268,1.6041569,1.2589134,-1.5857806,1.2933764,0.88123983,1.028006,1.4436966,0.22006229,1.6656144,-3.0831234,-48.077805,39.848953,-44.409397,-9.018815,54.65453,1.7027876,2.087105,1.9036385,3.1284382,0.9556989,1.880207,1.063776,0.73857397,0.8097685,2.2428784,2.2294695,1.6169493,0.8757348,1.9626119,1.1743946,between -0.023711622 and -0.00016276260500000002
-0.6153227,-1.1976708,0.43836257,1.2044151,-0.47479102,-0.44045708,-1.4165872,-1.6107891,-1.4015678,1.5793517,0.67184085,1.297199,-41.306297,36.823654,-63.60486,-43.60979,-15.111089,1.5899073,0.9254797,0.14875658,2.4779143,1.8763009,1.3875574,0.87980247,0.45066613,1.6768991,0.2203302,2.5953887,0.18180883,0.44820726,2.2259889,0.9878803,between -0.023711622 and -0.00016276260500000002
-1.2446576,0.5850108,-2.775869,-0.2776892,0.008171333,-2.6601877,0.45675543,-0.1985078,-0.65487146,2.0190694,-0.31614858,2.8063843,-41.13571,56.436806,26.67486,74.08289,76.809715,1.2155019,1.8888623,2.0419648,-0.13559407,2.7887826,1.4422568,0.85497516,1.1111546,1.1455557,0.797541,1.9775548,1.6580274,1.1217859,1.0230923,1.0602833,between -0.023711622 and -0.00016276260500000002
-1.1109835,2.0354526,0.030354979,0.98901516,1.7844932,-0.07610963,0.7044914,-0.9593196,-0.6714671,1.097954,1.5797151,0.41279423,5.589071,-48.700268,-39.243534,8.013356,-82.85672,0.067268685,1.4665213,1.0829479,1.0685511,2.1559124,1.5621518,1.0985274,0.81841874,1.4839728,0.36436194,2.369289,0.89213693,0.5548243,1.7006284,2.1869175,between -0.00016276260500000002 and 0.02356751225
1.9250883,0.024455316,2.3901114,0.1737004,-1.3330212,-1.1042926,1.2805234,-1.6131654,-0.8283563,0.8716552,1.2750243,1.5122248,-49.04686,-12.038704,2.2049687,-46.44718,-111.96781,1.3974712,0.52534366,1.0878326,2.0681696,0.91561973,1.1347425,1.3555446,0.9307893,0.6003493,1.5383157,2.0974798,0.0002887618,0.70735383,2.3138876,2.2044332,between -0.00016276260500000002 and 0.02356751225
-1.3138142,0.07096492,1.2986706,1.3147495,-2.3087065,1.3544708,-2.1872702,-1.4907229,0.9341419,1.2486974,1.7245256,1.6909361,49.859066,-21.344994,-0.8680928,-64.680305,-17.009605,1.2851576,1.6440545,1.5849541,1.9899464,1.3618498,1.9149932,0.6811652,0.20950545,1.046647,1.9566022,2.5001428,0.9592932,0.6596782,-0.25884137,1.3336366,between -0.00016276260500000002 and 0.02356751225
0.0042690802,-1.5478876,-1.886666,0.6538717,-1.4264144,1.617632,-0.888162,-0.74582994,-1.1679623,0.16090177,-0.18495263,0.374003,52.256443,28.418941,-6.479349,-45.276802,49.33202,1.131989,1.4620432,1.9034913,1.3164846,0.8999718,0.973938,2.4695163,2.058715,1.623474,2.1979642,2.1684828,1.1149788,0.84155816,1.8805887,2.3644683,greater than 0.02356751225
-1.1912814,-1.0751458,-1.9531794,-0.39924976,-1.0678583,-1.5135661,1.0719247,-0.8566704,-0.8857296,0.11729043,-0.055037607,0.28452244,-15.247208,-79.30421,-63.486908,-45.382957,78.00486,1.3601513,0.62453324,0.5671015,1.9521633,1.9532932,1.3118885,1.2221648,1.0970031,1.1377509,1.2773798,0.5324008,0.10883666,0.4517363,1.8632653,1.1223065,between -0.00016276260500000002 and 0.02356751225
0.879536,-1.2934086,-1.7222278,1.2058359,0.042288277,-1.320943,-3.4345248,-1.2974136,-0.81165344,1.6575954,-0.29489967,0.31781125,-50.354137,-71.26543,-57.81659,-44.25559,-21.863768,2.37115,1.4755286,1.1565118,0.9787615,1.0683898,1.0426207,0.9905,1.358563,1.2216035,4.2192583,-0.36999485,1.2096395,1.2462536,1.9249091,1.1125046,greater than 0.02356751225
