theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-1.7442422,2.8703992,-0.9522564,-2.0612884,0.06950853,1.2866442,1.556931,0.9933056,-2.3386703,0.4771916,1.7782427,0.18223622,35.249443,21.692875,59.029266,22.937845,17.634464,1.0424945,2.137418,1.7436733,2.7876825,0.7901495,1.2877978,2.0923066,1.5057347,0.5843672,0.30200547,3.1832201,1.4071742,1.7247809,0.21791895,1.5746734,greater than 0.02356751225
1.1664978,0.9734444,0.0030775045,-1.8086318,0.42551056,-1.0285547,-1.111967,0.5279005,-2.0405817,-1.5087363,0.24210955,0.39757562,27.54174,-57.312534,-8.77941,69.56285,30.094212,1.9646726,2.4232635,2.8026443,0.90069264,1.9754133,1.0898292,0.76986575,0.21566942,0.68881774,0.34439334,2.178079,1.022204,1.1744164,0.4280111,2.1958659,greater than 0.02356751225
-1.3459128,0.23507188,-0.75122243,1.7089208,1.4233658,-1.2572644,1.1963414,-0.13058116,-3.9733343,0.33377448,-1.192859,0.60791415,-37.59629,6.988278,-57.604366,-54.337868,7.8159575,0.08210653,1.782189,0.81960016,2.546041,1.2788513,1.7762452,1.8070345,1.5176607,0.3060825,0.37125942,2.355505,1.2530657,1.065178,1.850114,2.604831,between -0.023711622 and -0.00016276260500000002
-2.6988664,-0.74218655,-1.1284537,1.3501377,1.8390441,0.026043639,1.1161569,1.6071998,1.5964781,-2.2700279,-2.3592803,-1.4588513,23.304556,-43.978485,-0.13819087,-36.805992,-0.41077802,0.9776921,1.9589902,0.5427455,1.5687795,1.0593327,2.0903718,1.2523746,0.7839066,1.5228153,1.5516795,0.63549626,0.5833078,0.18207797,2.7880816,0.95536864,between -0.00016276260500000002 and 0.02356751225
-1.6504554,-0.18112431,-0.24595506,-1.9005194,0.80623317,1.0624973,-1.689595,-0.42014155,0.022184784,-2.4943092,-0.55146605,0.050188042,-34.894207,-59.40095,40.911366,-46.561325,-39.556515,0.9021007,2.645914,1.6929243,1.5164429,0.62719923,2.012672,1.181717,0.20440075,1.2122425,1.4370897,2.876369,1.6691394,0.6443243,0.5067319,2.5968578,between -0.023711622 and -0.00016276260500000002
-1.6126894,0.21682025,3.2698426,-0.0879,1.8429859,-0.779636,-1.7586737,0.4135422,1.4652209,1.6006315,1.6549453,-1.8390484,-15.266964,-18.672644,-0.3557541,-62.673462,-12.705688,1.8754051,1.7742088,1.4914774,1.0078409,1.6281759,2.2988338,1.2746544,1.5175458,1.0922065,0.6868459,0.4570976,1.5894982,1.6530211,1.1655341,1.7732923,between -0.023711622 and -0.00016276260500000002
0.6371875,1.1422824,0.019362448,-0.82042944,2.1099305,0.11379006,1.836645,0.6751329,1.7605019,0.8063165,-2.532356,-1.2101812,69.54481,43.51192,16.427387,-38.784573,-3.6689265,1.8646483,1.7607632,1.3599688,1.7283592,0.8671038,0.99209696,1.3215258,1.6722672,1.9433696,1.8162154,1.7897463,1.5481614,1.2857594,1.6619971,2.0282483,greater than 0.02356751225
0.7834908,-0.901056,-1.3635247,1.4053735,-1.5275692,-0.4891976,1.1129143,0.3156653,-2.8314645,1.0472881,2.66094,1.646833,-4.915065,-36.130592,2.9463534,-11.090307,14.777209,1.0193291,1.6657624,1.6028994,0.5399442,2.055807,2.5406086,1.2241943,1.7741319,1.6196134,1.3560897,1.2429732,1.5999936,2.0223694,0.8401612,1.9609398,less than -0.023711622
-0.48440376,-0.8970937,-1.0215343,-1.7499826,0.62623334,1.8753272,-1.1445462,-0.018192995,-0.21482636,0.61649895,-0.14619774,-0.6233871,37.136135,-3.213452,-72.12305,-29.225739,-12.991785,0.6357844,1.8355258,1.0221437,1.7576982,0.9841216,1.9660859,0.8157859,1.0111382,1.9483566,1.2889925,1.7067983,1.5449368,0.20719056,1.391991,1.6681445,less than -0.023711622
0.30360827,0.11436931,-0.96665084,0.77109814,1.1527361,-0.48079813,1.128956,0.9397825,-1.1825033,-1.4383874,-0.4256104,0.3478943,28.891708,-55.826817,-5.110666,23.265999,-7.33831,1.9444574,1.8244529,2.1281376,1.9127337,2.4133296,1.533601,0.32194158,1.211491,1.7734946,1.5445842,0.54863334,0.6316431,1.6882273,1.4544396,1.0195585,between -0.023711622 and -0.00016276260500000002
-1.35815,0.18408236,-1.4540727,-0.5836945,1.6226333,-0.45578572,-1.6605073,-2.04449,-0.6500773,1.8765886,-0.8762737,-2.213561,45.362354,71.93603,-16.541805,12.570638,-53.111305,0.6926915,1.5346963,2.2873232,2.6335363,0.9254048,0.8688431,0.5789775,1.4311011,1.7096084,3.2951956,0.5775063,2.2313685,1.9545652,0.961117,1.8103616,between -0.023711622 and -0.00016276260500000002
0.25576264,2.612452,-1.9755348,0.25334543,-1.7856658,1.6217456,0.39758658,-2.0667784,0.7831365,0.8659003,1.8610628,1.5568188,26.583513,16.026012,-20.946012,18.27922,84.97991,1.007441,1.1040754,1.8412784,0.75025254,0.7598986,1.4519393,0.5938561,1.1637667,0.66115725,2.3729763,1.808767,1.5343726,0.69925964,1.065386,2.1124666,greater than 0.02356751225
-0.08932487,0.62041306,-1.3525271,1.2946168,1.7453107,0.9797064,-1.655553,-0.4012927,0.19765417,0.6207669,-1.0077482,2.4557645,36.3196,36.647793,-89.77403,-55.68014,24.908262,1.6303366,1.2382418,0.84376675,1.5517572,1.2929088,1.9169844,0.9762471,2.172686,1.3916372,1.1799452,0.925741,1.4672085,1.167528,1.2531214,1.9201205,between -0.023711622 and -0.00016276260500000002
-0.22105259,-1.688035,-1.1672547,0.46151683,-2.3713443,1.7174795,-1.1616176,-1.5274249,1.3105537,-0.43033183,1.6633527,-2.0534823,20.516994,-73.75131,-36.089134,-33.839397,40.34406,2.6819344,0.8368462,2.1473103,0.3212935,1.9897846,1.0307641,1.0649141,1.5031322,2.312604,0.33693042,1.0259722,1.086013,0.6878489,1.9885764,1.5893196,between -0.023711622 and -0.00016276260500000002
-0.12266476,-0.8170687,-0.85321033,-0.23747006,0.7089688,0.81433696,-1.2297586,1.9332936,1.064987,1.0768014,-0.46426255,1.3039502,53.92656,1.2743005,-23.473951,38.74534,-31.516619,2.0267563,1.9837766,1.7021365,-0.16511881,2.148288,0.9026478,1.9492409,2.058648,2.393227,0.40206027,2.051838,2.1166441,0.6789713,1.2864084,1.1611645,between -0.023711622 and -0.00016276260500000002
1.1925559,0.777352,-1.2480656,-2.1958494,-0.8904831,0.4555984,-1.5074434,1.806913,-2.0716987,0.8184058,-0.8237625,1.6394855,26.031122,1.2595788,40.571053,-17.864723,25.256271,0.22935691,1.5218436,0.43863136,2.032701,0.80032307,0.85778344,1.4551352,1.0085524,1.4236829,1.8930516,1.2336197,2.315004,1.5412275,1.1709733,2.0994442,greater than 0.02356751225
