theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
0.37008175,1.4852967,1.0997767,-1.0503024,0.83765465,1.5642698,-1.003728,-0.30650154,-1.9318413,-0.8596278,-0.4158889,-0.93033975,0.4095106,-30.718266,34.9601,15.526509,6.5774446,1.7549659,2.4323614,0.9821058,2.0449448,2.2094717,2.0527985,2.351447,1.7104862,2.22341,1.8979982,1.8795058,0.7950807,1.2943362,1.7089161,2.1150522,between -0.00016276260500000002 and 0.02356751225
0.9751266,1.0097148,-0.6496301,0.60612226,-1.2531534,-2.0272105,-1.270619,0.24420926,0.26325396,1.4942665,-1.845908,-1.325812,63.21951,53.44257,-14.831971,-22.314644,-42.059105,0.4431983,0.9557959,0.87346804,2.3815503,0.62394595,0.8534554,2.3973331,1.3284031,0.94754404,2.1644042,1.2055196,2.4268918,2.155014,1.7204977,1.8337417,between -0.023711622 and -0.00016276260500000002
-0.5549511,0.30101427,-0.7481509,2.4875262,1.9965215,1.7979776,0.5922355,-0.74784744,-1.9384853,-0.4839979,1.3065684,-2.3118706,-48.167583,-40.902485,-53.999783,13.09094,-57.606853,2.0997012,2.0159583,0.8727074,0.5358844,0.29021254,0.9353097,2.1482265,1.7946825,1.5387232,0.46878546,0.8678405,0.5014305,1.0594138,1.9215088,1.5593237,between -0.023711622 and -0.00016276260500000002
-1.4286021,-0.5990068,0.61119026,-2.0890262,1.8812528,2.0673773,-0.3025701,1.1919619,1.2599277,1.8108522,-0.0913261,1.2153662,-25.505198,59.50493,12.798747,24.327156,6.274188,1.5768108,1.81245,0.30203083,1.6365484,1.2910808,0.5672262,0.8210229,1.8924428,1.979684,1.2666024,1.9395739,2.34022,1.1369777,0.41220507,1.3680516,greater than 0.02356751225
1.1235206,0.22697602,0.1523991,-2.1167028,-1.4322022,-1.7226756,1.2643329,0.2815541,-2.0402594,2.016142,-0.32199988,0.27329913,-29.722704,-26.718084,-29.073364,59.48664,-61.02775,2.1881356,0.39383617,2.2538512,1.3181624,1.1250354,2.04973,0.5044954,1.9018184,2.2368596,1.7516682,2.1182635,0.80039096,0.7663187,0.4918624,0.61461407,between -0.00016276260500000002 and 0.02356751225
0.7978179,-1.0922264,-1.1448653,-0.5716744,-1.4997643,1.1498216,-0.7328041,-1.5307117,0.025564054,-0.45978236,-1.2485545,-1.6742549,-54.10795,19.290361,-41.65308,-19.572454,-59.81657,2.2970603,1.9884939,0.58752096,1.914545,0.3309479,0.33255523,1.3127456,0.898414,1.4438478,0.7360906,1.6624597,0.19216451,0.5513231,1.2029431,2.1819735,greater than 0.02356751225
-0.83133817,1.5919203,0.03931241,-1.3072255,-0.1937706,0.5023818,1.3452364,-0.7493493,1.1702956,-0.27620494,0.19307703,-2.2549467,19.67053,6.3454714,71.60103,4.4173703,14.644352,1.1280335,0.93866897,1.8031441,1.2835914,0.31612632,2.129502,0.80344015,1.4652668,0.45098653,0.60028696,1.932008,2.5399537,0.6624741,2.334819,0.288506,between -0.00016276260500000002 and 0.02356751225
-2.317397,2.3505073,0.82970184,2.103069,1.0151659,-1.2564489,-0.0516181,-2.1700237,1.5778162,-2.517396,-0.19383875,-0.28262004,-13.202697,-1.5661983,-62.130894,-37.094395,-51.02215,1.982924,1.0929675,0.45300317,1.9410177,0.560573,1.5309527,0.87760144,0.6028994,0.58923525,0.8397305,2.2645464,0.086659886,0.62325853,2.1458852,0.67040575,between -0.023711622 and -0.00016276260500000002
1.2764645,-1.2470845,-0.15715611,-0.27590427,-0.6129916,-0.121458985,-1.5920336,0.34129936,-0.5710629,-0.32730722,-0.4975835,0.55220413,32.258377,27.873848,-56.434727,41.50338,54.844204,1.9188943,2.3944955,2.0627236,0.9064264,1.0727522,2.4294505,2.3518167,1.7830213,2.12314,1.5899886,1.5173,0.4556418,0.9653092,1.8509256,1.1360703,between -0.023711622 and -0.00016276260500000002
-1.3118777,-1.3049937,0.7941269,1.379664,-1.0931823,0.598647,-1.8642967,-0.5481792,-0.0375465,1.0722123,0.63429594,1.692673,6.284717,10.48828,22.11576,52.243233,39.852936,0.90819687,1.5634265,1.2659729,1.7838782,1.0166403,0.90531623,2.2841456,0.97398025,0.76928467,2.017828,1.9797591,1.5558028,1.7121599,1.989918,0.8668009,greater than 0.02356751225
