lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
4,8,1500,60,40,1.2,0.6,80000,40000,0.0,0.0,0.0,0.0,0.4,1.2,2.4,60,120,1.8,600,1200000,between 89.0 and 94.0
19,5,2000,100,60,0.8,0.8,100000,50000,1.0,1.0,1.0,0.0,0.2,2.0,2.0,80,140,2.2,700,1400000,between 81.0 and 89.0
11,9,1800,80,50,0.6,0.6,90000,45000,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40,80,1.4,500,1000000,less than 81.0
7,6,2200,120,70,1.0,1.0,110000,55000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,100,180,2.0,800,1600000,greater than 94.0
14,4,2500,90,60,0.4,0.4,90000,40000,0.0,0.0,0.0,0.0,0.8,1.6,3.0,60,100,1.6,600,1200000,between 89.0 and 94.0
25,8,2800,110,70,1.2,1.2,120000,60000,0.0,0.0,0.0,0.0,0.2,1.0,1.0,80,160,2.4,900,1800000,between 81.0 and 89.0
16,5,2000,80,50,0.6,0.6,100000,50000,1.0,1.0,1.0,0.0,1.0,2.0,3.0,40,80,1.4,500,1000000,less than 81.0
10,9,1800,100,60,1.0,1.0,100000,50000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,100,180,2.2,700,1400000,greater than 94.0
22,7,2500,120,70,0.8,0.8,110000,55000,0.0,0.0,0.0,0.0,0.4,0.8,1.0,60,120,1.8,600,1200000,between 89.0 and 94.0
18,6,2200,90,60,0.6,0.6,100000,50000,0.0,0.0,0.0,0.0,0.8,1.6,3.0,80,140,2.0,800,1600000,between 81.0 and 89.0
13,8,2000,110,70,1.2,1.2,120000,60000,1.0,1.0,1.0,0.0,0.2,1.0,1.0,40,80,1.4,500,1000000,less than 81.0
28,5,2800,80,50,0.4,0.4,90000,40000,0.0,0.0,0.0,0.0,0.2,0.4,0.6,60,100,1.6,600,1200000,between 89.0 and 94.0
24,9,2500,100,60,1.0,1.0,100000,50000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,100,180,2.4,900,1800000,between 81.0 and 89.0
15,7,2200,110,70,0.8,0.8,110000,55000,0.0,0.0,0.0,0.0,0.4,0.8,1.0,80,140,2.2,700,1400000,greater than 94.0
20,6,2000,90,60,0.6,0.6,100000,50000,0.0,0.0,0.0,0.0,0.8,1.6,3.0,40,80,1.4,500,1000000,less than 81.0
12,8,1800,80,50,0.4,0.4,90000,40000,0.0,0.0,0.0,0.0,0.2,0.4,0.6,60,100,1.6,600,1200000,between 89.0 and 94.0
27,5,2800,120,70,1.2,1.2,120000,60000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,100,180,2.0,800,1600000,between 81.0 and 89.0
17,9,2500,100,60,0.8,0.8,100000,50000,0.0,0.0,0.0,0.0,0.2,1.0,1.0,60,120,2.4,900,1800000,between 89.0 and 94.0
19,7,2200,110,70,1.0,1.0,110000,55000,1.0,1.0,1.0,0.0,0.8,2.0,3.0,80,140,2.2,700,1400000,greater than 94.0
14,6,2000,90,60,0.6,0.6,100000,50000,0.0,0.0,0.0,0.0,0.2,0.4,0.6,40,80,1.4,500,1000000,less than 81.0
26,8,2800,80,50,0.4,0.4,90000,40000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,100,180,2.0,800,1600000,between 81.0 and 89.0
23,5,2500,120,70,1.2,1.2,120000,60000,0.0,0.0,0.0,0.0,0.4,0.8,1.0,60,120,1.8,600,1200000,between 89.0 and 94.0
21,9,2200,100,60,0.8,0.8,100000,50000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,80,140,2.4,900,1800000,between 81.0 and 89.0
16,7,2000,110,70,1.0,1.0,110000,55000,1.0,1.0,1.0,0.0,0.2,1.0,1.0,40,80,1.4,500,1000000,less than 81.0
30,6,2800,80,50,0.4,0.4,90000,40000,0.0,0.0,0.0,0.0,0.2,0.4,0.6,60,100,1.6,600,1200000,between 89.0 and 94.0
13,8,2500,120,70,1.2,1.2,120000,60000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,100,180,2.2,700,1400000,greater than 94.0
29,5,2200,90,60,0.6,0.6,100000,50000,0.0,0.0,0.0,0.0,0.8,1.6,3.0,80,140,2.0,800,1600000,between 81.0 and 89.0
18,9,2000,100,60,1.0,1.0,100000,50000,1.0,1.0,1.0,0.0,0.2,1.0,1.0,40,80,1.4,500,1000000,less than 81.0
11,7,1800,110,70,0.8,0.8,110000,55000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,60,120,2.4,900,1800000,between 89.0 and 94.0
25,6,2500,80,50,0.4,0.4,90000,40000,0.0,0.0,0.0,0.0,0.2,0.4,0.6,100,180,2.0,800,1600000,between 81.0 and 89.0
20,8,2200,120,70,1.2,1.2,120000,60000,0.0,0.0,0.0,0.0,0.4,0.8,1.0,60,120,1.8,600,1200000,between 89.0 and 94.0
15,9,2000,100,60,0.8,0.8,100000,50000,0.0,0.0,0.0,0.0,0.6,1.2,2.0,80,140,2.2,700,1400000,greater than 94.0
