lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
30.0,15.0,1987.0,145.0,89.0,2.4,2.4,173021.0,55401.0,1.2,2.2,3.4,0.0,0.0,2.2,2.8,98.2,179.4,2.0,734.0,1542191.0,between 89.0 and 94.0
13.0,8.0,1268.0,93.0,69.0,1.0,1.2,78213.0,36849.0,1.0,2.0,3.0,0.0,0.0,1.0,1.2,61.4,112.8,1.0,491.0,1033519.0,between 81.0 and 89.0
22.0,11.0,2456.0,156.0,115.0,2.2,2.0,219894.0,92426.0,1.4,2.8,5.2,0.0,0.0,2.4,3.0,76.8,148.2,2.0,620.0,1694123.0,between 89.0 and 94.0
45.0,23.0,3914.0,294.0,236.0,4.0,3.4,280734.0,114491.0,2.0,4.0,7.0,0.0,0.2,3.2,3.8,144.8,244.8,1.8,938.0,1221942.0,less than 81.0
18.0,7.0,1439.0,102.0,75.0,1.2,1.4,96542.0,54811.0,1.2,2.4,3.6,0.0,0.0,1.6,2.0,69.6,129.6,2.0,450.0,1456364.0,between 89.0 and 94.0
48.0,28.0,5091.0,319.0,258.0,4.4,3.6,308950.0,144819.0,2.2,4.2,7.8,0.0,0.2,3.6,4.2,163.2,270.4,2.2,1010.0,1604919.0,less than 81.0
11.0,5.0,831.0,61.0,43.0,1.0,1.0,51421.0,29749.0,0.8,1.6,2.8,0.0,0.0,1.0,1.2,51.8,93.8,1.0,360.0,1321308.0,between 81.0 and 89.0
38.0,22.0,3745.0,274.0,228.0,4.2,3.2,285849.0,136350.0,2.2,4.2,8.0,0.0,0.2,3.4,4.0,153.4,253.6,2.0,870.0,1648609.0,between 89.0 and 94.0
24.0,12.0,2121.0,163.0,129.0,2.6,2.4,189617.0,85419.0,1.6,3.2,5.6,0.0,0.0,2.6,3.2,94.4,163.2,2.0,600.0,1497982.0,between 89.0 and 94.0
16.0,6.0,1021.0,77.0,56.0,1.2,1.2,65409.0,36538.0,1.0,2.0,3.0,0.0,0.0,1.2,1.6,57.8,104.4,1.0,390.0,1294114.0,between 81.0 and 89.0
9.0,3.0,548.0,43.0,31.0,0.8,0.8,31189.0,19347.0,0.6,1.2,2.0,0.0,0.0,0.8,1.0,41.4,72.2,1.0,250.0,1238218.0,between 89.0 and 94.0
