lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
18.0,10.0,3987.0,189.0,96.0,2.0,1.2,275398.0,192837.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,67.9,118.7,2.0,398.0,1387319.0,between 81.0 and 89.0
7.0,14.0,1940.0,122.0,80.0,1.8,3.0,98215.0,62750.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.6,16.8,2.2,11497.0,1881234.0,between 89.0 and 94.0
12.0,5.0,4871.0,280.0,185.0,3.6,2.4,370904.0,50113.0,2.0,2.0,2.0,0.0,4.0,0.2,0.2,257.2,324.6,3.6,214.0,1626373.0,between 81.0 and 89.0
6.0,10.0,2595.0,207.0,110.0,1.2,3.78,711926.0,75023.0,36.45,104.38,195.62,374.9,0.8,74.9,148.41,119.32,233.67,1.5,158.0,978287.0,less than 81.0
11.0,4.0,4223.0,300.0,96.0,2.4,1.6,353139.0,55246.0,0.0,0.0,0.0,0.0,0.8,4.8,7.2,88.6,143.6,3.0,367.0,1017691.0,between 81.0 and 89.0
0.0,1.0,160.0,13.0,18.0,0.2,0.2,93905.0,10793.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,15.63,16.83,1.0,7080.0,1858637.0,greater than 94.0
14.0,9.0,2548.0,166.0,102.0,2.2,4.6,102717.0,26704.0,3.8,4.2,4.2,0.0,1.6,1.6,1.8,71.8,142.4,3.8,178.0,1112818.0,between 81.0 and 89.0
5.0,6.0,4871.0,170.0,104.0,6.79,19.16,228241.0,36850.0,3.59,3.79,3.79,0.0,14.57,6.19,12.18,249.7,442.12,1.6,300.0,1074263.0,less than 81.0
29.0,38.0,4577.0,140.0,85.0,0.2,0.2,618181.0,101628.0,8.0,32.4,141.0,220.8,0.0,71.0,142.0,19.6,17.0,2.0,109.0,1760770.0,less than 81.0
10.0,9.0,3362.0,172.0,192.0,0.2,0.2,422528.0,189987.0,0.0,0.0,0.0,0.0,0.0,6.8,12.0,19.4,35.6,4.4,3634.0,1341744.0,between 89.0 and 94.0
3.0,10.0,2248.0,183.0,89.0,0.2,0.2,262470.0,256876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,18.2,3.2,3251.0,1347160.0,greater than 94.0
