lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
0.0,6.0,1727.0,134.0,68.0,0.4,0.4,65422.0,38715.0,0.0,0.0,0.0,0.0,0.0,5.6,6.2,121.0,99.4,1.8,215.0,1856702.0,between 89.0 and 94.0
34.0,10.0,2821.0,94.0,51.0,1.2,2.0,181203.0,62347.0,0.0,0.0,0.0,0.0,0.0,19.6,23.0,53.2,115.6,4.6,256.0,1795562.0,less than 81.0
11.0,0.0,2694.0,191.0,95.0,0.6,1.0,47203.0,29126.0,0.0,0.0,0.0,0.0,0.2,17.0,20.0,92.8,112.8,2.0,340.0,1631057.0,between 81.0 and 89.0
14.0,60.0,2433.0,107.0,58.0,0.2,0.2,133213.0,21036.0,0.0,0.0,0.0,0.0,0.0,6.8,8.2,45.8,75.6,1.0,193.0,1651348.0,between 89.0 and 94.0
55.0,18.0,3421.0,142.0,112.0,0.8,1.6,195408.0,32922.0,0.0,0.0,0.0,0.0,0.0,4.6,5.6,59.2,129.6,2.0,421.0,1489349.0,between 81.0 and 89.0
33.0,2.0,4359.0,173.0,61.0,0.8,1.4,72392.0,43290.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,67.2,84.8,1.2,179.0,1632111.0,between 81.0 and 89.0
38.0,35.0,2364.0,188.0,71.0,0.4,0.8,200670.0,40623.0,0.0,0.0,0.0,0.0,0.0,3.2,3.4,105.0,184.4,4.6,372.0,1843487.0,between 81.0 and 89.0
8.0,4.0,2483.0,124.0,139.0,0.8,0.4,159455.0,43918.0,0.0,0.0,0.0,0.0,0.0,2.6,2.8,67.0,117.8,4.6,199.0,1761913.0,between 89.0 and 94.0
6.0,1.0,2002.0,130.0,66.0,2.0,0.4,21662.0,27913.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,85.6,144.8,2.4,303.0,1674599.0,greater than 94.0
25.0,18.0,1473.0,74.0,34.0,0.6,0.4,147394.0,35034.0,0.0,0.0,0.0,0.0,0.0,10.4,12.2,56.0,128.0,1.4,273.0,1846845.0,between 81.0 and 89.0
16.0,22.0,1865.0,166.0,106.0,0.4,0.6,284333.0,65539.0,0.0,0.0,0.0,0.0,0.2,8.0,9.4,140.4,174.4,2.8,281.0,1633287.0,less than 81.0
1.0,2.0,1219.0,36.0,23.0,0.8,0.8,48639.0,17759.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,61.6,75.6,1.0,203.0,1765558.0,between 81.0 and 89.0
18.0,53.0,3974.0,251.0,83.0,0.8,0.8,29808.0,56034.0,0.0,0.0,0.0,0.0,0.0,11.4,12.2,65.0,100.0,3.2,388.0,1802012.0,greater than 94.0
42.0,4.0,2440.0,216.0,147.0,0.6,0.8,27232.0,39938.0,0.0,0.0,0.0,0.0,0.0,14.0,16.4,99.2,147.2,5.0,259.0,1692498.0,between 81.0 and 89.0
13.0,8.0,2956.0,140.0,49.0,2.0,2.4,205671.0,40335.0,0.0,0.0,0.0,0.0,0.0,9.2,10.8,145.2,167.2,2.8,228.0,1614294.0,less than 81.0
20.0,60.0,3350.0,245.0,182.0,0.6,0.6,117194.0,33658.0,0.0,0.0,0.0,0.0,0.0,21.8,24.0,109.4,199.0,2.8,325.0,1419119.0,between 89.0 and 94.0
5.0,6.0,4211.0,69.0,42.0,0.4,0.2,161723.0,29142.0,0.0,0.0,0.0,0.0,0.0,10.4,12.4,31.0,73.6,3.6,195.0,1728139.0,between 81.0 and 89.0
10.0,27.0,3158.0,166.0,92.0,1.4,1.4,223497.0,35469.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,92.8,187.6,2.6,370.0,1839263.0,between 81.0 and 89.0
2.0,25.0,3888.0,282.0,96.0,0.6,0.2,154349.0,25563.0,0.0,0.0,0.0,0.0,0.2,26.2,32.2,70.4,118.8,2.0,324.0,1685113.0,between 89.0 and 94.0
31.0,22.0,2756.0,251.0,83.0,0.6,0.6,259511.0,43946.0,0.0,0.0,0.0,0.0,0.0,4.4,5.0,94.4,166.4,3.6,211.0,1461446.0,between 81.0 and 89.0
32.0,11.0,2946.0,181.0,122.0,0.4,0.8,164987.0,45563.0,0.0,0.0,0.0,0.0,0.0,18.2,21.6,120.2,184.2,1.0,240.0,1822194.0,between 81.0 and 89.0
17.0,43.0,3738.0,223.0,191.0,0.6,1.2,292515.0,39242.0,0.0,0.0,0.0,0.0,0.0,8.4,9.8,56.4,133.2,2.8,375.0,1701921.0,less than 81.0
36.0,0.0,2823.0,97.0,45.0,0.4,0.4,232176.0,26956.0,0.0,0.0,0.0,0.0,0.0,23.6,27.4,64.4,120.8,3.6,349.0,1601292.0,between 89.0 and 94.0
23.0,9.0,3966.0,161.0,67.0,0.8,0.4,210408.0,36284.0,0.0,0.0,0.0,0.0,0.0,20.6,24.6,108.0,152.0,2.0,432.0,1451852.0,greater than 94.0
27.0,50.0,2284.0,239.0,154.0,0.4,0.6,200399.0,45104.0,0.0,0.0,0.0,0.0,0.0,13.8,17.0,117.4,188.6,2.0,297.0,1512491.0,between 81.0 and 89.0
