lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
12.0,11.0,2723.0,135.0,112.0,1.0,3.0,98215.0,48538.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,25.0,56.0,2.8,1019.0,1722389.0,greater than 94.0
35.0,26.0,4208.0,92.0,65.0,5.0,3.0,391058.0,201493.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,135.0,191.0,4.0,2595.0,1496941.0,less than 81.0
1.0,4.0,2164.0,106.0,140.0,2.0,2.0,102153.0,40926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,148.0,3.0,291.0,1654278.0,between 89.0 and 94.0
44.0,13.0,4979.0,87.0,123.0,10.0,7.0,262382.0,147118.0,1.0,3.0,3.0,0.0,2.0,4.0,5.0,248.0,471.0,3.0,1370.0,1119322.0,less than 81.0
7.0,0.0,394.0,109.0,126.0,0.0,0.0,21989.0,32966.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,34.0,99.0,1.0,400.0,1608192.0,greater than 94.0
36.0,16.0,2407.0,107.0,133.0,0.0,0.0,120841.0,41149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,51.0,3.0,1549.0,1747950.0,greater than 94.0
3.0,3.0,1875.0,83.0,151.0,0.0,0.0,164330.0,42119.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,58.0,80.0,3.0,302.0,1058501.0,less than 81.0
27.0,37.0,4677.0,128.0,91.0,0.0,0.0,189129.0,27325.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,255.0,324.0,3.0,1245.0,1471001.0,between 89.0 and 94.0
14.0,10.0,4347.0,123.0,139.0,0.0,0.0,238410.0,42031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,242.0,1.0,195.0,1684694.0,between 89.0 and 94.0
11.0,18.0,4759.0,145.0,156.0,0.0,0.0,246259.0,39574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,235.0,1.0,395.0,1436259.0,less than 81.0
21.0,22.0,1988.0,186.0,194.0,0.0,0.0,182422.0,29254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,295.0,4.0,1154.0,1635048.0,greater than 94.0
