lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
14.0,4.0,1984.0,141.0,93.0,1.2,2.4,183291.0,121821.0,0.0,0.0,0.0,0.0,0.0,4.2,8.4,60.0,100.8,2.5,542.0,1181955.0,between 81.0 and 89.0
18.0,10.0,4290.0,270.0,200.0,2.5,3.8,654321.0,213421.0,10.0,20.0,20.0,0.0,1.0,10.0,20.0,120.0,200.0,3.2,364.0,1432105.0,less than 81.0
7.0,2.0,1239.0,90.0,60.0,0.5,1.0,65432.0,32871.0,0.0,0.0,0.0,0.0,0.0,2.1,4.2,40.0,80.0,2.0,280.0,1098231.0,greater than 94.0
25.0,18.0,4678.0,320.0,280.0,3.5,4.0,902105.0,467562.0,15.0,30.0,30.0,0.0,1.5,15.0,30.0,180.0,320.0,3.5,452.0,1273942.0,between 81.0 and 89.0
10.0,5.0,2019.0,130.0,90.0,1.0,2.0,110951.0,56789.0,5.0,10.0,10.0,0.0,0.5,5.0,10.0,80.0,140.0,2.2,326.0,1104374.0,less than 81.0
32.0,22.0,5321.0,380.0,340.0,4.0,4.5,945678.0,632158.0,20.0,40.0,40.0,0.0,2.0,20.0,40.0,240.0,400.0,4.0,580.0,1449849.0,between 89.0 and 94.0
21.0,14.0,3942.0,290.0,260.0,2.8,3.5,823456.0,421982.0,12.0,25.0,25.0,0.0,1.2,12.0,25.0,160.0,280.0,3.4,498.0,1342181.0,greater than 94.0
5.0,1.0,1011.0,70.0,50.0,0.3,0.6,50143.0,20134.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,30.0,60.0,1.8,186.0,998132.0,between 81.0 and 89.0
16.0,9.0,2821.0,230.0,190.0,1.6,2.8,762198.0,390823.0,8.0,16.0,16.0,0.0,0.8,8.0,16.0,120.0,200.0,2.8,380.0,1206593.0,less than 81.0
39.0,28.0,6239.0,430.0,390.0,4.5,5.0,1098231.0,763991.0,25.0,50.0,50.0,0.0,2.5,25.0,50.0,280.0,420.0,4.5,660.0,1587259.0,between 89.0 and 94.0
13.0,6.0,2218.0,180.0,140.0,1.2,2.2,65032.0,35108.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,90.0,2.4,304.0,1038408.0,greater than 94.0
29.0,20.0,5231.0,350.0,320.0,3.7,4.2,945211.0,631821.0,18.0,36.0,36.0,0.0,1.8,18.0,36.0,220.0,380.0,3.7,520.0,1393482.0,between 81.0 and 89.0
8.0,3.0,1321.0,100.0,80.0,0.6,1.2,50191.0,25189.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,40.0,80.0,2.0,240.0,963201.0,less than 81.0
24.0,17.0,4512.0,320.0,290.0,3.2,3.9,823109.0,483109.0,14.0,28.0,28.0,0.0,1.4,14.0,28.0,200.0,340.0,3.6,480.0,1298314.0,greater than 94.0
11.0,4.0,1929.0,140.0,110.0,1.0,1.8,70102.0,32102.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,45.0,85.0,2.2,300.0,1074913.0,between 81.0 and 89.0
41.0,31.0,6948.0,480.0,430.0,4.8,5.3,1103912.0,848391.0,28.0,56.0,56.0,0.0,2.8,28.0,56.0,320.0,460.0,4.8,720.0,1643508.0,between 89.0 and 94.0
