lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
49.107705,63.995113,2338.6692,224.0191,77.04894,2.601634,3.003131,221330.1,25671.92,3.601111,25.39964,47.01923,86.19469,2.602153,2.405191,2.60093,200.7357,292.6061,2.601664,160.0398,1107094,less than 81.0
12.035344,9.007985,2545.197,188.0288,118.0435,0.604328,0.999306,136256.2,21993.43,0.006196,0.018681,0.009262,0.005785,0.001373,0.606061,1.200806,52.3975,136.36,1.800241,1052.969,973027,between 89.0 and 94.0
18.09718,10.96108,2650.54,202.9112,113.9599,3.234211,4.192982,152263.8,53820.13,0.000175,0.001061,0.000461,0.000144,0.000203,7.840707,9.600267,202.781,373.394,1.169411,681.2015,967776,between 81.0 and 89.0
0.024797,0.012131,403.0992,63.01173,55.99548,0.202156,0.200442,251165.1,35837.02,6.1e-05,0.000187,6.1e-05,2.6e-05,3e-05,0.403934,0.403934,15.5675,16.9713,1.601503,1979.958,1763633,between 89.0 and 94.0
2.062758,1.046939,301.9404,14.01305,19.00971,0.604001,2.602836,26099.01,50493.18,8.7e-05,0.000261,8.7e-05,3.9e-05,3.1e-05,0.000107,0.000107,23.6241,32.2234,1.193849,7741.776,1870256,greater than 94.0
19.17195,28.11034,585.5285,75.98173,50.99529,0.202157,0.202157,1609.041,13494.21,0.000102,0.000307,0.000102,5.9e-05,5.4e-05,0.202157,0.202157,15.6002,16.8001,2.000265,1257.875,1713042,greater than 94.0
10.91485,1.036408,1611.697,409.7566,68.05136,2.800129,2.603227,137881.9,42399.75,0.000157,0.000471,0.000157,6.8e-05,6.1e-05,4.999924,6.600267,210.047,218.047,1.600656,2280.703,1805726,less than 81.0
22.95902,7.040129,1276.544,148.9552,120.9563,1.203395,1.800468,22771.81,19459.99,0.000113,0.000339,0.000113,6.1e-05,5.5e-05,0.000113,0.000113,79.7949,131.392,2.800325,669.5916,977107,between 89.0 and 94.0
36.96048,55.04021,955.6358,80.97403,40.02151,0.403971,0.805643,296870.2,22288.53,0.000154,0.000461,0.000154,7.3e-05,6.5e-05,4.199964,4.400267,33.7947,75.3947,1.504521,1728.931,1009814,greater than 94.0
10.90069,0.994141,1553.512,139.9517,128.0353,1.403394,1.403151,167483.9,79730.63,0.000102,0.000307,0.000102,5.7e-05,5.1e-05,4.599923,6.600802,106.202,137.394,1.499398,455.9003,1074590,between 89.0 and 94.0
