lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
7.0,12.0,1894.0,94.0,74.0,0.4,0.8,21550.0,38630.0,2.0,3.0,4.0,7.0,0.4,2.2,3.6,33.2,55.4,2.0,147.0,1047374.0,greater than 94.0
13.0,19.0,3570.0,170.0,91.0,1.6,2.0,501920.0,69520.0,1.0,2.0,1.0,0.0,0.6,8.2,11.2,94.4,149.0,1.0,321.0,1104999.0,between 89.0 and 94.0
5.0,0.0,2706.0,55.0,63.0,2.2,4.0,19400.0,24680.0,0.0,0.0,0.0,0.0,0.0,1.2,1.8,49.2,75.8,3.4,239.0,1336797.0,greater than 94.0
6.0,4.0,468.0,140.0,80.0,0.8,1.6,123120.0,34180.0,0.0,0.0,0.0,0.0,0.0,4.2,7.0,27.0,38.0,1.0,560.0,1854994.0,between 81.0 and 89.0
14.0,0.0,1976.0,300.0,137.0,0.6,0.4,246390.0,245440.0,0.0,0.0,0.0,0.0,0.0,9.2,13.8,66.4,82.8,4.0,202.0,1033413.0,less than 81.0
15.0,11.0,2535.0,103.0,88.0,2.6,1.2,282240.0,108900.0,0.0,0.0,0.0,0.0,0.0,14.0,20.4,100.4,128.0,1.6,191.0,1069508.0,between 89.0 and 94.0
18.0,13.0,3872.0,183.0,122.0,0.4,1.4,182760.0,249200.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,35.4,56.0,3.8,281.0,1126153.0,between 81.0 and 89.0
5.0,1.0,1980.0,220.0,180.0,0.6,1.2,114840.0,121880.0,0.0,0.0,0.0,0.0,0.0,9.2,9.8,39.0,66.4,4.0,147.0,1857670.0,greater than 94.0
3.0,10.0,3640.0,250.0,190.0,0.4,0.6,215690.0,270470.0,0.0,0.0,0.0,0.0,0.0,8.0,10.2,44.0,64.4,1.4,239.0,1365552.0,between 81.0 and 89.0
7.0,16.0,2821.0,110.0,81.0,1.6,3.0,246950.0,114840.0,0.0,0.0,0.0,0.0,0.0,4.6,7.8,55.6,95.6,3.0,201.0,1083413.0,less than 81.0
13.0,14.0,3952.0,130.0,140.0,0.8,1.2,245880.0,292880.0,0.0,0.0,0.0,0.0,0.0,7.0,10.8,44.4,70.8,2.0,191.0,1013998.0,greater than 94.0
0.0,1.0,1865.0,120.0,140.0,1.0,2.2,187200.0,121440.0,0.0,0.0,0.0,0.0,0.0,7.6,10.8,40.8,67.2,3.0,281.0,1037346.0,greater than 94.0
6.0,2.0,3417.0,140.0,100.0,0.6,1.6,278880.0,270880.0,0.0,0.0,0.0,0.0,0.0,13.8,18.0,63.8,86.8,1.0,217.0,1134451.0,between 89.0 and 94.0
1.0,6.0,3773.0,80.0,70.0,0.8,1.2,246240.0,270960.0,0.0,0.0,0.0,0.0,0.0,2.6,4.6,51.0,72.8,4.0,281.0,1059503.0,greater than 94.0
9.0,16.0,2721.0,200.0,150.0,1.0,2.0,246630.0,249570.0,0.0,0.0,0.0,0.0,0.0,12.2,15.6,47.4,67.0,3.2,201.0,1149628.0,between 81.0 and 89.0
8.0,3.0,4449.0,190.0,130.0,1.0,1.2,182220.0,270400.0,0.0,0.0,0.0,0.0,0.0,10.2,14.0,50.6,76.8,4.0,147.0,1017341.0,greater than 94.0
16.0,11.0,3648.0,100.0,100.0,1.2,1.8,278920.0,282880.0,0.0,0.0,0.0,0.0,0.0,5.2,7.2,40.0,63.6,2.0,217.0,1121113.0,less than 81.0
13.0,1.0,3358.0,160.0,130.0,0.6,1.0,230300.0,248720.0,0.0,0.0,0.0,0.0,0.0,8.4,11.0,48.6,73.4,2.2,191.0,1351421.0,between 89.0 and 94.0
10.0,18.0,2455.0,130.0,120.0,0.8,1.0,246400.0,275200.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,51.8,73.6,2.8,281.0,1037348.0,between 81.0 and 89.0
3.0,0.0,3770.0,220.0,210.0,1.6,1.6,191400.0,247700.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,43.6,65.2,3.0,239.0,1013996.0,between 89.0 and 94.0
6.0,3.0,3351.0,60.0,60.0,1.8,2.4,246690.0,270600.0,0.0,0.0,0.0,0.0,0.0,4.6,6.8,54.6,77.8,2.2,217.0,1126154.0,between 89.0 and 94.0
17.0,10.0,3648.0,140.0,110.0,0.2,1.4,230400.0,283600.0,0.0,0.0,0.0,0.0,0.0,13.4,16.4,45.8,72.4,1.0,281.0,1017342.0,between 81.0 and 89.0
2.0,2.0,1980.0,100.0,140.0,2.4,3.4,182360.0,248480.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,37.2,54.4,3.8,239.0,1144459.0,greater than 94.0
