theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
2.0520381,-1.3712134,2.3114292,-0.74479443,-1.6549317,-1.9172756,-0.33453412,-0.63483803,-0.87405786,-1.7739541,0.43785417,-1.7365765,60.362052,55.001356,-42.214778,-3.7758673,-11.001281,2.1471261,0.49853451,1.3695629,2.2430945,2.4400721,1.0419725,2.182235,1.0740742,1.7149098,1.4897613,1.9175239,0.32494856,2.160413,1.0607176,2.2305617,between -0.023711622 and -0.00016276260500000002
-0.94176059,0.74441489,-0.0116729,1.7339032,0.29807202,0.42693806,-1.4204858,-1.1420047,-0.11227375,-2.0293715,0.62505132,1.322563,-0.73424204,-40.405975,-53.227862,-0.68223163,-66.267053,1.369548,1.9924257,1.4491401,0.94800927,2.4418222,1.2054189,1.9758707,2.2095097,0.47922355,0.81019012,1.3653221,0.71855319,2.4734348,1.5184807,0.8557116,between -0.00016276260500000002 and 0.02356751225
1.2516317,0.070082855,-0.21470895,1.0765812,-1.4738144,-2.0822809,2.0179281,0.25473944,-2.1557579,1.7363871,-0.36679903,-0.98644555,-32.021835,9.0205984,-40.802105,39.014031,58.817444,2.0465936,0.59888521,0.46379956,0.32925121,2.4750318,1.3601724,1.9177412,1.7269653,1.6056098,0.48331213,2.0269586,1.3426119,1.5275731,0.67175618,1.2061421,between -0.00016276260500000002 and 0.02356751225
-0.721376,0.81044538,2.3512989,0.1865234,1.1600623,2.0146715,2.0698337,0.83903549,2.2016284,1.0905887,-1.6681191,-2.0754234,-17.120369,-42.048568,-60.276234,37.333149,8.2290327,1.4552796,0.63379256,2.1516033,1.4974314,0.3296239,1.9888821,0.39198837,1.6485707,0.27735049,0.92960707,1.4060082,0.52963506,2.0764869,1.2645773,1.7504082,between -0.023711622 and -0.00016276260500000002
-1.0273457,-0.40566181,0.86879094,-1.924092,-1.8002529,1.3998135,-2.2930703,-1.7150189,1.3612989,0.70174281,-0.91818142,1.198818,-52.243397,45.232853,28.55333,45.816783,-57.335755,0.74454159,0.51055959,0.9749697,1.0656867,2.4962646,0.46857978,1.9202911,1.832917,0.33608898,0.39750457,2.1093379,2.1414983,0.41265534,2.4982916,0.78650689,between -0.023711622 and -0.00016276260500000002
-0.363544,1.8845531,1.7179639,1.0122934,1.8904908,-2.159646,-2.3507467,-0.33011317,-1.7302633,-0.38349532,1.1423612,1.3927354,40.337544,-46.893884,-45.513011,62.825479,57.821699,0.76441826,1.5777735,0.6400545,1.6460583,0.80161911,1.3124025,2.2992868,1.8637914,1.7425848,0.87271395,1.4533546,2.0315425,1.8856354,2.1246103,2.3261104,greater than 0.02356751225
-0.024143159,-0.50862401,-0.17018347,0.1465619,-1.3135039,1.4819498,2.1539813,1.3913777,2.0115658,1.7080268,-1.0677189,-0.37408076,-27.004968,27.50942,50.81753,-9.7700102,45.43826,1.8374465,2.2139556,0.95212973,1.9443545,1.2664183,1.1917282,1.3759246,1.164081,2.4602002,1.8355492,1.8246373,0.67921492,0.56524263,2.0328706,1.705744,between -0.00016276260500000002 and 0.02356751225
-1.5984157,0.75644497,-0.45488006,-1.6743117,2.2296424,0.68180554,-1.4242987,0.74815462,1.5809108,1.9191029,-1.9400281,-1.0325911,30.882031,34.297884,-5.4600252,33.356497,72.637224,0.83226513,1.1300466,1.943452,1.8471596,1.2109578,0.56701708,0.35612132,1.8310425,0.33084778,2.3086584,1.8725114,2.0485123,1.3456553,0.92922778,1.7813424,greater than 0.02356751225
-1.3793793,1.725314,2.0235164,-0.071375264,2.0551337,-1.1795749,-0.095322885,0.12052202,-0.7136106,-0.62332619,-0.60261145,-1.1666858,-7.5794975,-38.615197,44.386824,59.355607,-60.314053,1.400654,0.54128803,2.1779046,0.29296653,2.3884772,2.3862536,1.0139179,0.91854131,2.1737927,0.93419677,2.0451083,0.38455952,0.54177635,1.3850678,1.8350762,greater than 0.02356751225
-1.3152995,-0.42276366,0.89373324,-2.1215529,1.7073771,2.1505268,-0.11970542,0.30104222,-1.4891667,-0.92719776,0.45767424,1.512158,29.448072,-66.261962,-64.803253,1.7230325,9.0065075,1.7105677,0.5108656,1.6181093,1.3137384,2.250673,1.5606865,1.4573845,2.2617482,0.95261857,1.1602344,0.80873953,1.7352036,0.56626371,1.194132,1.2762727,between -0.00016276260500000002 and 0.02356751225
