theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
-1.034491,2.0245454,-1.626852,-1.2199638,-0.32725583,-0.83087427,-1.6953235,-2.1990715,-0.52765787,0.37021292,1.8150109,1.5935221,57.93535,69.427973,25.936053,7.2387778,12.138291,1.4987939,0.72830465,2.1163296,0.40106352,1.1746072,1.6229588,1.8184557,0.28477933,2.0362429,2.1346506,2.3231581,0.31830491,0.75066749,2.2185134,1.0539691,between -0.023711622 and -0.00016276260500000002
-2.3047668,-0.37756683,1.8221668,-0.65925104,-1.2057764,-2.2118182,2.0080056,-1.5795723,1.7281347,2.3061831,0.62006449,2.3318838,-30.800955,-21.649124,43.176742,-28.489385,-21.100538,0.82374693,1.9647078,1.3432011,2.431501,0.98787313,1.9336471,1.3069285,0.29750652,2.1921026,0.41787152,2.4165564,1.8141364,1.939908,0.78301692,1.4153899,between -0.00016276260500000002 and 0.02356751225
-1.1407802,1.6185587,-1.5055752,1.3258177,-1.869768,1.7305188,-0.034592748,-1.7764696,0.57186159,-1.9957259,0.61943626,1.1978825,47.271246,-62.165999,-73.953591,-38.009537,23.705869,1.7431993,2.2003928,0.25147282,0.25361245,2.4643841,2.4042913,0.42312875,0.77493099,0.51507983,0.44678245,2.3225852,1.9389593,0.58919421,1.8370336,2.0238542,less than -0.023711622
-2.1327251,-2.2795001,0.1639116,-1.8852117,1.3499921,-0.8356097,-1.1731318,-0.19039745,-0.29777363,-0.12429965,-1.5158324,-1.4210318,-28.482893,-61.976689,-42.216345,-30.118252,52.534498,2.0845205,1.2853365,1.9004722,1.736435,1.0132498,0.93986346,0.53512125,2.0328172,0.80789706,1.0758224,1.8468708,0.85687528,0.75274825,1.1897815,2.4082457,between -0.00016276260500000002 and 0.02356751225
-0.35793529,1.9023159,-1.3360619,-0.65948418,-0.41179827,1.4058768,0.65339824,1.7979561,-2.3016122,0.80410239,-0.58277142,-2.2949455,-7.7966715,61.341491,16.443306,62.643061,-8.0801947,0.56751021,1.8940233,1.3498591,1.8323006,1.2268366,1.9430646,2.0864969,0.75345491,1.8167469,0.81517579,1.9094461,1.8112517,0.70696501,1.2109252,2.2700537,less than -0.023711622
-2.2953774,1.919797,0.30069521,2.1033401,-1.5056029,0.86086022,1.4435356,2.1249603,-0.98749981,0.12468692,-1.4000943,2.2855897,-47.405565,54.661526,-53.729623,-33.769637,33.71601,0.84959045,2.0667438,1.763825,2.3571337,2.0958314,2.3887869,0.84188874,0.87409236,2.1203488,0.45186535,2.2508727,0.41778212,0.91411073,1.9589865,1.9360942,greater than 0.02356751225
1.830836,-1.0394278,-0.83771208,1.1913891,0.73653094,-0.57039175,-1.5749723,-1.0702722,-0.87685889,-1.7269794,-1.7391642,0.81584929,-34.15216,54.651456,-72.974075,74.715546,-55.815926,1.401023,2.2432591,0.70619863,1.830316,1.6215943,1.3860883,0.98580728,0.96295971,1.7137838,0.56416817,1.9743785,1.880107,1.4584479,2.1342505,2.3484892,less than -0.023711622
1.8934435,0.34188606,1.6768197,2.2227172,2.1002529,-1.5559137,-1.1959429,-1.8741333,-0.94963318,0.37659156,0.63593299,0.42751595,-36.050793,-55.683008,-14.31138,68.631965,-2.5628674,1.0133207,2.1308177,0.90341857,2.2559062,1.7657721,1.3318739,1.0541727,2.4802139,0.70444353,1.5824505,0.49560682,1.6638449,0.49184558,1.4487245,0.71272231,between -0.00016276260500000002 and 0.02356751225
0.80069,-1.3860364,-1.775425,-0.72146569,-0.6969875,0.73016746,0.86353311,-0.75713591,-1.7330667,-0.37506112,1.5242238,1.0820941,52.415154,-8.508248,-48.124765,-32.926699,-49.037315,0.32264091,1.6258266,0.51743057,1.7055349,1.4258713,1.3688434,1.4011897,0.54509737,0.95146943,2.0967605,2.2541604,1.67389,0.56977294,1.6738033,1.3627065,between -0.00016276260500000002 and 0.02356751225
0.65237533,-1.2569067,0.80883338,-1.1795364,0.55293263,0.3076142,0.5811099,-2.0682916,1.5167006,1.8757177,-0.6941857,0.69599039,43.325633,73.9104,62.088353,-31.05396,-73.897506,1.4443748,1.8570747,1.3541483,1.9198824,1.7137107,1.5865513,1.9173127,1.2738861,0.70402987,1.3800754,1.176879,1.5547954,1.4461044,1.6770159,1.355609,between -0.00016276260500000002 and 0.02356751225
