X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,3,sep,sat,92.3,140.2,780.1,9.4,19.2,50,3.4,0.0,between 0.0 and 0.52
6,5,aug,fri,91.2,110.5,701.9,8.6,22.1,38,2.9,0.0,between 0.52 and 6.57
9,4,apr,thu,88.4,95.6,421.8,6.2,15.6,55,4.1,0.0,between 0.0 and 0.52
6,6,jun,mon,90.8,130.8,745.2,10.3,20.5,32,2.5,0.0,between 0.52 and 6.57
8,5,sep,sun,93.5,120.3,680.9,11.5,18.3,40,3.2,0.0,between 0.0 and 0.52
1,4,aug,tue,91.9,160.1,830.4,7.9,16.1,60,2.8,0.0,greater than 6.57
4,4,mar,fri,92.1,105.9,630.5,9.1,14.5,45,4.6,0.0,between 0.0 and 0.52
7,6,aug,sat,94.5,150.2,790.8,12.1,24.2,36,1.9,0.0,between 0.52 and 6.57
3,5,sep,thu,89.2,110.8,590.3,7.7,19.9,42,3.5,0.0,between 0.0 and 0.52
2,4,jun,mon,90.5,95.2,450.9,6.9,17.4,58,4.3,0.0,between 0.0 and 0.52
8,6,aug,mon,92.8,180.5,820.1,10.9,21.9,34,2.1,0.0,between 0.0 and 0.52
9,5,apr,sat,91.1,125.9,720.4,8.8,20.8,41,3.8,0.0,between 0.52 and 6.57
1,3,sep,fri,93.2,145.1,815.6,9.6,18.6,46,2.4,0.0,greater than 6.57
7,5,jun,sun,94.8,165.3,850.2,13.2,23.5,39,1.7,0.0,between 0.52 and 6.57
4,6,aug,thu,90.9,100.8,550.1,7.3,16.9,53,4.8,0.0,between 0.0 and 0.52
6,4,mar,tue,91.4,115.4,660.8,9.8,19.1,43,3.1,0.0,between 0.0 and 0.52
