X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
6,5,sep,wed,93.1,101.4,654.3,9.3,21.4,34,3.4,0.0,between 0.0 and 0.52
2,4,mar,sun,88.9,26.5,72.5,6.3,15.1,38,5.1,0.0,between 0.0 and 0.52
8,6,aug,thu,91.4,205.8,699.8,10.4,20.7,33,5.7,0.0,between 0.0 and 0.52
4,3,sep,sat,91.9,86.3,725.9,6.4,19.3,42,1.8,0.0,between 0.52 and 6.57
3,4,jul,sun,90.7,51.3,374.8,7.6,13.4,73,2.9,0.0,between 0.0 and 0.52
6,4,feb,fri,90.5,44.8,93.5,6.8,18.6,31,4.3,0.0,greater than 6.57
2,4,aug,mon,95.4,147.4,625.4,10.8,18.5,49,5.9,0.0,between 0.0 and 0.52
5,4,sep,thu,92.5,93.4,680.3,10.1,20.3,55,1.4,0.0,between 0.0 and 0.52
4,5,sep,wed,91.8,91.4,704.8,7.8,20.5,22,3.5,0.0,between 0.0 and 0.52
7,5,aug,tue,92.8,139.1,594.8,12.1,22.1,43,0.9,0.0,between 0.0 and 0.52
3,4,sep,fri,89.5,55.9,697.8,6.2,18.8,46,4.1,0.0,between 0.0 and 0.52
8,6,mar,sat,88.4,36.9,84.9,7.8,12.5,49,5.9,0.0,between 0.0 and 0.52
7,4,sep,mon,90.6,123.4,685.3,7.1,18.4,60,2.4,0.0,between 0.0 and 0.52
6,3,aug,sun,91.9,82.3,712.5,6.5,21.1,32,4.2,0.0,between 0.0 and 0.52
8,5,sep,tue,90.8,101.4,783.5,8.4,21.2,28,2.9,0.0,between 0.52 and 6.57
4,4,feb,sun,91.3,18.2,45.2,4.2,16.9,50,2.5,0.0,between 0.0 and 0.52
9,9,aug,wed,92.9,249.2,729.4,9.6,22.9,39,5.6,0.0,between 0.0 and 0.52
3,4,jul,thu,93.4,149.6,565.3,15.8,12.6,81,5.5,0.0,between 0.0 and 0.52
9,8,sep,sat,91.7,136.3,690.1,9.5,19.9,44,4.6,0.0,between 0.52 and 6.57
7,4,oct,fri,93.3,49.6,706.1,9.2,17.3,51,5.7,0.0,between 0.0 and 0.52
4,5,sep,mon,93.9,140.9,715.2,8.3,19.4,45,3.4,0.0,between 0.0 and 0.52
7,5,mar,wed,89.3,34.2,98.7,8.1,15.4,35,4.6,0.0,greater than 6.57
5,5,jan,sun,86.2,9.9,154.9,4.7,9.3,85,3.4,0.0,between 0.0 and 0.52
5,5,aug,sun,95.6,191.5,651.8,10.9,25.6,35,4.3,0.0,between 0.0 and 0.52
2,3,feb,thu,87.6,5.3,103.6,3.9,6.1,78,0.8,0.0,between 0.0 and 0.52
7,5,sep,fri,93.6,95.4,740.4,10.7,21.1,41,0.6,0.0,between 0.0 and 0.52
4,4,jul,tue,90.3,51.9,344.9,10.4,12.3,85,4.4,0.0,between 0.0 and 0.52
3,4,sep,tue,89.4,93.7,698.6,9.8,16.1,67,2.9,0.0,between 0.0 and 0.52
4,5,aug,wed,91.4,86.9,677.1,10.8,20.9,38,4.3,0.0,between 0.0 and 0.52
6,5,jul,mon,91.5,69.8,395.6,8.1,16.9,43,4.5,0.0,between 0.0 and 0.52
6,5,aug,fri,91.6,128.2,648.8,11.4,20.1,54,1.3,0.0,between 0.0 and 0.52
3,5,oct,sun,93.8,102.2,676.8,11.6,19.3,29,5.2,0.0,between 0.0 and 0.52
7,4,sep,thu,93.2,94.4,739.1,6.6,22.3,40,2.9,0.0,between 0.52 and 6.57
3,3,aug,tue,93.3,157.8,627.8,13.9,14.6,50,2.9,0.0,between 0.0 and 0.52
8,6,mar,wed,89.9,28.4,73.2,7.7,18.3,39,4.6,0.0,between 0.0 and 0.52
6,6,aug,wed,93.9,235.4,667.3,10.8,22.9,32,5.2,0.0,between 0.0 and 0.52
8,6,jun,sun,92.5,96.1,325.4,6.6,18.4,40,2.5,0.0,between 0.0 and 0.52
7,4,sep,sat,90.3,105.6,712.3,7.4,19.9,36,3.3,0.0,between 0.0 and 0.52
2,4,sep,mon,91.2,129.8,700.6,9.4,18.4,51,3.5,0.0,between 0.0 and 0.52
6,3,sep,tue,92.7,82.5,758.1,6.9,20.4,43,3.7,0.0,between 0.0 and 0.52
9,8,dec,mon,86.9,20.9,275.4,5.7,14.6,41,7.6,0.0,between 0.0 and 0.52
5,4,sep,fri,93.1,100.4,738.9,8.6,20.8,39,4.8,0.0,between 0.52 and 6.57
6,4,aug,thu,90.1,111.8,652.2,10.5,20.3,28,4.3,0.0,between 0.0 and 0.52
6,6,jul,sat,94.6,223.2,451.9,12.6,16.4,61,3.8,0.0,between 0.0 and 0.52
7,4,sep,wed,92.8,95.8,743.8,9.6,19.4,52,0.8,0.0,between 0.0 and 0.52
8,6,jun,mon,92.4,74.9,302.1,8.1,18.3,41,4.2,0.0,between 0.0 and 0.52
3,5,mar,tue,92.4,125.3,652.2,7.3,18.8,42,1.8,0.0,greater than 6.57
2,4,aug,sun,94.2,163.2,643.8,14.2,23.2,33,5.1,0.0,between 0.0 and 0.52
7,6,aug,fri,93.9,217.8,691.5,10.9,21.5,53,3.2,0.0,between 0.0 and 0.52
4,3,aug,tue,90.4,118.8,661.4,10.1,18.8,45,4.4,0.0,between 0.0 and 0.52
8,5,sep,sun,92.3,145.9,715.8,8.9,23.5,25,3.5,0.0,between 0.0 and 0.52
9,7,aug,thu,93.7,201.1,661.2,9.8,25.4,27,4.8,0.0,between 0.0 and 0.52
3,5,sep,tue,90.8,110.9,729.5,6.9,21.4,45,1.7,0.0,between 0.0 and 0.52
4,4,jul,wed,88.3,61.4,391.9,10.2,13.5,82,3.3,0.0,between 0.0 and 0.52
7,4,oct,thu,90.2,54.9,693.4,8.4,18.8,29,5.5,0.0,between 0.0 and 0.52
5,4,sep,fri,92.8,99.1,736.2,8.4,21.3,44,1.4,0.0,between 0.0 and 0.52
4,3,aug,thu,93.6,197.8,687.3,7.4,23.9,31,3.9,0.0,between 0.0 and 0.52
6,5,aug,sat,92.9,153.2,660.8,13.5,19.4,45,5.3,0.0,between 0.0 and 0.52
8,5,jul,mon,91.6,100.5,542.5,12.3,16.4,73,5.1,0.0,between 0.0 and 0.52
7,6,sep,sun,90.3,130.1,711.4,7.4,19.7,52,4.6,0.0,between 0.0 and 0.52
3,3,sep,mon,90.7,83.5,701.6,7.2,19.3,49,3.3,0.0,between 0.0 and 0.52
6,6,sep,fri,91.1,131.3,695.2,13.6,14.5,81,0.7,0.0,between 0.52 and 6.57
8,6,oct,sat,92.2,109.4,692.9,8.1,22.1,30,5.3,0.0,between 0.0 and 0.52
3,4,jul,sat,90.1,54.8,369.9,9.1,18.8,38,4.9,0.0,between 0.0 and 0.52
6,4,sep,wed,91.4,95.2,710.9,8.8,20.2,38,3.9,0.0,between 0.0 and 0.52
7,6,mar,thu,93.4,129.3,585.6,11.4,21.4,45,4.3,0.0,between 0.0 and 0.52
5,5,sep,fri,94.4,157.2,666.1,11.2,16.4,45,3.8,0.0,between 0.0 and 0.52
3,5,aug,mon,93.5,151.6,638.4,12.8,20.4,34,0.8,0.0,between 0.0 and 0.52
7,6,sep,thu,92.9,108.4,730.6,11.3,17.6,60,2.4,0.0,between 0.0 and 0.52
2,5,feb,tue,92.4,15.6,44.2,3.2,15.4,42,5.9,0.0,between 0.0 and 0.52
8,6,sep,sun,91.4,118.4,748.9,7.6,22.5,41,5.4,0.0,between 0.52 and 6.57
9,6,aug,wed,92.1,219.9,694.1,11.8,21.8,39,3.6,0.0,between 0.0 and 0.52
6,4,sep,mon,91.9,85.5,715.3,7.4,20.3,38,4.9,0.0,between 0.52 and 6.57
8,5,aug,fri,92.6,176.3,654.3,8.2,19.4,52,3.5,0.0,between 0.0 and 0.52
9,8,sep,thu,93.3,152.9,765.8,8.9,18.3,55,1.7,0.0,between 0.0 and 0.52
3,5,mar,fri,92.8,18.4,66.6,4.6,17.1,46,3.8,0.0,between 0.0 and 0.52
7,6,aug,sat,93.1,166.4,661.6,11.5,16.8,50,1.5,0.0,between 0.0 and 0.52
6,5,jul,tue,89.1,62.3,421.2,8.3,20.7,43,3.4,0.0,between 0.0 and 0.52
8,6,jul,sun,93.8,116.2,543.4,12.9,16.3,81,4.5,0.0,between 0.0 and 0.52
8,5,sep,thu,93.6,155.1,747.6,7.4,22.2,40,3.6,0.0,between 0.0 and 0.52
4,3,sep,tue,92.1,137.5,702.9,7.6,18.6,52,5.5,0.0,between 0.52 and 6.57
3,4,sep,thu,90.3,40.6,87.3,11.2,21.4,40,3.1,0.0,greater than 6.57
6,6,aug,sun,94.2,186.1,652.3,10.5,20.5,36,0.7,0.0,between 0.0 and 0.52
5,5,aug,mon,92.6,156.9,653.5,10.8,19.3,44,4.7,0.0,between 0.0 and 0.52
3,4,jul,fri,93.5,78.9,406.5,7.2,13.9,83,3.6,0.0,between 0.0 and 0.52
5,4,sep,thu,92.6,125.8,723.6,6.7,20.9,37,4.5,0.0,between 0.0 and 0.52
6,5,oct,fri,92.2,137.3,692.8,10.2,20.4,56,1.1,0.0,between 0.52 and 6.57
4,3,jul,sun,93.9,50.5,395.1,9.9,12.2,87,5.5,0.0,between 0.0 and 0.52
2,4,jul,thu,90.4,70.8,406.4,6.8,20.9,37,3.6,0.0,between 0.0 and 0.52
4,4,sep,fri,91.1,78.5,724.3,9.2,19.4,38,1.3,0.0,between 0.0 and 0.52
6,4,oct,tue,91.6,100.2,466.3,6.3,17.9,60,5.8,0.0,between 0.0 and 0.52
7,4,jul,sat,91.6,104.2,474.9,9.0,19.7,65,4.5,0.0,between 0.52 and 6.57
