X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,4,aug,sun,92.2,120.1,650.8,9.1,20.5,40,3.5,0.0,between 0.0 and 0.52
6,5,sep,mon,91.9,140.5,720.2,8.8,22.1,38,2.9,0.0,greater than 6.57
1,3,sep,sun,91.5,110.3,690.5,10.3,18.2,45,5.1,0.0,between 0.0 and 0.52
9,6,aug,thu,94.5,230.8,750.9,13.5,24.8,32,6.5,0.0,between 0.0 and 0.52
7,5,sep,sat,92.5,130.9,700.8,9.5,20.8,36,3.8,0.0,between 0.0 and 0.52
3,4,sep,fri,93.1,145.8,710.3,12.1,19.1,48,3.3,0.0,greater than 6.57
2,4,aug,mon,93.5,235.5,725.4,10.9,21.5,65,4.6,0.0,greater than 6.57
8,6,aug,thu,94.7,220.4,695.9,13.7,23.4,39,6.3,0.0,between 0.0 and 0.52
5,4,sep,sun,92.1,105.2,660.3,8.1,20.2,41,3.2,0.0,between 0.0 and 0.52
1,5,sep,tue,91.1,125.4,695.1,7.4,21.9,34,2.5,0.0,greater than 6.57
9,6,aug,thu,91.7,250.8,755.3,6.7,20.9,57,2.9,0.0,greater than 6.57
6,4,mar,sat,90.9,43.4,91.9,8.4,14.8,43,1.4,0.0,greater than 6.57
3,4,sep,fri,93.4,143.8,715.4,14.4,18.9,50,3.8,0.0,greater than 6.57
7,5,oct,sun,92.7,48.1,694.3,9.3,16.9,37,1.3,0.0,between 0.0 and 0.52
5,4,sep,sat,92.3,104.8,753.9,8.8,24.5,29,3.4,0.0,between 0.0 and 0.52
1,5,sep,tue,91.2,128.1,694.8,7.7,22.3,35,2.6,0.0,greater than 6.57
