X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,4,aug,wed,90.8,54.3,396.2,8.5,19.2,46,3.8,0.0,between 0.0 and 0.52
6,5,sep,fri,92.4,122.5,677.3,9.1,22.1,39,4.3,0.0,between 0.0 and 0.52
9,6,jul,tue,90.3,66.2,411.9,6.7,18.5,55,2.9,0.0,between 0.52 and 6.57
4,5,mar,sat,89.9,28.5,79.4,7.3,13.4,41,5.1,0.0,between 0.0 and 0.52
7,4,aug,thu,92.2,141.9,671.8,10.3,20.8,32,5.6,0.0,between 0.0 and 0.52
3,4,sep,mon,91.5,95.9,734.5,6.9,19.8,50,3.4,0.0,between 0.0 and 0.52
2,5,oct,sun,92.5,45.8,693.4,8.2,15.3,36,0.9,0.0,between 0.0 and 0.52
8,6,feb,mon,87.4,12.1,43.8,2.9,10.9,49,5.9,0.0,between 0.0 and 0.52
5,4,jun,fri,90.6,41.9,89.9,7.7,14.3,43,1.0,0.0,between 0.0 and 0.52
9,9,sep,wed,94.6,226.8,700.4,12.5,24.5,37,4.2,0.0,between 0.0 and 0.52
4,5,mar,tue,91.8,35.5,81.3,7.5,16.4,28,5.2,0.0,between 0.0 and 0.52
6,6,aug,sat,95.5,173.4,584.9,16.3,22.3,42,2.5,0.0,between 0.52 and 6.57
3,4,sep,sun,92.1,122.9,682.3,8.8,22.3,42,5.5,0.0,between 0.0 and 0.52
7,4,oct,mon,91.2,46.1,692.5,8.6,16.2,35,0.9,0.0,between 0.0 and 0.52
2,2,aug,mon,92.8,110.4,655.7,9.4,18.8,46,3.7,0.0,between 0.0 and 0.52
9,9,jul,thu,85.9,48.8,315.5,3.7,18.3,43,2.8,0.0,between 0.0 and 0.52
5,5,mar,mon,91.6,18.3,30.9,8.1,12.1,48,5.5,0.0,between 0.0 and 0.52
6,4,sep,fri,93.2,140.8,712.4,13.7,27.4,31,1.4,0.0,between 0.0 and 0.52
8,6,aug,thu,94.5,221.2,696.3,13.7,23.6,39,6.6,0.0,between 0.0 and 0.52
4,4,mar,sat,91.7,53.2,103.5,5.0,11.6,46,5.8,0.0,between 0.0 and 0.52
2,2,feb,mon,84.2,9.5,35.2,2.1,14.2,40,5.5,0.0,between 0.0 and 0.52
9,9,aug,fri,94.8,227.2,706.9,12.0,25.1,36,4.1,0.0,between 0.0 and 0.52
