X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,4,sep,fri,92.5,115.4,680.2,9.3,20.8,40,3.2,0.0,between 0.0 and 0.52
6,5,aug,sun,94.2,210.8,693.5,12.9,22.1,45,4.8,0.0,between 0.0 and 0.52
8,6,sep,mon,90.9,120.5,750.8,7.2,19.1,50,2.9,0.0,greater than 6.57
3,4,oct,tue,91.8,150.2,630.1,10.5,14.9,38,5.1,0.0,between 0.0 and 0.52
9,6,aug,thu,95.5,240.9,790.5,11.4,24.5,32,3.5,0.0,between 0.52 and 6.57
1,5,sep,sun,92.8,140.5,710.9,9.1,21.9,30,2.5,0.0,between 0.0 and 0.52
6,4,mar,wed,90.5,110.3,670.8,8.2,16.5,48,4.2,0.0,between 0.0 and 0.52
7,5,aug,fri,93.9,200.1,740.2,13.5,20.2,42,5.6,0.0,between 0.0 and 0.52
2,4,sep,mon,91.2,130.9,690.8,7.9,18.3,55,3.9,0.0,greater than 6.57
4,5,oct,sat,94.5,220.5,750.9,12.2,22.8,39,4.4,0.0,between 0.52 and 6.57
8,6,jul,sun,91.5,160.8,680.3,10.9,19.6,35,2.8,0.0,between 0.0 and 0.52
9,9,sep,fri,96.1,250.8,810.2,14.1,25.1,29,3.8,0.0,greater than 6.57
3,4,mar,tue,90.8,120.2,650.1,8.5,15.1,40,5.3,0.0,between 0.0 and 0.52
6,5,sep,thu,93.2,190.5,730.9,11.9,21.5,45,4.9,0.0,between 0.0 and 0.52
1,2,aug,wed,92.9,150.8,690.5,10.2,20.5,32,2.9,0.0,between 0.0 and 0.52
7,6,oct,mon,94.8,230.9,780.1,13.1,23.2,38,4.6,0.0,between 0.52 and 6.57
5,4,sep,sun,91.9,140.5,700.8,9.5,19.8,42,3.4,0.0,between 0.0 and 0.52
9,9,mar,fri,95.8,260.8,820.2,14.5,25.5,30,3.9,0.0,greater than 6.57
2,4,jul,tue,90.3,100.2,630.8,7.3,16.9,50,5.5,0.0,between 0.0 and 0.52
8,6,sep,thu,92.4,200.9,750.9,11.7,21.1,40,4.1,0.0,between 0.0 and 0.52
3,5,oct,wed,94.1,210.5,740.1,12.5,22.3,45,4.7,0.0,between 0.52 and 6.57
6,4,aug,sat,91.7,160.2,680.3,10.3,20.6,38,5.0,0.0,between 0.0 and 0.52
1,5,sep,mon,93.5,180.5,720.9,11.1,21.3,35,3.3,0.0,between 0.0 and 0.52
4,4,mar,tue,90.2,110.9,650.8,8.1,17.4,48,4.5,0.0,between 0.0 and 0.52
9,6,sep,fri,96.3,270.8,840.2,14.8,25.8,32,4.0,0.0,greater than 6.57
7,5,jul,sun,94.9,240.9,790.1,13.6,23.9,40,4.8,0.0,between 0.52 and 6.57
5,4,oct,thu,92.1,150.9,700.2,9.9,20.2,45,3.6,0.0,between 0.0 and 0.52
3,4,mar,wed,91.3,130.5,670.9,8.8,18.5,50,5.2,0.0,between 0.0 and 0.52
6,5,aug,mon,93.8,200.1,730.8,12.1,21.9,38,4.3,0.0,between 0.0 and 0.52
2,4,sep,tue,91.1,120.2,660.1,8.4,17.9,55,5.8,0.0,between 0.0 and 0.52
8,6,sep,sat,92.6,220.9,760.2,11.9,21.6,40,4.4,0.0,between 0.0 and 0.52
4,5,oct,fri,94.3,230.5,770.1,12.9,22.9,45,4.9,0.0,between 0.52 and 6.57
