X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,4,sep,sat,91.2,121.5,654.3,8.5,18.8,42,2.1,0.0,between 0.0 and 0.52
8,6,aug,fri,92.8,145.9,681.2,10.3,22.1,38,3.5,0.0,between 0.52 and 6.57
4,5,mar,mon,90.5,110.2,590.1,7.2,19.2,48,4.2,0.0,between 0.0 and 0.52
9,9,aug,sun,94.5,227.5,716.8,12.2,25.5,34,4.1,0.0,greater than 6.57
3,4,apr,sat,86.8,28.4,98.5,5.5,9.8,41,4.6,0.0,between 0.0 and 0.52
6,4,sep,thu,91.9,129.1,786.3,8.1,20.4,43,3.2,0.0,between 0.0 and 0.52
2,5,sep,fri,90.3,126.8,684.5,6.5,17.3,44,2.5,0.0,between 0.52 and 6.57
7,5,aug,mon,92.6,208.2,679.3,9.5,26.3,36,2.3,0.0,between 0.0 and 0.52
8,6,sep,tue,91.9,115.5,581.8,8.8,23.5,40,2.8,0.0,greater than 6.57
4,5,sep,sat,92.2,131.4,799.2,9.1,20.2,33,5.1,0.0,between 0.0 and 0.52
7,4,mar,thu,90.1,287.8,849.8,6.9,19.1,45,3.7,0.0,between 0.52 and 6.57
6,4,aug,wed,91.3,147.7,615.9,9.2,14.9,66,5.5,0.0,between 0.0 and 0.52
9,9,jul,fri,90.6,69.2,356.9,7.6,24.5,30,2.4,0.0,between 0.0 and 0.52
8,6,sep,mon,88.3,147.9,614.9,8.9,18.1,60,5.6,0.0,between 0.52 and 6.57
3,4,mar,sun,91.3,36.3,81.3,7.3,11.9,29,6.4,0.0,between 0.0 and 0.52
2,4,aug,thu,91.2,264.9,803.9,5.8,17.9,53,3.2,0.0,between 0.0 and 0.52
5,5,sep,fri,93.4,122.5,790.5,10.5,18.6,42,2.4,0.0,between 0.52 and 6.57
4,4,apr,thu,84.5,23.8,85.8,2.5,16.5,21,3.2,0.0,between 0.0 and 0.52
6,5,sep,sat,91.5,130.5,807.5,7.7,21.1,35,2.3,0.0,greater than 6.57
2,3,aug,fri,95.4,158.5,634.1,11.5,32.1,28,2.3,0.0,between 0.0 and 0.52
7,5,sep,mon,91.8,129.4,806.4,8.3,21.6,34,2.4,0.0,between 0.0 and 0.52
5,4,mar,sat,90.9,41.5,90.5,7.6,13.6,41,1.0,0.0,greater than 6.57
3,4,sep,sun,91.9,108.9,765.4,6.7,18.5,49,5.6,0.0,between 0.0 and 0.52
8,6,sep,thu,92.4,181.4,672.7,14.1,21.3,64,4.7,0.7,between 0.0 and 0.52
6,4,mar,mon,91.4,50.6,101.1,7.7,15.6,31,8.6,0.0,between 0.52 and 6.57
8,6,aug,mon,92.7,207.3,673.3,8.9,26.7,35,1.4,0.0,between 0.52 and 6.57
5,5,sep,wed,93.3,133.8,700.3,9.7,21.7,35,1.9,0.0,between 0.52 and 6.57
9,9,mar,fri,91.9,36.3,81.3,7.9,17.7,23,5.6,0.0,between 0.0 and 0.52
7,5,aug,sat,90.8,111.4,538.9,6.5,19.8,43,5.9,0.0,between 0.0 and 0.52
8,6,sep,fri,92.1,122.4,790.2,10.1,18.2,42,2.2,0.0,between 0.52 and 6.57
4,4,sep,thu,92.5,137.5,706.9,9.5,21.3,15,0.9,0.0,between 0.0 and 0.52
3,5,aug,thu,89.9,267.1,804.2,5.7,17.6,53,3.1,0.0,between 0.0 and 0.52
