X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5,5,sep,sun,90.2,126.1,582.9,10.4,22.1,40,3.8,0.0,between 0.0 and 0.52
7,4,jul,thu,92.5,94.3,451.1,12.3,24.9,30,4.5,0.0,between 0.0 and 0.52
8,6,aug,wed,95.5,231.5,799.9,7.6,20.9,34,2.8,0.0,between 0.52 and 6.57
4,4,feb,sat,84.3,5.8,50.4,3.1,16.2,47,4.2,0.0,between 0.0 and 0.52
6,5,sep,fri,90.9,141.9,629.1,9.8,19.5,38,4.8,0.0,between 0.52 and 6.57
3,5,jul,sat,90.5,104.8,513.4,7.4,22.6,33,5.6,0.0,between 0.0 and 0.52
2,5,aug,tue,94.8,99.5,474.5,13.4,23.1,31,5.1,0.0,between 0.52 and 6.57
5,4,sep,mon,92.8,82.1,721.3,9.1,11.4,85,2.5,0.0,between 0.0 and 0.52
9,6,sep,thu,91.1,181.6,775.3,6.8,26.7,26,3.3,0.0,greater than 6.57
1,5,feb,sun,94.2,96.4,450.6,10.7,21.7,54,6.2,0.0,between 0.0 and 0.52
8,6,jul,sat,92.6,222.1,698.2,7.4,27.8,27,4.6,0.0,between 0.52 and 6.57
3,5,mar,sat,88.4,19.2,55.2,3.3,17.8,42,4.8,0.0,between 0.0 and 0.52
4,4,sep,wed,91.4,276.1,825.3,8.2,14.9,75,7.3,0.0,between 0.0 and 0.52
2,5,jul,fri,92.3,104.4,475.3,9.5,19.3,52,2.2,0.0,between 0.0 and 0.52
5,5,aug,sun,95.3,132.3,582.3,10.6,21.2,40,4.4,0.0,between 0.52 and 6.57
6,5,sep,thu,91.8,94.6,451.8,12.6,24.3,29,4.1,0.0,between 0.0 and 0.52
7,5,jul,mon,93.8,141.4,629.6,8.4,19.7,39,4.9,0.0,between 0.0 and 0.52
8,6,aug,sat,92.9,222.9,800.1,7.9,21.0,35,3.2,0.0,between 0.52 and 6.57
9,5,feb,wed,85.2,8.9,56.2,2.6,14.8,48,4.5,0.0,between 0.0 and 0.52
4,5,sep,fri,90.6,103.2,513.9,8.7,20.4,36,5.8,0.0,between 0.0 and 0.52
6,6,jul,sat,93.4,105.5,475.9,9.9,22.4,32,5.3,0.0,between 0.0 and 0.52
3,5,aug,thu,92.9,99.1,474.4,10.8,22.1,30,4.7,0.0,between 0.52 and 6.57
8,5,jul,tue,91.6,94.8,452.4,7.3,25.6,28,4.9,0.0,between 0.0 and 0.52
2,5,sep,mon,90.5,82.8,722.9,9.5,12.1,84,2.8,0.0,between 0.0 and 0.52
5,6,aug,sun,92.3,131.4,582.1,11.2,20.9,41,4.1,0.0,between 0.52 and 6.57
7,5,sep,fri,92.1,141.1,629.2,7.9,19.3,38,4.5,0.0,between 0.0 and 0.52
3,6,jul,sat,90.3,105.1,514.5,8.1,21.9,33,5.4,0.0,between 0.0 and 0.52
4,5,feb,sat,84.9,6.4,52.3,3.5,16.7,45,4.1,0.0,between 0.0 and 0.52
6,5,sep,thu,90.2,93.9,452.2,13.1,24.4,30,4.6,0.0,between 0.0 and 0.52
8,6,aug,wed,94.5,230.8,798.4,8.1,21.4,34,3.4,0.0,between 0.52 and 6.57
9,5,sep,fri,92.8,82.5,722.2,9.2,12.6,83,2.9,0.0,between 0.0 and 0.52
2,5,jul,fri,91.4,104.9,476.2,7.8,22.3,31,5.7,0.0,between 0.0 and 0.52
