X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
1.9034272,4.9947333,jul,sat,96.5183,93.52464,420.48987,16.422016,21.744278,30.213318,4.478868,0.0,greater than 6.57
6.0080066,6.004023,jun,sat,86.26252,-6.7832594,-60.83638,-0.31142282,16.918165,39.877766,4.0423665,0.0,between 0.0 and 0.52
7.022142,3.0142508,sep,wed,90.47966,79.59177,708.3268,6.51039,18.450632,40.2367,4.9248996,0.0,greater than 6.57
2.9888997,5.0087996,jul,sat,68.892265,7.8942776,50.748325,-0.13941397,13.724723,28.553225,4.397433,0.0,between 0.0 and 0.52
2.982786,5.9795203,sep,sun,90.83084,265.09042,747.0083,7.2098556,14.044561,95.82208,4.5346746,0.0,between 0.0 and 0.52
6.9001513,6.0029707,jul,wed,90.95447,73.005356,439.12454,4.75101,19.785706,30.876974,4.5031323,0.0,between 0.0 and 0.52
6.987313,3.9984684,jul,sat,94.62759,259.62735,864.34814,9.375559,18.29347,64.82229,4.005065,0.0,between 0.0 and 0.52
1.9505812,5.0006914,mar,sat,95.017525,116.178734,646.36285,9.06828,20.068357,45.469162,1.8026806,0.0,between 0.52 and 6.57
5.8596616,4.005879,jul,sat,94.05577,83.59212,466.20312,11.949171,22.296003,32.43553,1.7760756,0.0,between 0.52 and 6.57
2.9533827,5.016169,jul,sat,92.78012,93.79839,364.0235,6.5383663,24.174631,57.580643,5.4124546,0.0,between 0.52 and 6.57
8.042039,6.010731,aug,sun,93.35194,136.76437,620.97,12.161397,23.675625,46.23174,2.2038176,0.0,greater than 6.57
6.0152917,6.006855,sep,sat,64.087395,-14.005366,653.4492,1.23251,19.712126,35.617687,3.2418854,0.0,between 0.52 and 6.57
2.0204315,4.995055,jun,thu,79.582695,90.77529,157.12303,3.0565174,24.671867,34.213814,3.9655294,0.0,between 0.52 and 6.57
1.9987534,5.002309,jun,thu,89.8777,169.0142,698.93976,4.862878,17.219913,54.248535,1.7776551,0.0,between 0.52 and 6.57
6.06417,5.004271,sep,wed,91.37046,149.98143,756.7534,11.999052,21.646269,72.22993,4.511981,0.0,between 0.0 and 0.52
6.0745716,5.0067773,aug,sat,93.159454,188.20474,675.3124,10.771078,17.287155,66.80151,3.610157,0.0,between 0.0 and 0.52
