X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5.02388,3.0167575,jul,wed,93.664185,104.29544,447.17444,14.844997,23.483316,61.149014,4.8785343,-9.099796e-05,between 0.0 and 0.52
1.0702641,1.9899595,sep,thu,95.068214,79.748634,688.84033,14.9648905,21.769594,18.536379,3.5241978,3.0686206e-06,between 0.0 and 0.52
6.0167074,2.9847677,jul,wed,91.66963,80.59653,468.6519,8.871707,24.611046,32.140526,1.998812,-1.050951e-05,between 0.52 and 6.57
1.0340976,3.0173607,aug,wed,87.96898,114.72719,618.6446,4.9426994,17.738813,65.205864,2.159152,-0.00048168347,between 0.0 and 0.52
0.9466305,1.9959552,aug,wed,91.09559,229.14595,799.97504,5.887407,19.424732,44.615845,0.85268766,-0.00063834107,between 0.0 and 0.52
3.9506845,5.99791,aug,sun,94.5456,96.40231,475.7814,11.057142,20.733475,65.50654,4.8384657,0.00010589513,between 0.0 and 0.52
3.9589877,3.9994617,aug,sun,96.537285,61.449852,141.64973,14.644976,33.312553,9.6258335,5.024382,5.1670417e-05,between 0.0 and 0.52
0.9399172,4.0414186,mar,sun,90.82595,34.821995,77.925735,6.265891,16.401556,31.578966,5.7623105,6.619767e-05,greater than 6.57
7.0513816,6.0286975,mar,sun,92.34525,30.231443,72.15227,10.700383,19.462812,37.361763,3.0651817,6.785331e-05,between 0.52 and 6.57
7.0331507,4.998397,aug,sun,90.17462,-0.77456856,-2.3087187,8.846252,10.032191,22.043728,2.4987514,-1.5950936e-05,between 0.0 and 0.52
3.0032623,5.002912,sep,sun,91.67939,113.94459,777.0835,8.49848,18.831158,46.061817,3.5917265,-0.000269235,between 0.0 and 0.52
1.0127876,2.0000126,mar,mon,91.84509,35.969807,80.40239,9.250783,9.01445,21.742409,6.394468,9.2618066e-05,between 0.0 and 0.52
0.9143452,1.9584872,sep,tue,88.313835,74.153694,712.9987,5.766203,16.402065,57.797874,1.2745522,-0.00034955982,between 0.52 and 6.57
3.0304008,5.021387,feb,wed,84.64281,8.765019,29.15324,4.2366796,14.739923,63.412014,6.1248,-0.00013423977,between 0.0 and 0.52
8.3320675,5.9970093,aug,wed,91.61494,124.72752,583.7339,10.723978,25.437065,32.90147,0.31467068,0.0003083581,between 0.0 and 0.52
4.026064,4.0051885,jul,fri,81.94967,71.45609,463.24307,1.8099447,3.3823164,118.231186,3.117172,-8.646108e-06,between 0.0 and 0.52
4.0082,2.9869013,aug,mon,88.748985,197.93677,794.3503,4.85527,9.960853,33.54264,1.4755585,9.6024116e-05,between 0.52 and 6.57
7.017329,5.016468,apr,mon,86.903046,23.693174,81.86235,6.6057205,9.741861,72.14823,3.9967866,0.00037305994,between 0.0 and 0.52
6.993112,5.007146,aug,sun,91.44533,211.13289,679.2718,7.260114,27.982653,40.605404,5.0711665,-6.95444e-05,greater than 6.57
4.0215564,5.0136585,jul,thu,91.28174,66.03063,443.3313,6.362395,18.871786,30.290539,3.14002,-9.361367e-05,between 0.0 and 0.52
4.8935876,3.9891784,sep,tue,92.445404,118.35823,785.95605,8.429664,19.694597,21.124641,0.75687706,-5.3037493e-05,between 0.0 and 0.52
4.9827943,5.008155,sep,mon,96.21448,138.24535,725.53705,15.0717535,24.91564,30.529884,0.9219399,0.00013732849,between 0.52 and 6.57
1.0193783,2.0038013,sep,tue,90.61132,97.94707,757.82874,7.2092237,13.71126,58.578613,5.4308257,5.052965e-05,between 0.0 and 0.52
0.90617067,5.0015764,oct,tue,89.20387,36.437595,673.35077,6.9888864,17.26885,37.040073,4.4870453,0.0001301241,between 0.0 and 0.52
1.0318998,1.9807423,jul,thu,91.42267,92.841545,422.71457,13.082166,20.80398,34.432945,5.9448276,-1.9362073e-05,between 0.52 and 6.57
5.95717,3.0166516,aug,sat,82.015236,272.61176,827.7657,4.817337,8.411202,85.61441,2.2290227,-2.436206e-05,between 0.0 and 0.52
4.0210557,5.007725,sep,tue,92.09363,112.73563,669.8196,13.820698,19.779173,44.296776,5.95328,0.00030166653,between 0.0 and 0.52
