response_id,start_date,state,congress_district,county,age,gender,weight,extra_covid_worn_mask,vote_2020,pid7,date,worn
5049271.742556787,2020-09-14 13:48:15,Michigan,KY05,38355.47850787242,51.13046385813655,Male,0.45655194397025434,0,I would not vote,Strong Democrat,2020-12-05,0.13118808441005958
5805996.1665628515,2020-11-03 00:10:45,Virginia,CO01,12602.005651027952,49.46218560559974,Female,0.4988195819595316,Yes,Donald Trump,Strong Democrat,2020-07-13,0.9989087435292775
7422824.667521253,2020-10-28 12:52:01,Idaho,WV01,31893.88311063729,39.8837278911337,Male,2.940784711339072,No,Someone else,Lean Democrat,2020-07-20,0.7979966972852701
5949408.942562296,2020-07-14 11:48:20,Massachusetts,CA35,13899.913290688584,46.35747539015091,Female,4.96672305066475,No,I would not vote,Lean Republican,2020-08-26,0.5983754128202713
7658679.90496197,2020-12-29 20:32:39,South Carolina,FL20,31145.29435446961,53.122887934343765,Female,0.6866907229543862,0,Someone else,Weak Republican,2020-08-07,0.14215359909994618
5815895.102609921,2020-06-02 04:23:16,Massachusetts,MO07,31257.081829831095,40.20122357188355,Male,0.29224105340686773,Yes,Donald Trump,Independent,2020-11-08,0.9092683753645163
6527738.46990153,2020-11-05 20:36:58,Texas,CA52,23549.886556286747,53.79342023789964,Female,0.18641234552085229,No,"I will not vote, but am eligible",Strong Democrat,2020-12-08,0.15664857670300403
5129530.731418382,2020-11-24 23:30:53,Arizona,IN05,21283.477599510614,31.322301242756055,Male,3.780706355817456,No,Joe Biden,Strong Republican,2020-09-08,0.5613746706490137
5164156.29971561,2020-11-30 22:00:10,Virginia,SC01,25312.855180498107,36.049895947588304,Female,0.48443507894939863,Yes,I abstained,Strong Democrat,2020-12-14,0.8213362837014989
5531668.337646581,2020-07-14 10:36:34,Massachusetts,IL14,10348.533297075777,45.37690189679274,Male,0.05686264891466719,No,I don't recall,Strong Republican,2020-07-05,0.4133348292375737
6977206.898343158,2020-12-06 08:25:03,Ohio,AR04,39690.85202428196,30.42074177719005,Female,0.41240123301911913,No,Not Asked,Strong Democrat,2020-10-07,0.01588250532299318
7167357.996974662,2020-11-18 15:48:34,Vermont,WA03,30666.971033236794,20.272967790299717,Male,0.6371196114365234,No,Someone else,Lean Democrat,2020-09-01,0.12076492180022735
7470604.346331335,2020-06-07 07:24:19,Rhode Island,TX13,40846.27636900389,35.172697057853306,Male,0.7093083804842412,Yes,I would not vote,Lean Republican,2020-12-08,0.5875896290461912
7075108.744982485,2020-11-10 08:32:39,Connecticut,NE03,20188.93626706118,41.53011571493823,Female,0.5819578396493311,No,I don't recall,Weak Democrat,2020-10-14,0.9700185154926002
7191434.447284045,2020-10-14 17:46:52,Nebraska,PA06,34678.85303792426,40.31621349380676,Male,0.18882878034238715,0,Someone else:,Lean Democrat,2020-10-14,0.5528339064293585
7480970.7002042355,2020-06-12 13:11:54,Florida,WI03,11591.889273784062,48.88271017153084,Female,0.0727698544850643,No,I don't recall,Weak Republican,2020-06-18,0.3640227357330853
7633350.569756116,2020-06-21 15:02:28,Illinois,MI01,30358.853773925475,78.35458470244942,Female,0.19987237805615077,Yes,Joe Biden,Lean Republican,2020-07-23,0.9156279552645513
7494858.494061977,2020-11-22 05:33:54,Rhode Island,MD05,26867.31569004923,39.56272659206942,Male,0.4201840500280863,No,Someone else,Independent,2020-08-21,0.7450258304037206
6019485.868452874,2020-11-23 08:53:21,Idaho,KY05,22104.582062840884,24.531926778731503,Male,1.2098351325773873,Yes,Someone else:,Weak Republican,2020-12-28,0.49768298804656463
7257151.9492982235,2020-12-16 21:39:47,Kentucky,OH16,454.807417468626,43.24981278912248,Male,0.39210892886106835,Yes,Someone else:,Lean Democrat,2020-06-21,0.17403604651281213
5573529.21992294,2020-07-03 23:22:46,Massachusetts,CA28,27636.145119766534,53.29651203502362,Female,0.46913326832140884,Yes,I am not sure/don't know,Strong Republican,2020-08-23,0.6162203273049766
7361551.177756921,2020-11-27 08:29:57,Colorado,SC01,33838.20791399162,46.04714495762428,Female,1.1758738606334613,0,Joe Biden,Weak Democrat,2020-12-13,0.8623989678255457
5567279.987358091,2020-07-14 17:25:06,Kansas,TN05,45527.664183146626,18.98640214496295,Female,1.7664933176294575,No,I am not sure/don't know,Strong Republican,2020-09-27,0.2407656162648404
6746913.423369528,2020-06-03 00:33:10,Washington,NY26,25411.598784980717,23.620655664852226,Female,0.34795670071751705,No,Not Asked,Weak Democrat,2020-12-16,0.6138122992053551
5094258.109505436,2020-11-10 08:32:39,Washington,MI04,28622.998097063566,53.01494630469915,Male,1.079077337145875,No,0,Independent,2020-08-04,0.0003803964366410062
5860616.284202148,2020-12-29 15:20:28,Iowa,MI05,40830.270650450235,33.759485375667545,Female,0.11448486794206708,Yes,Not Asked,Lean Democrat,2020-09-16,0.6915737601562709
5454646.550306091,2020-12-29 13:02:08,Oregon,MI01,14728.29299256996,26.62755254764685,Female,0.07442648347107912,0,I abstained,Strong Republican,2020-11-08,0.08152656441617656
