bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3.0102637,1.7823275,1423.6062,8181.3403,0.99993515,0,0.0012891054,4.000883,7.995567,1447.8063,-0.59606874,1948.0879,-0.53666836,98117.35,47.61189,-122.37346,2203.1335,11484.599,2013.9988,11.236068,24.206287,between 321950.0 and 450000.0
2.0129955,1.0008824,895.52026,5070.54,0.99996793,0,0.00027231616,2.9953716,8.002742,984.096,-0.5396017,1961.6167,6.854234,98059.52,47.672375,-122.2138,1946.0859,5636.321,2015.0027,3.0706925,11.572441,between 321950.0 and 450000.0
2.9905965,2.4808354,1907.7346,6193.589,0.9995332,0,0.39892733,3.0063713,8.008939,1639.038,157.19061,1934.0911,-0.59664804,98102.72,47.62037,-122.33347,2136.0098,6464.46,2015.0049,2.993959,22.73454,between 450000.0 and 645000.0
3.0195668,2.502667,1878.4637,4219.4478,0.9982897,0,0.5304735,3.9930408,8.000164,1729.062,237.27411,1935.9503,0.73183703,98109.49,47.730103,-122.2591,2158.5786,7761.902,2014.0001,5.484893,21.96181,greater than 645000.0
1.9797184,0.99774736,797.8676,8131.8965,0.9999866,0,0.50489646,4.007074,8.001833,1184.4269,1073.5087,1952.2615,4.5558004,98108.53,47.53574,-122.35713,1922.8923,14800.254,2013.9987,4.773814,17.01277,less than 321950.0
2.000721,2.4892964,1586.8206,427806.0,1.0007614,0,0.5050536,5.0064993,8.004129,1629.9929,-2.7198982,1975.3722,-2.1218085,98038.6,47.673576,-122.29407,2899.2654,20346.65,2014.0006,6.963059,22.285357,greater than 645000.0
2.024693,0.9825945,1132.9015,3048.433,0.9985474,0,7.452385e-06,5.070562,8.005364,1225.3767,-6.2111244,1942.6992,-2.124188,98111.54,47.507725,-122.32125,2356.1138,3758.8818,2013.9994,10.491998,24.275694,less than 321950.0
2.993474,1.0228492,1170.8423,6390.7173,0.99910945,0,0.00034257158,2.995955,8.003492,887.11774,289.97403,1949.7747,0.7040789,98069.16,47.77603,-122.284706,1506.9752,5660.7256,2015.0011,4.846057,20.146744,between 321950.0 and 450000.0
1.5550845,2.25903,1173.5231,4453.0093,0.99904627,0,-8.495239e-05,3.0011485,8.008737,820.74866,234.51384,1927.769,1.6067537,98111.66,47.652523,-122.388535,1628.5657,9990.022,2014.9982,3.5255601,23.783752,greater than 645000.0
2.0128207,0.996446,879.47174,9583.256,1.0041748,0,-1.365901e-06,2.9999151,8.007668,1224.0809,-12.513116,1970.0992,-0.03634703,98063.39,47.33956,-122.147194,2269.8752,8666.434,2014.0012,5.7699423,6.9253263,between 321950.0 and 450000.0
3.0049224,2.7577252,4461.1943,2851.5144,1.0013607,0,0.0013148424,5.095848,6.991569,2167.696,2117.4248,1994.5083,0.09251875,98024.78,47.49091,-122.45326,1758.7948,2812.312,2013.9985,7.759874,19.235413,between 450000.0 and 645000.0
2.0016127,0.9904004,1162.0751,3093.381,0.9993345,0,0.0030637148,4.946683,8.009224,1067.497,-2.5451648,1919.5708,-1.7908578,98074.54,47.63182,-122.20319,2073.0361,3947.7358,2013.9988,6.7109003,20.212795,less than 321950.0
3.0122004,2.2645245,1825.4047,2346.1606,2.0021417,0,0.00026117737,3.002067,6.998075,1718.1936,7.987249,2015.076,3.3485944,98061.51,47.499134,-122.129845,2378.525,2880.6155,2014.0006,9.007022,14.716859,between 450000.0 and 645000.0
3.0010781,2.7521057,2979.9978,6097.475,1.0013314,0,-0.0004081535,2.9966705,8.002201,1880.7993,1096.9517,1958.882,2.0358787,98094.29,47.61773,-122.316086,2747.0095,6904.9556,2014.9906,4.7735844,5.6842623,greater than 645000.0
1.9821117,1.000241,1048.1003,5720.7837,1.004119,0,0.0020384185,2.9999752,8.0048485,973.9006,13.578575,1935.8989,-0.44346103,98100.805,47.631794,-122.16475,1658.4452,11765.265,2014.0001,8.301105,18.475159,greater than 645000.0
3.0177588,2.7497516,2577.4473,7870.828,1.0005676,0,0.0013125342,3.0129483,8.003775,1502.7815,1063.4425,1996.8473,-0.2149654,98028.05,47.474415,-122.396194,1897.1235,7350.153,2014.9985,8.467424,19.645607,between 321950.0 and 450000.0
