bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
2.0143316,1.0196952,1097.494,9853.822,1.0037287,0,0.00015723781,3.006631,6.067577,870.99084,213.37236,1918.8057,2.1309216,98119.21,47.64283,-122.421265,2147.7114,11708.802,2014.002,6.022862,28.363928,greater than 645000.0
3.993773,1.7505898,2627.674,8677.464,0.99983245,0,0.18503799,3.0038106,6.9892035,1471.3754,1132.1149,1995.6261,0.60343933,98130.234,47.731495,-122.32843,2446.281,8846.785,2014.0005,11.927034,30.377798,greater than 645000.0
3.000401,2.2310405,4803.9326,10856.535,1.0004337,0,-0.0002139508,2.9945035,10.24444,2512.2026,1936.8568,1957.3159,0.0023055077,98015.54,47.530476,-122.21925,3588.4019,7066.1704,2014.0005,9.155521,3.1625102,greater than 645000.0
4.013971,1.747141,1423.2748,8153.4536,0.9999199,0,-5.9093e-06,4.016858,6.998062,943.115,484.9787,1944.9185,-0.93333954,98155.58,47.72724,-122.36923,1771.2817,1795.4116,2014.0001,4.017867,19.530361,between 321950.0 and 450000.0
4.012287,1.7654339,1682.5583,9090.162,1.0000083,0,0.0034322955,4.00475,8.004796,1696.969,0.6158447,1969.8113,1.1830595,98057.734,47.50988,-122.21629,1726.449,10076.45,2013.9993,8.926403,26.165184,between 321950.0 and 450000.0
1.9931419,0.9989697,1579.1027,2524.0684,0.999947,0,6.450122e-05,2.9910495,7.0116315,859.765,760.35034,1928.1732,2.6690083,98164.41,47.85513,-122.39418,2318.9155,8085.321,2015.0013,3.0211449,9.675839,between 321950.0 and 450000.0
2.0147188,0.9876273,1058.9253,1724.879,0.9990622,0,-1.2579723e-05,2.998724,6.9983945,838.27185,174.87413,1914.4523,-0.03693801,98106.19,47.649933,-122.414215,2640.3108,7851.315,2015.0024,2.0583508,6.556265,between 450000.0 and 645000.0
2.0070484,1.0006785,1390.2476,6851.478,0.999917,0,0.0012993391,3.0015233,6.9956784,964.90656,435.37643,1948.6072,-0.16994481,98008.68,47.27201,-122.1375,1996.4406,11355.975,2015.004,3.8835206,17.915434,between 321950.0 and 450000.0
1.9750276,3.5974088,5428.556,20147.402,2.0041454,0,-0.00013226803,2.9954066,9.115599,4519.505,9.423258,2002.0127,0.33232856,98037.51,47.448425,-122.179054,4035.6116,17650.852,2013.9995,8.073639,25.143124,between 321950.0 and 450000.0
2.0128696,1.0045693,1181.2504,8380.613,1.0012707,0,-0.0011032583,3.0025089,6.99396,1039.7034,110.751564,1964.3308,0.53278446,98056.97,47.42492,-122.120346,1798.8042,8385.182,2014.0015,10.886244,29.215837,between 450000.0 and 645000.0
4.033931,2.7851582,1886.2444,8409.54,1.9965404,0,-5.809433e-05,2.995057,6.9993167,2076.3254,-0.0065030456,1996.409,0.4828412,98056.984,47.687016,-122.13533,2220.844,9581.181,2013.9982,6.134534,5.7433805,between 450000.0 and 645000.0
4.0167065,3.005811,3690.531,7315.9575,2.00124,0,0.0006400293,3.0029328,8.01142,3319.131,430.21313,2024.7278,0.032542795,98058.3,47.546253,-121.95496,2349.397,8609.296,2014.0023,8.042979,18.475706,greater than 645000.0
3.0077157,0.9794683,1180.8115,10203.39,0.996594,0,-0.010293059,2.9995632,8.020504,1132.6832,1.9913435,1955.2743,-0.23289493,98123.625,47.617977,-122.36195,1343.7688,9521.206,2015.0024,3.9730916,4.331696,less than 321950.0
4.001845,1.7618016,1985.9038,10974.547,0.99871653,0,0.00037889666,2.9949508,7.001308,1147.8566,837.5975,1967.6337,0.21840674,98036.83,47.87407,-122.19197,2204.5723,7707.921,2013.9998,5.064338,21.17439,between 450000.0 and 645000.0
4.005412,1.0208921,896.6824,8351.534,1.0005637,0,0.0024894602,1.9452248,7.0027604,845.79694,9.255492,1962.6344,2.9873483,98172.055,47.689003,-122.32847,1187.4609,9568.283,2014.0016,6.8174734,16.765217,between 321950.0 and 450000.0
4.925419,1.7333484,1713.3441,24941.71,1.0010337,0,-0.0007476142,3.996993,8.004662,763.7045,971.5584,1908.7849,-19.617405,98095.38,47.578358,-122.14949,1920.0638,13344.06,2013.9988,12.063254,11.358929,between 321950.0 and 450000.0
3.9929457,1.0016475,783.514,9326.956,1.0008291,0,0.00027788238,3.0038526,6.047602,944.312,-9.077031,1974.429,2.574547,98113.29,47.712387,-122.4175,886.88165,10707.4795,2013.9982,11.9759,18.472595,less than 321950.0
4.005617,3.0082242,1691.4508,8712.761,2.000686,0,0.0010698698,3.0037916,7.001998,1808.9905,-1.0926,1996.8997,2.152022,98108.22,47.678238,-122.41068,1700.5894,8336.773,2014.0018,7.02709,5.3861847,less than 321950.0
2.00496,0.9943798,787.9143,5670.288,1.0027362,0,-9.019449e-05,5.0681143,5.9665227,956.09814,-15.235257,1986.8796,-0.09297863,98005.39,47.54275,-122.100395,955.6868,8962.199,2013.9982,7.222998,17.851624,between 321950.0 and 450000.0
2.0361469,0.96843517,1137.4238,8819.945,0.99920166,0,-0.000108961365,3.0012052,6.9992905,997.244,93.34354,1971.1127,-0.08019015,98010.7,47.696766,-122.039375,1258.8641,10464.083,2013.9994,5.971132,16.481096,between 321950.0 and 450000.0
2.0290468,1.7207726,1252.1522,9127.468,0.99915767,0,2.826628e-05,2.9929879,7.0069137,1050.9166,194.05115,1954.8461,0.55193716,98126.15,47.69901,-122.329865,2098.8196,9396.428,2013.9985,7.085943,3.844236,between 450000.0 and 645000.0
2.0217693,1.990752,1470.5403,1757.5654,1.0007364,0,-0.22459373,2.998167,7.003854,940.5187,512.3341,1931.0662,-0.8307545,98028.68,47.54928,-122.26152,1652.8595,-382.15833,2014.0006,7.996765,27.097319,less than 321950.0
5.1104164,0.6411656,1465.1478,8395.061,1.0000607,0,0.0007453606,2.995186,7.002719,1043.3555,411.47952,1965.439,-0.029779613,98083.055,47.3292,-122.26474,1664.639,8460.011,2013.9983,11.245032,28.772219,between 321950.0 and 450000.0
