bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_day,price
3.0028157,1.0105673,1019.44745,8509.145,0.99933577,-4.353655e-05,-0.0011418255,3.989869,6.0106964,1010.6961,1.4119375,1950.6412,-0.7890498,98002.766,47.32457,-122.23412,1201.3489,6402.3228,2013.999,7.0777893,20.720945,less than 321950.0
2.9946525,1.7540029,2236.2375,8853.168,1.4875475,0.00030189424,-0.0009115258,3.0060143,8.006261,2188.5547,3.1751962,1979.1771,-0.5478686,98014.99,47.30966,-122.29276,1883.1599,9191.3955,2015.0034,9.956555,-0.044639558,less than 321950.0
2.9953692,1.0003685,1804.7626,11540.572,1.0004065,-0.00022542801,-0.0037402296,3.9869785,5.0279264,1286.4783,513.70905,1959.2599,-0.594117,98055.18,47.510746,-122.16047,1227.0446,10065.442,2013.9973,6.0468397,21.425608,less than 321950.0
4.9271865,2.5171044,2397.5818,7880.986,2.0035326,8.735515e-08,-0.002530449,5.005617,7.0021653,2415.252,-3.408208,1980.1946,-0.12218839,98111.37,47.696655,-122.29987,2281.022,8929.83,2013.9974,4.9960074,14.732065,greater than 645000.0
3.9799356,3.393243,4727.889,40807.76,2.0081108,6.423678e-05,0.0003207816,3.997034,12.3472395,5610.669,-3.2050831,1986.264,-1.3474193,98029.65,47.579018,-121.94078,5046.9434,47730.277,2014.0035,5.963385,16.558762,greater than 645000.0
2.9804995,2.5970907,3077.2725,12045.972,1.006372,3.0638388e-05,-0.0044639986,4.0044246,8.012068,1969.4875,1100.0267,1921.4447,-0.47820428,98105.28,47.65768,-122.25804,2563.318,7744.7744,2013.9996,4.995123,20.889633,greater than 645000.0
4.0110707,1.0179492,1610.5813,37841.27,1.4934123,-0.00017967564,-0.00058241707,4.0000553,6.9973583,1584.2219,2.43607,1996.1885,-0.29379308,98043.664,47.458202,-121.7998,1698.2657,83679.86,2013.9995,8.987016,2.735684,between 321950.0 and 450000.0
4.0326705,1.0098771,981.8481,11877.11,1.4891682,-6.6228924e-05,0.0009094265,4.006265,6.9984565,984.491,0.23675394,1960.5098,2.7190309,98059.06,47.48976,-122.16794,1503.3184,11906.765,2014.001,9.952118,20.06782,less than 321950.0
3.9654958,2.5034165,2148.8257,2761.0544,2.0010178,-0.00037986148,0.0047624256,4.007649,6.9903073,2164.6228,-1.573768,2014.5526,0.9281365,98006.86,47.58438,-122.10725,1269.3586,4172.925,2015.005,1.3746608,11.705082,between 321950.0 and 450000.0
3.994813,1.989692,1897.9241,1114.5542,2.0067756,0.0003327753,-0.002008113,2.9981756,7.9986773,1926.0404,-2.8184972,2004.1675,0.15317643,98102.68,47.651157,-122.34607,1943.3998,2683.3818,2013.9973,10.878354,19.917934,greater than 645000.0
4.010337,3.3297706,2950.704,4397.1353,2.003796,-0.00013082911,-0.0011667969,2.997721,9.008887,2951.7646,-1.689537,2008.8448,0.3019384,98033.6,47.63597,-122.1988,2320.0088,3888.522,2014.0022,8.886532,15.85415,greater than 645000.0
3.9913425,0.996382,880.5851,9684.83,1.006516,-0.00019148897,-0.0012540661,2.9996033,5.021489,868.7228,-0.18933979,1952.6627,1.7368957,98052.82,47.51465,-122.18303,1175.3416,8289.174,2015.0004,5.9948163,5.483398,less than 321950.0
4.891031,0.98641664,1524.1437,9634.635,1.5036547,0.00061613426,0.0018805834,3.0019176,5.9979353,1498.5348,3.2127428,1965.3657,-1.7043958,98056.06,47.493435,-122.11599,1622.7904,9702.203,2014.0018,8.978134,6.916334,less than 321950.0
4.005077,2.5083334,2169.9827,3088.1206,2.965673,-0.00026088388,-0.00053549936,3.0045612,8.0044155,2156.6423,0.46079624,1986.7219,-0.23772103,98122.18,47.59726,-122.386345,1521.9473,3290.4866,2014.002,10.027214,12.214269,between 321950.0 and 450000.0
3.0039423,1.7309424,2122.3127,9151.165,1.0053298,6.9183356e-05,-6.789598e-05,3.9949768,7.9865785,1091.3837,1052.747,1958.0328,-0.40295547,98051.37,47.68149,-122.11748,1534.3142,9246.714,2015.0021,5.9508095,12.039637,between 321950.0 and 450000.0
