pop,education,houses,income,xcoord,ycoord,ln_votes_pop
9.827154,8.519842,8.236113,11.394792,-91853905,-37584897,less than -0.6999407366495485
9.062139,7.951951,7.941812,10.729227,-103945623,43454162,between -0.565824729711181 and -0.441693965696886
10.462982,9.384058,9.162319,12.486715,-83915422,39998231,between -0.6999407366495485 and -0.565824729711181
11.699897,10.654119,10.436128,13.615989,-96965492,31014753,greater than -0.441693965696886
8.956212,8.017548,7.883411,10.892741,-96038957,45781926,less than -0.6999407366495485
10.241751,9.250964,9.093347,12.217591,-81236695,34219319,between -0.6999407366495485 and -0.565824729711181
9.436523,8.539566,8.449493,11.413455,-87211613,36851185,between -0.565824729711181 and -0.441693965696886
11.184615,10.235807,9.963141,13.236383,-113400912,32948992,less than -0.6999407366495485
9.692493,8.754194,8.648491,11.698119,-87894648,40661957,between -0.6999407366495485 and -0.565824729711181
10.823169,9.965194,9.782891,12.782191,-93355414,35341264,greater than -0.441693965696886
8.630399,7.794125,7.624159,10.630849,-101821819,43877442,between -0.565824729711181 and -0.441693965696886
11.499981,10.562383,10.394439,13.533259,-118124965,29484644,less than -0.6999407366495485
9.261955,8.278145,8.181565,11.146949,-95017009,32113577,between -0.6999407366495485 and -0.565824729711181
10.917638,9.999139,9.870199,12.905599,-96732153,39619385,less than -0.6999407366495485
8.485961,7.555194,7.463681,10.499814,-88965839,37348546,between -0.565824729711181 and -0.441693965696886
11.753409,10.854669,10.645911,13.797119,-103912662,32913516,greater than -0.441693965696886
9.911191,9.033982,8.933151,11.903909,-97617786,41445933,between -0.6999407366495485 and -0.565824729711181
10.394159,9.380342,9.246565,12.344129,-85144659,38769544,less than -0.6999407366495485
8.737131,7.877956,7.753931,10.681491,-100649606,44651138,between -0.565824729711181 and -0.441693965696886
11.034494,10.128785,9.943911,12.991151,-112385670,30576534,less than -0.6999407366495485
9.571429,8.684349,8.587381,11.569251,-94090741,40165492,between -0.6999407366495485 and -0.565824729711181
10.628416,9.755281,9.590395,12.621699,-94390724,36042935,greater than -0.441693965696886
8.973871,8.062531,7.959227,10.954581,-90634211,36998216,between -0.565824729711181 and -0.441693965696886
11.564349,10.624681,10.469941,13.67899,-118654969,33358111,less than -0.6999407366495485
9.316587,8.361211,8.273281,11.243369,-97416934,42599543,between -0.6999407366495485 and -0.565824729711181
10.849195,9.956273,9.830181,12.814859,-96213673,39516443,less than -0.6999407366495485
8.550922,7.686171,7.580111,10.576201,-101124581,44409147,between -0.565824729711181 and -0.441693965696886
11.936768,10.998535,10.875011,13.944379,-103754323,30665135,greater than -0.441693965696886
9.654982,8.794731,8.707819,11.673569,-87945659,41419874,between -0.6999407366495485 and -0.565824729711181
10.496213,9.562235,9.448791,12.481739,-93395058,35094559,less than -0.6999407366495485
8.816499,7.947985,7.851581,10.743951,-94637282,38214284,between -0.565824729711181 and -0.441693965696886
11.282141,10.335981,10.162565,13.297531,-114723096,32781974,less than -0.6999407366495485
