city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Porto Alegre,63.70275,0.9905469,1.0013227,0.0059800553,9.104345,accept,not furnished,472.7218,less than 2061.75
Rio de Janeiro,88.06649,1.9948076,0.99984086,1.992777,5.7266273,accept,not furnished,487.59888,greater than 6768.0
Porto Alegre,196.46082,3.0066178,2.9931414,1.9959148,4.107773,accept,not furnished,1643.1815,between 3581.5 and 6768.0
Campinas,123.652214,2.0124073,2.0053148,2.0054934,19.034328,accept,not furnished,1530.186,between 3581.5 and 6768.0
Sao Paulo,66.62225,2.9741445,2.9943113,1.0103215,-0.30278856,accept,not furnished,1148.3895,greater than 6768.0
Sao Paulo,179.68939,1.9829324,3.00371,2.0179927,0.09562103,accept,not furnished,10.653252,greater than 6768.0
Rio de Janeiro,115.35113,3.0074975,1.0075325,0.9971691,0.63559604,accept,furnished,472.65497,less than 2061.75
Sao Paulo,199.46935,3.0141108,3.0059545,3.0971768,3.9896424,accept,not furnished,4228.586,greater than 6768.0
Rio de Janeiro,54.466766,1.0004532,2.0083077,-0.0068083517,8.605853,accept,not furnished,410.1987,less than 2061.75
Porto Alegre,85.963036,2.0067515,2.0028212,1.0097991,6.919837,accept,not furnished,817.8184,less than 2061.75
Rio de Janeiro,49.441048,1.0060905,1.9971573,0.9979943,10.557259,accept,furnished,120.77621,less than 2061.75
Rio de Janeiro,146.68861,1.9961828,1.9880103,1.9988648,0.28130078,accept,not furnished,1456.7191,greater than 6768.0
Rio de Janeiro,42.69126,1.0042307,2.0069811,1.0139015,16.29737,accept,furnished,409.0113,between 3581.5 and 6768.0
Sao Paulo,75.042244,1.0132326,0.99673665,1.0106302,13.016635,accept,not furnished,927.2163,between 3581.5 and 6768.0
Porto Alegre,160.08224,2.9953132,0.97385633,0.9943957,2.373795,accept,furnished,1455.2552,greater than 6768.0
Sao Paulo,112.53418,2.9992645,1.9794343,2.009403,7.96351,accept,not furnished,839.3267,between 3581.5 and 6768.0
Porto Alegre,86.35128,2.001104,0.99376017,1.0263679,7.457261,accept,not furnished,-25.821756,greater than 6768.0
Belo Horizonte,24.381962,1.0031279,1.0109333,-0.005728975,12.086607,accept,not furnished,450.02783,less than 2061.75
Porto Alegre,102.94722,3.0012476,2.02269,2.0209918,2.225144,accept,not furnished,1220.7615,greater than 6768.0
Sao Paulo,80.688194,3.0072436,1.0062518,0.99913985,5.706391,accept,not furnished,73.425255,between 3581.5 and 6768.0
Sao Paulo,84.88923,2.997619,3.0034096,1.0030345,1.3249936,accept,furnished,982.91986,between 2061.75 and 3581.5
Rio de Janeiro,67.48693,1.9832429,2.0027404,2.0211747,10.026153,accept,not furnished,527.2882,less than 2061.75
Porto Alegre,92.68752,2.000074,3.0321887,2.0041628,9.360757,accept,not furnished,541.7375,between 3581.5 and 6768.0
Sao Paulo,117.08426,2.998678,0.98545426,1.9963712,6.6553693,accept,not furnished,616.7851,greater than 6768.0
Sao Paulo,131.22673,3.0189748,3.0078986,1.0077251,4.5670557,accept,furnished,589.4333,between 3581.5 and 6768.0
Rio de Janeiro,297.1109,3.99036,2.9877348,3.0988376,11.527458,accept,not furnished,2608.5837,greater than 6768.0
Rio de Janeiro,113.376335,2.997358,2.0045648,3.128234,2.5536916,accept,not furnished,243.75998,greater than 6768.0
Sao Paulo,-48.300655,0.9998459,0.9848838,-0.031562377,2.4898806,accept,not furnished,202.12146,between 3581.5 and 6768.0
Porto Alegre,81.38521,2.001603,2.0007234,0.9979326,4.9498434,accept,not furnished,981.8542,between 2061.75 and 3581.5
Campinas,60.000504,3.0248008,2.0079634,1.011283,12.659564,not accept,not furnished,103.26972,between 3581.5 and 6768.0
Rio de Janeiro,219.97194,3.9842026,3.012798,2.9780235,0.12357479,accept,furnished,19.784107,greater than 6768.0
Rio de Janeiro,93.344986,2.9876254,1.9987456,1.0109615,1.2045788,accept,not furnished,397.1373,greater than 6768.0
