city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,72.04788,1.0079849,0.99860215,1.0019342,11.624113,accept,furnished,328.77713,between 2061.75 and 3581.5
Belo Horizonte,174.00046,0.9938464,2.0062108,1.9967479,-3.1285162,not accept,furnished,708.34735,between 3581.5 and 6768.0
Sao Paulo,91.65429,2.013361,1.0151858,2.0096939,3.0022979,not accept,not furnished,823.69104,between 2061.75 and 3581.5
Sao Paulo,95.3805,2.0235832,2.0157976,0.006316467,5.76238,accept,not furnished,2050.0818,greater than 6768.0
Sao Paulo,50.4486,0.9968738,0.9960741,0.0043169595,0.3858087,accept,not furnished,448.74097,between 2061.75 and 3581.5
Sao Paulo,36.843655,0.99972403,0.999398,0.0028410135,8.577169,accept,not furnished,228.86325,less than 2061.75
Rio de Janeiro,48.98727,0.997159,1.0024178,0.0053893984,-3.6482992,accept,furnished,377.3949,less than 2061.75
Rio de Janeiro,244.50847,2.9863038,3.9574246,3.9763157,8.891565,accept,not furnished,4403.267,greater than 6768.0
Rio de Janeiro,28.562454,0.99788356,0.9989006,0.004060006,7.4334965,not accept,not furnished,-7.1943817,between 2061.75 and 3581.5
Belo Horizonte,60.257732,0.99074787,1.9956226,0.99684703,4.5628414,not accept,not furnished,206.47531,between 2061.75 and 3581.5
Sao Paulo,57.516197,1.9893646,1.0065565,0.0007413365,7.1086736,accept,not furnished,257.66232,between 2061.75 and 3581.5
Sao Paulo,43.194374,0.9963428,0.9994792,0.0026163426,0.62252414,accept,not furnished,685.4295,between 2061.75 and 3581.5
Rio de Janeiro,121.46103,3.010693,2.004892,3.9912825,15.671393,accept,not furnished,1230.6393,greater than 6768.0
Sao Paulo,44.36621,1.009058,1.0025771,-0.011966635,3.043856,accept,not furnished,295.35126,less than 2061.75
Rio de Janeiro,38.763054,1.0031787,1.00403,0.003070855,1.0496399,accept,not furnished,-4.753815,between 2061.75 and 3581.5
Sao Paulo,126.699135,2.9992101,2.0007005,1.9882706,5.490233,accept,not furnished,1237.8718,between 3581.5 and 6768.0
Sao Paulo,158.92267,3.002108,4.018625,2.0123188,5.2125955,not accept,not furnished,1379.8118,greater than 6768.0
Rio de Janeiro,86.178986,1.9904691,2.0036736,0.99917126,5.9494905,accept,not furnished,547.0665,between 2061.75 and 3581.5
Rio de Janeiro,109.89354,2.9978683,1.0075718,-0.0061671613,-0.11543882,not accept,furnished,-1.410738,between 3581.5 and 6768.0
Sao Paulo,34.84771,0.99682033,1.0004187,0.0018666366,4.336467,accept,not furnished,4.775817,between 2061.75 and 3581.5
Rio de Janeiro,14.409719,0.99738586,1.0012499,0.0088349935,2.6615589,accept,furnished,1579.211,greater than 6768.0
Sao Paulo,218.49759,3.007723,2.0066955,2.00392,7.7228923,accept,not furnished,3465.2563,greater than 6768.0
Sao Paulo,322.49417,4.008514,3.9920437,2.9765828,8.004474,not accept,not furnished,2082.488,greater than 6768.0
Sao Paulo,55.92816,2.001041,1.0024804,-0.0038966676,6.136818,accept,not furnished,-9.850868,less than 2061.75
Sao Paulo,66.265434,1.0038083,1.0014534,0.008100179,4.067288,accept,not furnished,553.1772,between 2061.75 and 3581.5
Sao Paulo,125.61852,4.033236,2.007329,0.9930787,10.774165,accept,furnished,1138.4071,greater than 6768.0
Sao Paulo,232.4187,1.9797989,4.780013,2.9634671,9.71935,not accept,not furnished,1642.8685,greater than 6768.0
Rio de Janeiro,464.61734,4.009118,5.9842315,2.9952328,1.214627,accept,not furnished,-4533.112,between 2061.75 and 3581.5
Rio de Janeiro,150.0531,3.0105956,2.0045805,-0.016040564,3.932177,accept,not furnished,707.0739,between 2061.75 and 3581.5
Campinas,385.76898,5.070695,3.9719992,4.3554864,10.493111,accept,not furnished,1382.1057,greater than 6768.0
Sao Paulo,91.94897,1.9992085,2.0058942,1.9887699,-0.18672572,accept,not furnished,15.758541,between 2061.75 and 3581.5
Sao Paulo,33.26531,1.9916766,0.98791254,0.004181802,0.11203843,accept,not furnished,-14.0317135,less than 2061.75
Sao Paulo,121.03153,3.0107682,1.9951404,2.0101779,3.4264295,accept,furnished,897.00604,greater than 6768.0
