city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,43.616096,1.9946072,1.0005491,0.99756056,0.058582947,accept,furnished,200.23628,less than 2061.75
Sao Paulo,101.36106,3.015198,2.0078003,0.99433535,0.023854645,not accept,not furnished,-2.7403288,between 2061.75 and 3581.5
Sao Paulo,100.44681,0.94236153,0.99824685,0.9832003,10.61841,accept,not furnished,837.41785,between 3581.5 and 6768.0
Porto Alegre,119.84771,2.0437963,3.009564,1.9995701,11.436415,not accept,furnished,1243.7407,between 3581.5 and 6768.0
Sao Paulo,789.2482,4.952288,4.9440694,5.0638585,11.035858,accept,not furnished,4377.154,greater than 6768.0
Belo Horizonte,85.57882,1.9940804,1.0050154,0.98704225,0.738622,accept,not furnished,406.16122,less than 2061.75
Sao Paulo,62.676365,1.9954642,2.0022724,1.0084162,-0.034499258,not accept,furnished,-15.190229,less than 2061.75
Sao Paulo,125.07781,1.982082,2.980488,3.0059092,12.727509,not accept,not furnished,2321.046,greater than 6768.0
Sao Paulo,140.85583,0.9976536,2.0108871,1.0295591,-0.02642728,accept,not furnished,-71.88547,between 2061.75 and 3581.5
Rio de Janeiro,110.20901,3.0095282,2.0051663,2.000155,0.9418545,accept,not furnished,662.06195,between 2061.75 and 3581.5
Sao Paulo,45.991383,2.0030892,1.0035194,0.99481183,0.1224582,not accept,not furnished,431.90433,between 2061.75 and 3581.5
Sao Paulo,56.738842,2.0018723,0.99865216,1.0043852,-0.0435221,accept,not furnished,-15.847121,less than 2061.75
Sao Paulo,362.686,5.2945323,5.0034018,3.969227,7.0709543,accept,not furnished,2141.002,between 3581.5 and 6768.0
Sao Paulo,30.914244,2.0095887,1.0033735,-0.0038496861,4.9288173,accept,not furnished,386.70087,between 2061.75 and 3581.5
Sao Paulo,172.79333,2.991772,4.0085425,6.681179,0.056458812,accept,not furnished,-15.973647,between 3581.5 and 6768.0
Sao Paulo,179.42793,4.0100555,3.0154126,-0.013437529,9.132208,accept,not furnished,1788.8275,between 3581.5 and 6768.0
Campinas,72.566574,3.0129242,1.9912622,0.9936526,0.09495853,accept,not furnished,213.4625,between 2061.75 and 3581.5
Porto Alegre,314.66382,4.0986056,4.0073204,-0.0024348786,6.1385627,accept,not furnished,21.081184,between 3581.5 and 6768.0
Sao Paulo,173.02733,3.0121481,2.994569,2.014563,5.0151362,accept,not furnished,1157.132,between 3581.5 and 6768.0
Sao Paulo,189.5819,3.0026493,2.9904363,2.9953654,0.2696097,accept,furnished,714.21045,greater than 6768.0
Porto Alegre,163.58711,3.0067477,3.010905,1.0328554,7.5687327,accept,not furnished,1048.0449,between 3581.5 and 6768.0
Sao Paulo,41.32106,1.977702,0.9951074,0.99538094,4.84843,not accept,furnished,679.94806,between 2061.75 and 3581.5
Sao Paulo,264.60104,3.989919,3.0275948,-0.020458333,5.90033,accept,not furnished,1054.2263,greater than 6768.0
Sao Paulo,77.974045,1.0170938,0.9927932,1.0059292,14.720176,accept,not furnished,1461.3649,between 3581.5 and 6768.0
Rio de Janeiro,80.304565,2.0068686,1.9924028,1.0067667,3.0100596,accept,not furnished,1571.0408,between 2061.75 and 3581.5
Sao Paulo,208.9554,3.0035965,4.8967543,5.006083,1.8232282,accept,not furnished,3417.656,between 3581.5 and 6768.0
Rio de Janeiro,65.36761,1.9956845,1.9994643,0.9993968,4.644276,accept,furnished,844.3877,between 2061.75 and 3581.5
Sao Paulo,77.96718,1.9986734,1.0030175,1.0033611,0.015467284,accept,not furnished,186.10759,between 2061.75 and 3581.5
Belo Horizonte,58.92314,1.991955,0.9997588,0.9995391,-0.0035007056,accept,not furnished,-13.898175,less than 2061.75
Sao Paulo,119.40524,2.0170436,1.9951392,0.98257583,7.2860456,accept,furnished,883.3177,between 3581.5 and 6768.0
Sao Paulo,37.673916,0.99232364,0.99038017,1.0044236,3.8751247,not accept,not furnished,463.4464,between 2061.75 and 3581.5
Sao Paulo,163.5126,3.0065792,3.012668,2.0070875,13.45475,accept,furnished,1236.6718,greater than 6768.0
Sao Paulo,401.22067,4.0372643,3.9855862,2.0108876,13.150523,accept,not furnished,1375.9465,greater than 6768.0
Belo Horizonte,105.59986,1.9953575,1.9929664,1.0114628,0.2379488,accept,furnished,252.04227,between 2061.75 and 3581.5
Sao Paulo,158.33386,3.0083737,2.9926796,-0.019391976,2.917408,accept,not furnished,-5.4781227,between 2061.75 and 3581.5
Sao Paulo,79.37897,3.0042312,2.9974525,1.0112187,-0.033287868,accept,not furnished,-4.6872864,between 2061.75 and 3581.5
Sao Paulo,112.295135,3.0065749,3.9969077,1.9807736,16.622412,not accept,not furnished,1620.0785,between 3581.5 and 6768.0
Sao Paulo,608.393,5.0161033,4.0919385,6.5071692,6.553403,accept,not furnished,3279.212,between 3581.5 and 6768.0
Rio de Janeiro,69.79046,2.9982483,2.0048397,1.0006033,0.94736964,accept,not furnished,820.64044,between 3581.5 and 6768.0
Rio de Janeiro,105.92311,4.017954,1.9980061,1.002056,-0.02332535,accept,not furnished,-12.202892,between 2061.75 and 3581.5
Sao Paulo,57.454796,2.0001752,0.99614096,0.9939186,6.0233474,not accept,not furnished,1067.2299,between 2061.75 and 3581.5
Campinas,75.721985,2.007584,1.0025401,1.0041146,6.809658,accept,not furnished,449.62048,between 2061.75 and 3581.5
Sao Paulo,23.266394,0.9933185,1.0177319,1.0144105,4.7945223,accept,not furnished,559.57117,less than 2061.75
