city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,73.92038,2.0023458,0.98380184,0.9729672,1.9047176,accept,not furnished,839.24854,between 2061.75 and 3581.5
Sao Paulo,128.05002,1.9841816,3.0090823,2.9989989,1.5360096,accept,not furnished,997.14435,between 3581.5 and 6768.0
Porto Alegre,166.2568,1.9584856,3.0272088,0.98547375,15.658846,accept,not furnished,1639.9589,greater than 6768.0
Sao Paulo,57.041466,0.99557304,1.0038663,0.99272233,0.96484625,accept,not furnished,458.42416,less than 2061.75
Sao Paulo,65.35711,2.0017896,0.99951106,1.0004516,9.274265,accept,furnished,726.53894,between 3581.5 and 6768.0
Belo Horizonte,54.9031,1.0047159,1.003899,1.0091126,4.787529,not accept,not furnished,1013.69385,less than 2061.75
Porto Alegre,43.191814,1.0004748,0.9981621,1.0131772,7.673478,accept,furnished,1481.8966,between 3581.5 and 6768.0
Sao Paulo,116.712105,2.9972658,2.9972126,3.007443,0.025954831,accept,not furnished,1124.9286,between 3581.5 and 6768.0
Sao Paulo,62.71011,2.9761605,1.001195,0.9986628,0.0018565757,accept,not furnished,-2.5066197,less than 2061.75
Sao Paulo,248.4693,3.0013833,6.0035114,7.356427,0.088612035,accept,not furnished,1074.2701,greater than 6768.0
Sao Paulo,289.03577,5.642164,5.9342737,1.9877311,0.051757,accept,not furnished,1483.4236,between 3581.5 and 6768.0
Sao Paulo,236.42267,3.016258,3.0084198,3.0115058,-0.063479446,accept,not furnished,-2.3124669,between 3581.5 and 6768.0
Sao Paulo,53.1605,0.998336,0.99952316,1.0073048,-0.004767539,accept,furnished,221.5168,less than 2061.75
Sao Paulo,17.6409,0.99743426,1.0003558,-0.0074035106,0.017522167,accept,not furnished,-4.23914,less than 2061.75
Sao Paulo,51.32335,1.9995588,1.9968536,1.0015543,19.893362,accept,furnished,530.2488,between 3581.5 and 6768.0
Sao Paulo,181.88287,4.059421,3.9606779,2.9939044,5.9873123,accept,not furnished,2355.921,between 3581.5 and 6768.0
Sao Paulo,61.592594,2.0098627,0.99953526,0.99175453,-0.018160963,accept,furnished,2.9303474,between 2061.75 and 3581.5
Rio de Janeiro,57.819397,2.0084054,1.9996638,0.97856975,4.942532,accept,not furnished,685.5764,between 3581.5 and 6768.0
Sao Paulo,152.36365,3.016773,3.0202382,2.015717,2.21394,accept,not furnished,920.7426,between 3581.5 and 6768.0
Porto Alegre,371.12595,3.9670804,4.000314,3.0178025,12.641969,accept,not furnished,1207.9174,between 3581.5 and 6768.0
Sao Paulo,89.532906,1.9930496,2.0017662,2.0274165,0.8180361,accept,not furnished,971.8793,between 2061.75 and 3581.5
Sao Paulo,199.6071,2.0004582,3.0054443,2.9987357,9.472014,accept,not furnished,2807.608,between 3581.5 and 6768.0
Campinas,77.75814,2.0008566,2.0046382,-0.010562642,0.9530866,accept,not furnished,12.620995,between 3581.5 and 6768.0
Sao Paulo,623.29346,5.053364,6.008269,2.9790287,0.0953786,accept,not furnished,1959.577,between 3581.5 and 6768.0
Porto Alegre,57.07764,2.0228775,1.9922866,1.0130169,-0.018097796,accept,not furnished,-1.2957371,less than 2061.75
Sao Paulo,36.352703,1.0003645,0.992139,0.9990665,4.0279684,accept,furnished,557.9449,between 2061.75 and 3581.5
Sao Paulo,63.150578,1.9918915,1.9848949,1.0233732,7.3759212,accept,not furnished,1020.5778,between 3581.5 and 6768.0
