city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,16.77911,1.0014014,0.99986786,1.0023493,1.9935336,accept,furnished,19.705349,between 2061.75 and 3581.5
Sao Paulo,150.122,3.0034232,3.0111468,2.0255382,3.1288366,accept,not furnished,2023.9592,greater than 6768.0
Sao Paulo,51.40043,0.99754596,0.99871016,-0.0037111584,1.998793,accept,not furnished,236.30505,between 2061.75 and 3581.5
Sao Paulo,25.938559,0.996952,0.9954314,-0.0003321194,9.093441,accept,not furnished,-12.002438,greater than 6768.0
Sao Paulo,58.02004,0.98455906,1.000691,-0.0034270464,6.425177,not accept,not furnished,144.76372,between 2061.75 and 3581.5
Sao Paulo,34.243084,0.99613464,0.99876726,-0.0030375128,10.435372,accept,not furnished,1304.4773,between 3581.5 and 6768.0
Sao Paulo,133.60141,1.9828675,2.002497,0.9729173,7.843742,accept,furnished,938.54767,between 3581.5 and 6768.0
Rio de Janeiro,231.91122,4.0287933,4.8809385,-0.9448103,-0.026965247,accept,not furnished,-1.4426095,between 3581.5 and 6768.0
Sao Paulo,66.4685,1.9968667,1.003233,1.0091853,0.83828276,accept,not furnished,722.7976,between 3581.5 and 6768.0
Sao Paulo,128.2179,3.0072982,1.9959166,0.99724144,0.0082014585,not accept,not furnished,-4.703833,between 2061.75 and 3581.5
Sao Paulo,122.90477,1.9984608,2.9963787,-0.0027313945,16.377472,accept,furnished,1209.6963,between 3581.5 and 6768.0
Sao Paulo,127.27795,3.004349,3.0185642,1.005873,3.0860083,accept,not furnished,1178.7937,greater than 6768.0
Campinas,229.8132,4.01696,3.0292957,4.011508,0.02132912,accept,not furnished,1629.3995,between 3581.5 and 6768.0
Sao Paulo,45.719166,0.99787307,1.0015898,0.0023450467,4.0765686,accept,not furnished,217.6649,between 2061.75 and 3581.5
Porto Alegre,254.02972,2.988509,2.0141442,3.0044618,5.0456347,accept,not furnished,2357.5183,greater than 6768.0
Rio de Janeiro,82.64885,2.0199091,2.0042381,1.0012231,2.0204053,accept,furnished,1379.2416,between 3581.5 and 6768.0
Rio de Janeiro,334.6317,3.9979098,3.9702337,2.0192187,1.0285171,accept,furnished,3444.2112,greater than 6768.0
Sao Paulo,144.43916,3.0107563,3.0038612,0.010574794,1.9205223,accept,not furnished,3433.4956,greater than 6768.0
Sao Paulo,168.00516,4.012488,4.9641204,-0.04958223,3.5426598,accept,not furnished,952.96967,between 3581.5 and 6768.0
Sao Paulo,161.56406,3.007861,2.9860697,1.0019735,5.923333,accept,not furnished,1306.5283,between 3581.5 and 6768.0
Sao Paulo,40.64825,0.989888,0.9983209,-0.0137486225,5.00452,accept,not furnished,1076.4672,between 2061.75 and 3581.5
Campinas,28.719011,0.9911552,0.99788034,1.0065584,12.211115,accept,not furnished,582.4076,between 2061.75 and 3581.5
Sao Paulo,36.274242,1.0019413,1.0016153,0.005079299,8.943829,accept,furnished,516.75616,less than 2061.75
Rio de Janeiro,92.03792,2.0253487,2.0077794,0.99662244,1.9070157,accept,furnished,729.19965,between 2061.75 and 3581.5
Sao Paulo,89.32249,2.9977612,2.9900548,-0.011708433,14.083437,not accept,not furnished,467.48492,less than 2061.75
Sao Paulo,323.715,3.9800432,3.9999096,3.0079021,11.510491,accept,furnished,3670.9631,greater than 6768.0
Sao Paulo,97.06261,1.9864093,2.0098653,1.0085707,13.430397,accept,furnished,836.4483,between 3581.5 and 6768.0
Sao Paulo,86.24391,1.9860555,0.996132,0.0038081624,10.327037,accept,furnished,828.34296,between 3581.5 and 6768.0
Porto Alegre,51.148323,0.98607105,0.9941089,-0.0007460301,1.9591343,accept,not furnished,451.16226,less than 2061.75
