city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,112.045364,2.0081906,1.9857591,0.50695837,7.957512,accept,furnished,1442.1094,between 3581.5 and 6768.0
Sao Paulo,109.2401,2.9897468,1.997294,5.0891757,4.042574,accept,not furnished,2297.647,between 3581.5 and 6768.0
Sao Paulo,146.36737,2.0147429,3.0369058,2.0235493,25.521908,not accept,not furnished,2680.9338,greater than 6768.0
Sao Paulo,182.8783,2.9974797,4.031219,2.9870574,10.348327,not accept,not furnished,3061.0144,greater than 6768.0
Campinas,177.01172,3.999898,3.9917502,2.9886367,1.3276799,accept,not furnished,857.405,between 3581.5 and 6768.0
Belo Horizonte,144.89493,3.0072896,2.0028143,3.0514421,0.09476767,accept,not furnished,1295.6758,between 3581.5 and 6768.0
Rio de Janeiro,81.613914,3.0129583,1.9723961,1.9957848,0.06314174,accept,not furnished,11.991567,less than 2061.75
Sao Paulo,75.0948,2.0180664,1.0005238,0.021143444,0.968911,accept,furnished,-10.396163,less than 2061.75
Sao Paulo,2.1528823,1.0004802,1.0032951,0.025604697,2.4690409,not accept,not furnished,8.393018,less than 2061.75
Campinas,10.635945,0.9999316,0.998762,-0.008329709,2.050264,accept,furnished,42.112133,less than 2061.75
Sao Paulo,106.01294,2.993244,1.9883626,2.008797,4.6370554,accept,not furnished,1286.3812,between 3581.5 and 6768.0
Belo Horizonte,108.22407,2.0170846,1.0015659,0.9892375,1.4854796,accept,not furnished,1183.3986,between 2061.75 and 3581.5
Sao Paulo,120.237915,3.0128465,1.9855436,2.0117054,3.7878473,accept,not furnished,932.25073,between 3581.5 and 6768.0
Sao Paulo,423.25488,3.020446,6.002529,3.039407,0.8906878,accept,not furnished,2245.6545,greater than 6768.0
Sao Paulo,264.18158,4.0169187,6.0936394,3.0075293,21.845078,not accept,not furnished,2927.2578,greater than 6768.0
Sao Paulo,84.360085,1.9918158,2.0071945,1.0175391,3.340289,accept,not furnished,1748.5276,between 3581.5 and 6768.0
Sao Paulo,-16.662792,1.0049506,13.870011,7.111396,16.551485,accept,not furnished,672.62866,less than 2061.75
Sao Paulo,86.117455,1.9844725,2.025245,1.0093536,2.3698454,accept,not furnished,1721.0769,between 3581.5 and 6768.0
Sao Paulo,90.5561,2.9885345,1.0013827,1.9888461,9.748768,not accept,not furnished,963.14307,between 3581.5 and 6768.0
Sao Paulo,196.31227,2.9962606,3.0166383,1.9872979,0.020856714,accept,not furnished,-4.136431,between 3581.5 and 6768.0
Sao Paulo,169.14243,3.0084116,2.0244405,1.9987085,-0.1405624,accept,not furnished,-15.523494,between 2061.75 and 3581.5
Belo Horizonte,-2.0490592,0.9895487,1.0077975,-0.004378611,0.1167504,not accept,not furnished,266.8471,between 2061.75 and 3581.5
Sao Paulo,336.08673,2.9963152,3.0093572,5.0655875,0.013175905,not accept,not furnished,-5.1910152,between 3581.5 and 6768.0
Sao Paulo,106.81317,2.0203934,1.9823333,2.0203722,7.85459,accept,furnished,1080.4993,greater than 6768.0
Sao Paulo,125.14654,3.994636,1.979714,1.9876344,2.2130113,accept,not furnished,2647.4138,between 3581.5 and 6768.0
Porto Alegre,127.21358,3.0069876,3.01208,2.014292,23.469877,accept,not furnished,812.1454,greater than 6768.0
Sao Paulo,215.35779,4.0121765,6.0103,3.0295498,1.5805366,accept,furnished,2184.9136,between 3581.5 and 6768.0
Sao Paulo,128.8253,2.9996164,2.9884696,1.0204743,1.209156,accept,furnished,1415.9065,between 3581.5 and 6768.0
Sao Paulo,84.571495,1.9967207,2.000602,1.0148067,0.5615316,accept,not furnished,2149.8965,greater than 6768.0
Sao Paulo,104.507706,1.9948831,1.998851,2.0024755,2.6198194,accept,furnished,1357.6313,between 3581.5 and 6768.0
Sao Paulo,128.87445,3.0067945,3.0006135,1.9981022,0.0033894982,accept,not furnished,-0.5855397,between 3581.5 and 6768.0
Sao Paulo,61.264038,2.013564,1.0024908,1.9966987,0.023297526,accept,not furnished,-12.464964,less than 2061.75
