city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Belo Horizonte,202.46791,2.994227,4.0293145,3.0176823,8.81509,accept,furnished,2290.1738,between 3581.5 and 6768.0
Rio de Janeiro,158.44687,2.9952977,3.0189111,2.0224814,2.4105105,accept,not furnished,1203.7593,between 3581.5 and 6768.0
Sao Paulo,301.19397,4.0051413,6.003117,0.98929036,2.8414817,accept,not furnished,2991.3464,greater than 6768.0
Belo Horizonte,19.118414,0.9917889,1.00141,1.0068829,5.387214,not accept,not furnished,1059.2761,less than 2061.75
Rio de Janeiro,466.16666,3.9748037,5.917993,2.9823878,24.852438,accept,furnished,985.7307,greater than 6768.0
Rio de Janeiro,-57.987217,1.0001314,0.98225105,-0.0010328421,1.0036937,not accept,not furnished,75.564064,less than 2061.75
Porto Alegre,85.012886,1.0008156,0.9934446,1.0013182,9.7136345,accept,not furnished,3093.9624,between 3581.5 and 6768.0
Rio de Janeiro,186.79823,3.0100944,3.0001535,3.0138311,14.144324,accept,not furnished,2912.473,between 3581.5 and 6768.0
Sao Paulo,17.127728,1.0074445,0.99529403,-0.00091867533,30.302418,accept,not furnished,81.04546,less than 2061.75
Campinas,468.9878,4.010938,5.9718337,3.0282762,3.5054948,accept,furnished,164.77983,between 3581.5 and 6768.0
Rio de Janeiro,60.12483,0.99838924,0.9875286,0.9953788,20.082083,not accept,not furnished,1685.1714,between 3581.5 and 6768.0
Sao Paulo,135.54747,3.9990113,6.067874,2.0478137,23.652147,accept,not furnished,2207.801,greater than 6768.0
Porto Alegre,77.29847,0.99304783,0.9934739,-0.002779053,11.641346,accept,furnished,25.464304,less than 2061.75
Sao Paulo,-10.082315,0.99484426,1.0054684,-0.008149935,0.4939911,accept,not furnished,129.70665,less than 2061.75
Sao Paulo,94.57975,3.008042,3.0043027,0.97093993,9.924536,not accept,not furnished,1448.3633,between 3581.5 and 6768.0
Sao Paulo,74.10981,1.0106549,1.0018941,0.99804324,0.07169325,not accept,furnished,109.97191,greater than 6768.0
