city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Rio de Janeiro,113.388084,3.0130205,1.9902406,2.018809,14.743607,accept,not furnished,1673.0804,greater than 6768.0
Rio de Janeiro,36.83961,0.99925536,2.0126705,0.9987584,3.6064932,accept,not furnished,609.0403,less than 2061.75
Rio de Janeiro,213.6352,2.9947243,3.0146224,2.02601,0.28650135,accept,not furnished,3509.699,greater than 6768.0
Rio de Janeiro,141.63342,1.0475569,3.0036645,2.003824,5.939193,not accept,furnished,1592.1427,greater than 6768.0
Sao Paulo,230.08922,3.0009122,1.0139812,-0.026589368,0.8030906,accept,furnished,1433.868,between 3581.5 and 6768.0
Sao Paulo,82.3044,2.9931855,2.0065713,1.01054,0.8615014,accept,not furnished,530.8317,between 3581.5 and 6768.0
Sao Paulo,42.22588,1.9963832,0.9839547,1.0032618,7.0216274,accept,not furnished,542.33105,between 2061.75 and 3581.5
Rio de Janeiro,43.650764,1.0028454,0.9938421,1.0014826,3.8538232,accept,furnished,477.05463,between 3581.5 and 6768.0
Sao Paulo,83.9634,2.9814315,1.0024353,2.0209491,0.9583072,accept,not furnished,1121.0829,between 3581.5 and 6768.0
Rio de Janeiro,69.29227,1.9989748,1.9930137,0.9898162,7.3874617,accept,not furnished,1109.5643,between 3581.5 and 6768.0
Sao Paulo,97.41177,2.016241,2.008126,1.0016611,3.426775,accept,not furnished,792.95166,between 3581.5 and 6768.0
Sao Paulo,82.88233,1.9776224,2.0024052,1.9902799,7.1339283,accept,not furnished,1569.4066,between 3581.5 and 6768.0
Sao Paulo,195.97154,3.0206254,5.050925,3.0044835,17.257689,accept,furnished,2354.985,between 3581.5 and 6768.0
Sao Paulo,84.0881,1.9991096,0.9989962,1.0052087,0.897194,accept,not furnished,453.5746,between 2061.75 and 3581.5
Sao Paulo,26.376995,0.99980426,0.9983366,1.005281,3.6955063,not accept,furnished,380.2046,between 2061.75 and 3581.5
Rio de Janeiro,123.376755,2.9931757,1.0132694,0.0124676,5.0211053,accept,not furnished,189.53854,between 2061.75 and 3581.5
Sao Paulo,210.21272,2.0808759,3.9996166,1.9922987,19.52173,accept,not furnished,1829.0946,greater than 6768.0
Sao Paulo,44.027992,1.9920651,0.9992419,1.0034554,4.91736,accept,not furnished,9.898539,less than 2061.75
Sao Paulo,101.981865,3.0175226,3.0052054,0.0060863444,0.26509345,accept,not furnished,367.05237,between 2061.75 and 3581.5
Sao Paulo,288.7071,3.0059638,4.0341682,2.971542,-0.592609,not accept,not furnished,113.52035,between 2061.75 and 3581.5
Sao Paulo,114.81112,4.002603,2.0010316,2.0093167,5.8069086,accept,furnished,1592.195,between 3581.5 and 6768.0
Sao Paulo,73.92744,0.9993286,0.9985068,2.004836,2.0616097,accept,not furnished,453.81958,between 2061.75 and 3581.5
Sao Paulo,104.54821,2.9795616,0.99710035,1.0139626,2.8750737,accept,furnished,1205.6624,between 3581.5 and 6768.0
Sao Paulo,70.67992,1.9941826,1.0002195,1.0098779,4.019562,accept,furnished,372.44278,between 3581.5 and 6768.0
Rio de Janeiro,30.00296,0.99983776,0.9939567,-0.0006961217,2.1355398,accept,furnished,190.2528,less than 2061.75
Sao Paulo,141.57974,0.9799622,2.9594085,0.9837521,7.132551,accept,furnished,1137.6565,greater than 6768.0
Rio de Janeiro,71.12351,2.9963374,1.9960015,1.0102438,3.931796,accept,not furnished,6.142788,less than 2061.75
Rio de Janeiro,147.11517,2.9988105,2.9907708,0.0044230474,5.872886,not accept,not furnished,1895.7045,greater than 6768.0
Rio de Janeiro,19.947193,0.9863415,0.9950438,-0.008777309,1.0569826,accept,not furnished,-70.19276,less than 2061.75
Rio de Janeiro,38.29892,1.0005776,0.9953849,1.014391,16.76936,accept,not furnished,657.81976,less than 2061.75
Sao Paulo,133.66678,2.9814804,0.99460346,-0.008097608,3.7807343,accept,not furnished,977.8876,between 3581.5 and 6768.0
Sao Paulo,188.72704,3.997189,3.997611,1.9878267,6.4590282,accept,not furnished,1696.8705,greater than 6768.0
Sao Paulo,63.616745,0.9972402,1.0027423,1.0053453,8.825013,accept,not furnished,910.82355,between 3581.5 and 6768.0
