city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,124.7171,1.9894208,3.0034022,1.0142821,1.0544232,accept,not furnished,288.90445,greater than 6768.0
Porto Alegre,163.94254,2.9949007,3.0027022,2.0129504,18.272995,accept,not furnished,1435.1953,between 2061.75 and 3581.5
Porto Alegre,565.60706,3.998235,2.9950538,4.0249605,1.0186921,accept,furnished,488.08777,greater than 6768.0
Sao Paulo,86.01601,3.009209,3.002955,1.029565,7.048651,accept,furnished,850.30365,greater than 6768.0
Porto Alegre,25.170212,0.998586,1.9945223,-0.01269303,9.663478,accept,not furnished,150.39516,between 2061.75 and 3581.5
Porto Alegre,229.59117,4.032746,2.9948277,1.9987922,4.453228,accept,furnished,1629.7649,greater than 6768.0
Campinas,15.712139,0.99011075,2.0040286,0.99640876,14.337388,accept,not furnished,728.66016,between 2061.75 and 3581.5
Campinas,203.9316,1.9855442,2.999065,-0.03447777,7.6809964,accept,not furnished,2115.6582,greater than 6768.0
Rio de Janeiro,122.27874,3.00028,3.0013614,2.0176082,2.5316393,accept,not furnished,2280.135,greater than 6768.0
Sao Paulo,214.40034,3.0168233,2.9917312,4.0315127,-0.36700755,not accept,furnished,1194.7024,greater than 6768.0
Sao Paulo,262.35956,0.9753713,2.0072284,3.9468944,0.56716007,not accept,not furnished,-100.86924,greater than 6768.0
Rio de Janeiro,50.722942,2.020227,2.0017042,0.99978095,4.88796,accept,not furnished,844.22253,between 2061.75 and 3581.5
Sao Paulo,122.20026,4.0025787,2.0097628,-0.02640196,4.703736,accept,not furnished,1353.5695,between 3581.5 and 6768.0
Campinas,314.23877,3.0134435,3.0021553,-0.0402063,20.216112,accept,furnished,858.31055,between 2061.75 and 3581.5
Rio de Janeiro,23.476044,1.005189,2.0053449,0.9888842,1.7866313,accept,not furnished,-211.49113,less than 2061.75
Rio de Janeiro,38.813805,0.99495023,1.0012805,1.0176573,-1.7876883,not accept,furnished,558.921,between 2061.75 and 3581.5
