city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Rio de Janeiro,102.5887,2.009244,3.9740984,4.08031,4.321541,accept,furnished,789.13574,between 3581.5 and 6768.0
Sao Paulo,170.64224,5.0484314,2.003525,0.51885605,1.1876805,accept,furnished,570.5346,between 2061.75 and 3581.5
Belo Horizonte,37.203423,0.98945534,1.0019038,1.9872648,6.020996,accept,not furnished,381.26254,between 2061.75 and 3581.5
Sao Paulo,141.8359,2.9848387,1.988242,1.9988825,15.844938,accept,not furnished,793.7747,between 3581.5 and 6768.0
Sao Paulo,36.33959,0.99462813,0.9973121,1.0093899,12.793969,accept,furnished,837.1422,between 2061.75 and 3581.5
Belo Horizonte,153.79898,4.9825277,1.992111,2.0163999,8.102476,accept,not furnished,1125.4501,greater than 6768.0
Rio de Janeiro,24.549467,1.0134118,0.99827546,-0.00072958716,18.616573,accept,furnished,641.6463,between 2061.75 and 3581.5
Rio de Janeiro,74.94645,2.9538317,2.0028498,1.9752513,11.003307,not accept,not furnished,373.81223,between 2061.75 and 3581.5
Sao Paulo,64.73074,1.9933205,2.0030706,1.9948633,6.480212,accept,not furnished,380.56644,between 2061.75 and 3581.5
Belo Horizonte,83.16683,2.0016139,1.0019203,0.005113453,-74.417755,not accept,not furnished,-107.46732,between 3581.5 and 6768.0
Sao Paulo,90.86531,1.9933684,2.0008068,1.9994788,3.5243006,accept,not furnished,1086.9725,between 3581.5 and 6768.0
Sao Paulo,26.08966,1.0021031,0.9998052,0.0034001805,10.941672,accept,not furnished,198.32063,between 2061.75 and 3581.5
Sao Paulo,80.22413,1.9957021,1.0025864,1.981447,3.5143852,accept,not furnished,531.0471,less than 2061.75
Sao Paulo,272.5476,4.003273,1.9835842,1.993766,8.15428,accept,not furnished,2037.9459,greater than 6768.0
Rio de Janeiro,25.01633,2.0001104,0.9842847,0.00037388253,-2.854203,accept,not furnished,223.18755,between 2061.75 and 3581.5
Belo Horizonte,35.101677,0.9982307,0.9920593,-0.0081574535,1.7004182,accept,furnished,296.26578,between 2061.75 and 3581.5
Sao Paulo,88.75631,3.9502602,1.9967557,2.021475,9.613491,accept,furnished,1680.9172,greater than 6768.0
Rio de Janeiro,151.82004,5.045383,2.0013056,1.9992429,16.463728,accept,not furnished,2278.0085,greater than 6768.0
Sao Paulo,64.733734,1.9834726,0.99586946,-0.001094826,18.771986,accept,not furnished,419.24582,between 2061.75 and 3581.5
Sao Paulo,103.85769,2.0024934,4.0018024,0.9794105,10.60845,accept,not furnished,1200.9547,greater than 6768.0
Sao Paulo,155.26862,5.0508366,3.9888048,1.9935789,15.89166,accept,furnished,1718.2168,between 3581.5 and 6768.0
Sao Paulo,205.66335,3.0147526,3.9938314,2.017465,11.650698,accept,not furnished,1600.2856,between 3581.5 and 6768.0
Sao Paulo,121.49129,2.9962192,1.9883693,2.002355,2.0569098,accept,furnished,505.07718,between 3581.5 and 6768.0
Sao Paulo,107.97319,2.005337,1.993685,2.0044103,7.3644595,accept,furnished,1354.9658,greater than 6768.0
Rio de Janeiro,67.26847,1.9853904,1.0040972,0.0018308762,10.511442,accept,not furnished,512.24915,between 2061.75 and 3581.5
Rio de Janeiro,121.519615,4.0201383,1.9959639,1.00544,1.8814504,accept,furnished,-86.59589,greater than 6768.0
Rio de Janeiro,84.80421,2.016958,0.9998536,0.0011633247,18.451187,accept,furnished,906.24066,greater than 6768.0
Belo Horizonte,230.34099,3.9989321,2.0202317,2.023859,3.255639,accept,not furnished,331.75732,between 2061.75 and 3581.5
Sao Paulo,79.93759,0.9899083,0.98420936,0.007536878,21.393055,accept,not furnished,636.6345,between 2061.75 and 3581.5
Rio de Janeiro,59.41041,1.9877077,1.0016785,0.9917047,4.736386,accept,not furnished,591.4036,between 2061.75 and 3581.5
Sao Paulo,58.73196,1.0091348,1.0062615,1.0017064,14.360961,accept,furnished,794.53754,between 2061.75 and 3581.5
Sao Paulo,12.27018,1.002383,0.9980644,-0.004308507,13.525627,accept,furnished,309.60812,between 2061.75 and 3581.5
