V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,latitude
-0.79014903,-1.2536707,0.558702,1.6853926,-0.6783023,0.92781895,0.6907266,0.41540417,0.86055154,-0.11066498,0.92046434,1.2070892,0.68066764,1.6684822,0.8312989,2.0737612,-0.0536331,-0.7151291,-0.713266,-0.71478707,-0.7108248,-0.71244013,-0.71048856,-0.71120715,-0.70829624,-0.7128955,-0.713963,-0.709411,-0.71236056,0.52675915,0.2851478,1.4240842,1.4869465,0.35409927,1.9836314,0.870783,0.3979346,0.56044495,1.5053023,1.4370494,-0.1122104,0.059765577,-0.46619508,-0.56954527,-0.15856831,0.10306991,-0.69788224,-0.699471,-0.6999875,-0.6998894,-0.69728357,-0.7001097,-0.70420015,-0.6992639,-0.6990266,-0.7000402,-0.69895285,-0.6996713,-0.40364623,-1.3053254,1.0216523,0.85985225,-1.8736814,-0.8337778,-0.40760222,-0.9773714,-1.2062534,-0.981172,-0.14271179,-0.9280401,-1.1893442,-1.1853153,-1.001871,-0.45960423,-0.8338556,-0.7023385,-0.7030901,-0.70434976,-0.7066856,-0.7035449,-0.70161265,-0.7049111,-0.7028311,-0.7110909,-0.7038711,-0.7078549,-0.7059322,0.5910208,-1.0141505,1.9976109,-0.73898435,-1.1349185,-1.655281,-0.4358971,-0.572371,-0.060386926,0.23171316,0.5260776,-0.68286055,-0.27521655,-0.4552838,-0.117837794,-0.4788026,-0.62184924,-0.70479035,-0.70458317,-0.70666575,-0.69868684,-0.7017624,-0.7064468,-0.703462,-0.7012005,-0.7076126,-0.702362,-0.7080795,-0.7060587,between 14.66 and 33.66
-0.4520099,-0.47221255,-0.7037368,-0.100482956,-0.93028367,0.14392179,0.30654913,0.27745277,-0.5891381,-0.09657988,0.09385174,0.94543946,0.5100704,0.7164952,-0.7424711,-0.46251813,-0.50598186,-0.69511586,-0.6964175,-0.6971645,-0.6987061,-0.6975725,-0.6971629,-0.69470036,-0.6979049,-0.6981151,-0.6996243,-0.69884765,-0.7000193,-0.44559687,-0.26225194,-0.66669095,-0.5502066,0.03684757,-0.6905351,-0.63541436,-0.103490144,0.12435092,0.25419912,0.52716464,-0.24779376,0.28324884,-0.52488494,-0.6591571,0.15821867,0.16539472,-0.7265492,-0.72920275,-0.7288152,-0.73171425,-0.73015124,-0.7301429,-0.7303712,-0.7287116,-0.7296399,-0.7265208,-0.72759193,-0.73050183,-0.56312466,-0.49829024,-0.98788065,-1.2316711,-0.3653052,-1.2333521,0.14183581,-1.0637563,-0.22187467,-0.54350334,-0.04170946,-1.0165107,-0.31197312,-0.42806578,-1.0449084,-0.70689714,-0.50945187,-0.6625082,-0.66295516,-0.66264874,-0.65749854,-0.6620274,-0.6570819,-0.6614829,-0.65771395,-0.66483706,-0.6574505,-0.66105455,-0.6568943,-0.4505223,0.17077163,0.44318783,0.07565475,-0.21966988,-0.27735868,-0.3326747,-0.75022215,0.21103902,-0.18719117,0.018974358,-0.44644788,0.18296331,-0.56495255,-0.7232798,-0.41690376,-0.717718,-0.74111235,-0.73675436,-0.733867,-0.73441714,-0.7373587,-0.73590726,-0.7379301,-0.7357959,-0.7372355,-0.7358915,-0.7366082,-0.73626506,greater than 39.91
-0.65361786,-0.44799215,-0.70826924,-0.24425235,1.3133808,0.50058305,-0.18743823,1.1054485,-0.63031685,0.9400448,-1.0877128,0.05803696,0.16526924,-0.062246952,-0.48949525,0.20570195,0.3297981,1.6100059,1.6011938,1.6130338,1.5878073,1.6019852,1.625976,1.6144503,1.6154276,1.6020666,1.6133488,1.6096513,1.6038613,-0.66437364,-0.23935035,-0.62953347,0.41285974,-0.12591273,-0.6518987,-0.79024935,-0.43515715,-0.93846077,-0.6692551,-0.10870786,0.107955456,0.023869995,-0.6479706,-0.57154906,-0.40192938,-0.32671753,1.498088,1.5161806,1.5066861,1.5094782,1.5134856,1.5208364,1.5166614,1.5051169,1.5181407,1.5113151,1.5436536,1.496074,-0.63498044,-0.0060098283,-0.39428386,-1.2517413,-0.43069503,-0.42457852,-1.2769583,0.37116542,-0.06650989,-0.6123099,0.48306543,0.00534621,-0.3918511,-0.46751177,-0.5419866,-0.2991163,0.8411209,0.85145575,0.8523782,0.8582656,0.855855,0.86425316,0.8586663,0.85853535,0.8463084,0.8528494,0.86236733,0.8466882,0.85694605,-0.5106107,0.42030865,-0.1394384,0.11889544,0.84299505,-0.4662577,-1.3403449,-0.93939143,-0.6103396,-1.1666555,-0.5086932,-0.5143394,-0.20150356,-0.7200878,-0.70814663,-0.6416944,-0.7734969,0.9592167,0.96781164,0.96539617,0.9665066,0.969655,0.9696282,0.9705298,0.97380507,0.9650851,0.97295135,0.9715511,0.9658467,greater than 39.91
-0.49483597,-0.46402362,-0.5835394,0.079219416,0.045768075,1.3657604,-0.0249285,0.17302519,1.0298562,-0.5603585,-0.3753167,-0.6070939,-0.8506123,-2.3283515,1.1180043,1.1059221,-0.78393304,-0.48357692,-0.48414585,-0.4768806,-0.4846007,-0.4792253,-0.48040646,-0.4774931,-0.47917926,-0.47932056,-0.47844937,-0.47814512,-0.48246306,-0.36438504,-0.3777611,-0.8550589,-0.5546492,-0.6019873,0.9280834,0.2929885,3.9314036,2.3933415,1.0984622,1.8889121,3.5485802,0.54748285,0.70472765,1.1761321,2.8636456,1.2848859,-0.527436,-0.53068787,-0.5341116,-0.53136927,-0.5299839,-0.5287124,-0.5295552,-0.53090984,-0.5287768,-0.5287679,-0.5337139,-0.52867466,-0.39640537,-0.35748518,0.05655661,-1.0592072,-0.309363,-0.28906965,-0.1282393,1.9858503,1.6355119,0.19659844,2.8337102,1.3678786,0.54428905,0.13625607,0.51597685,0.9698335,1.3987249,-0.50019,-0.49943912,-0.5023687,-0.5043441,-0.49889964,-0.5018419,-0.49945527,-0.4953312,-0.5010247,-0.50439835,-0.5004138,-0.49997082,-0.23045605,0.19226484,-0.0792277,-0.0067724553,0.123855636,0.8476865,-0.4240786,4.2980366,2.4300177,0.543162,2.0456502,1.8714894,0.35689294,0.25399253,0.97547764,2.0075734,0.75295925,-0.4046127,-0.41007617,-0.40676272,-0.4099203,-0.40819013,-0.4064806,-0.4101817,-0.4099538,-0.41015255,-0.4100125,-0.4085108,-0.40991887,between 14.66 and 33.66
0.86861384,0.89636624,0.21476682,-0.41261327,0.651387,-1.1254904,-0.85104,0.14783427,0.89324564,1.2681148,0.67747253,1.7223301,-0.77302486,0.6050621,-1.1776676,-0.1797838,-0.40741342,-0.6014671,-0.5986425,-0.59870094,-0.5983988,-0.5993434,-0.5990175,-0.5990194,-0.59918326,-0.60046244,-0.599145,-0.5984443,-0.59842336,0.3556943,0.7061408,-0.0560465,-0.3222683,0.52447516,-0.19795823,-0.7046849,-0.15844601,-0.33021364,-0.37575266,-0.16904213,0.6525456,-0.7324265,0.081957035,-0.55628324,-0.6212941,-0.053954925,-0.36346856,-0.36419234,-0.36516657,-0.36800015,-0.3609269,-0.36420605,-0.36528245,-0.36275712,-0.36324525,-0.36321604,-0.36441484,-0.36826524,-0.3081957,0.19383112,-0.13330981,-0.937596,-0.02477925,-0.8233549,-1.0385685,-0.9337194,-0.8354168,0.008915464,-0.7160551,-0.2892002,-0.7935272,-0.6135611,-0.84558266,-0.78790146,-0.19564994,-0.6525122,-0.65949625,-0.6550476,-0.6567176,-0.65532273,-0.65476924,-0.65703577,-0.6592208,-0.6590563,-0.65863436,-0.65935516,-0.6543482,-0.26879847,0.11893596,-0.75981396,0.014525443,0.045875702,1.0556718,-1.0029216,-0.33834985,-0.71231216,-1.0856684,-0.550007,0.19494481,-0.4613699,-0.06864811,-0.63558996,-0.59240425,-0.6674068,-0.49611098,-0.4998828,-0.49845028,-0.497522,-0.49776366,-0.49842826,-0.49667665,-0.4998601,-0.49920997,-0.50055856,-0.5004546,-0.4998734,greater than 39.91
-0.13993482,-0.2983339,-0.60861653,-0.6884927,0.841853,-0.04836208,-0.16084895,-0.9043255,-0.35856086,-0.64600325,-0.008525825,-0.79615736,-0.70570266,-1.3660628,-0.4805853,0.66182685,-0.60455835,1.5010237,1.5035082,1.4919447,1.49239,1.5049752,1.4987422,1.495579,1.4823186,1.4897935,1.4925379,1.4776027,1.4692118,-0.60825706,-1.1175889,-0.8220267,-0.9491134,-1.4492656,-0.7818549,-1.2897853,-0.5185508,-0.7138194,0.33178908,-0.6178363,0.67092645,0.59754914,-0.035363115,0.43478826,0.7224903,-0.29827282,0.20284186,0.21122974,0.20862947,0.2053867,0.20910905,0.20896928,0.20362885,0.20364761,0.20999497,0.21068104,0.21036282,0.2077532,-0.51960313,-1.1774547,-0.8476425,0.04347686,-1.1875452,-0.08917135,-0.0031259921,0.023250023,-0.5974639,-0.22483088,-0.19132273,1.2011288,0.56305236,-0.07496946,4.882627,1.456773,0.2576707,0.5431483,0.5458839,0.5456908,0.5494513,0.55348504,0.553966,0.5437218,0.5474401,0.55522907,0.5608591,0.553863,0.5439603,-0.75250965,-1.6915797,-0.53724813,-0.022333093,-1.6708894,-0.89523035,-1.5423298,0.37514913,-0.09957692,1.0264874,-0.35363623,0.640154,0.11841366,-0.49099997,-0.8773316,-0.57156765,-0.39253792,-0.28432423,-0.28470248,-0.28377545,-0.28566837,-0.2856463,-0.2836742,-0.28238156,-0.2905646,-0.2869941,-0.28653234,-0.28737518,-0.2872148,greater than 39.91
-0.7251595,-0.26747355,-0.4925481,-0.32285237,-1.035082,1.2358221,1.5580924,0.4497558,0.63284284,0.7381245,1.6843092,-1.5306262,-0.99913234,-2.3899055,-0.5815443,0.060674574,-0.66854,-0.48158303,-0.48323032,-0.47982702,-0.48043132,-0.47902012,-0.4829986,-0.47783306,-0.47706223,-0.48105612,-0.47684106,-0.4793107,-0.4788322,-0.859616,-0.6400739,-0.7683931,0.3069742,0.39669958,0.014189161,-0.812708,-0.70376927,-1.2575636,-0.40869895,0.32096297,0.7350105,0.730314,0.21364288,1.5798376,1.4007028,1.5151953,-0.50988597,-0.5088036,-0.5101213,-0.5108983,-0.5085339,-0.5086106,-0.50930303,-0.50995845,-0.5112961,-0.5103825,-0.5093345,-0.5081935,-0.7288049,0.47092068,1.1980994,1.6750693,1.424229,0.0015324317,-0.31326076,0.4580568,-0.37276456,-0.5753723,-0.02246783,-0.37315342,0.36934024,0.6071372,0.3961712,1.1000454,0.8969731,-0.39665076,-0.39367035,-0.3921118,-0.39398786,-0.39459357,-0.39169997,-0.39040327,-0.39111853,-0.38846302,-0.3883265,-0.39246306,-0.392201,-0.45321876,0.1635474,0.17648216,-0.33232304,1.1137983,-0.7337517,-0.84310025,-0.80474764,-0.7648831,-0.53395665,-0.35338557,0.22523633,0.3212783,0.35467187,0.8339221,0.72139114,1.8878168,-0.206545,-0.20539796,-0.20907871,-0.20739262,-0.20616376,-0.20623149,-0.20606126,-0.20744199,-0.2087295,-0.20750606,-0.21162523,-0.20322128,less than 14.66
-0.5436436,-0.25288475,-0.48175532,1.0489662,0.7903977,-0.5814721,-1.2238418,2.2861574,0.22209407,-0.87551844,0.016307503,0.20239434,0.042551447,1.4496552,-0.17229049,0.44863597,-0.5356451,-0.11346756,-0.113290615,-0.11320176,-0.11217092,-0.11554481,-0.112823255,-0.11569253,-0.11374894,-0.11164841,-0.11133306,-0.113769114,-0.11270523,-0.60550404,-0.282708,-0.45977053,1.8101872,0.23958038,-0.18875493,-0.28581506,2.022735,0.89586985,0.99135196,0.8293411,0.62887824,0.28099522,0.1654629,0.39345083,0.74580646,0.032904696,0.07708826,0.076936275,0.07985475,0.081194066,0.07925097,0.08190164,0.08268838,0.08335073,0.08179283,0.07855595,0.08193552,0.08174762,-0.5652237,0.25860438,0.090032235,0.11338476,0.83880305,-0.8991689,0.40466046,2.9886672,1.2660948,0.0054308493,0.1758492,-0.103418715,-0.9110564,-0.6006483,-0.24995469,-0.7678887,-0.9257899,-0.11882299,-0.11887586,-0.12069117,-0.12220222,-0.12120428,-0.11989321,-0.11815814,-0.119946234,-0.123468764,-0.11784737,-0.120733246,-0.117596716,-0.8617146,0.3520908,0.06529329,-0.7365329,0.11526029,0.5903797,0.01187937,3.749913,0.92129135,0.2937728,0.5401295,-0.3950964,-0.8469641,-0.7498495,-0.07958542,-0.50933945,-0.75218016,0.20162554,0.20489205,0.19897988,0.20654985,0.20316933,0.20493482,0.21298715,0.20808542,0.20635471,0.2083336,0.20999816,0.20664614,less than 14.66
-1.1999667,-0.88499635,-0.83114254,3.4872236,-0.037045106,1.7395265,0.2957966,2.7298803,1.0437051,0.5426037,0.74128485,-0.3400629,-0.512481,-1.1691324,-1.3771584,-1.0520751,-0.9311343,-0.10206793,-0.10031217,-0.10103344,-0.09925555,-0.10072162,-0.10186452,-0.100761645,-0.09505232,-0.09886511,-0.10394166,-0.10199892,-0.098307304,-1.2991226,-0.8146981,-0.7003901,3.9409978,-0.10533802,-0.36056688,-1.1050392,-0.88404214,-0.22991246,-0.7185715,0.79244655,-0.05838336,-0.22416778,-1.0115767,0.12962167,0.62121236,0.24058439,-0.04151812,-0.040332288,-0.042647317,-0.042224668,-0.040616885,-0.03628093,-0.0406243,-0.038965125,-0.043539736,-0.039040323,-0.040260296,-0.03930786,-0.8581147,0.04606642,-0.031184943,2.1325355,0.4162703,0.054898687,0.62096137,-0.7430542,-0.51948,-0.6919096,0.062124867,-0.021934688,0.5532332,-0.12815024,1.1958694,0.5459845,-0.011902886,-0.053708684,-0.054086924,-0.057068273,-0.055673376,-0.05261696,-0.046508305,-0.052492585,-0.05162675,-0.0572272,-0.05535093,-0.05307031,-0.056731377,-0.8815791,0.5843616,0.22411333,-0.3878299,0.13036574,-0.16403197,-0.9167399,-0.95258874,-1.1243665,-1.1303337,-0.21044223,-0.96967036,-0.43745807,-0.9449744,0.10575788,-0.07371858,0.9077906,0.051678073,0.04856928,0.052436627,0.056988914,0.046189427,0.05059085,0.05374138,0.05319487,0.053214435,0.055578828,0.056146827,0.05151419,between 14.66 and 33.66
-0.0879036,-0.18647939,-0.3721047,-0.18618135,0.3118818,-0.4159099,0.40444005,0.101103984,0.16117091,0.17741579,-0.22697932,0.14141965,0.33329576,-0.24406607,0.78040713,0.029101873,-0.8184694,-0.43345475,-0.43780977,-0.43402842,-0.4294786,-0.4357724,-0.4383951,-0.4340917,-0.43442255,-0.43138373,-0.43633473,-0.43897817,-0.43308964,0.31940448,0.47602123,0.39985576,-0.11028218,1.4838918,0.46023983,1.1677952,2.7287889,1.4575564,1.6981095,1.2110859,1.0404003,0.81075543,1.3340604,1.4420613,2.1195953,0.7481317,-0.11916887,-0.12151726,-0.12056186,-0.119267255,-0.119993985,-0.12092612,-0.12444151,-0.120989054,-0.124191254,-0.12274933,-0.118634954,-0.1231351,-0.35425448,-0.3806181,-0.9387094,-0.74193853,-0.2763625,-1.2737037,-0.6285764,0.60334045,0.17197615,-1.2127784,-0.52163893,-0.09461467,-0.09502002,-0.53358686,-0.2580341,-0.55501306,-0.45875895,-0.32534632,-0.3235819,-0.32464772,-0.32514215,-0.31420055,-0.32284185,-0.3241483,-0.32315156,-0.32480267,-0.3262378,-0.32325032,-0.32472244,-0.37424755,-0.016702995,0.046048127,0.40883934,0.95227194,1.0551715,0.45544833,0.5440424,-0.31586814,-0.72854674,-1.0161124,-0.28037867,-0.6898701,-0.3218161,0.36081272,-0.27563986,-0.9458919,0.076235324,0.076957345,0.08011912,0.07860588,0.08293976,0.07851698,0.080180444,0.08270035,0.083418794,0.081294805,0.086329825,0.0853322,greater than 39.91
