x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,energy10,energy11,energy12,energy13,energy14,energy15,energy16,energy_total
382.75888,260.1436,119.88952,39.81921,486.05386,119.762566,456.13632,395.068,127.76374,338.62546,484.20856,11.131429,184.7378,364.83606,313.243,137.79837,460.66956,573.33136,361.37735,546.7366,364.54755,292.48508,290.15607,207.9111,323.357,13.393023,276.02908,259.39703,103.41935,27.58168,473.21902,224.27052,250581.61,266598.7,262517.62,262249.25,267138.9,198318.2,227772.89,277533.66,237223.19,190313.48,267249.16,237695.1,202890.47,197748.83,272462.3,242727.75,less than 3685857.466
184.87039,318.26746,325.60635,389.68457,39.529507,119.02367,14.4955015,274.09726,125.06276,16.913813,161.80632,179.96436,234.78181,188.83116,476.87823,447.88718,218.85503,210.28632,106.19111,38.04059,192.10332,401.13065,225.6659,270.25302,486.184,560.17633,565.3509,388.2138,124.82491,169.782,44.131306,474.16937,242112.98,230234.98,227318.12,215344.55,267424.16,270528.6,217319.36,224136.39,248812.8,266855.84,266551.22,233167.14,238489.75,276772.3,163752.97,245234.5,greater than 3830819.051
438.56842,255.09167,344.95908,68.17515,1.6661463,300.0329,155.9253,270.06732,298.345,528.52716,78.75539,351.28473,502.77948,538.60986,325.18616,562.9136,52.71229,258.43903,32.46906,551.7535,548.651,40.612953,342.63333,541.78656,558.7583,501.21658,137.34303,472.39612,222.34271,282.68015,289.03085,332.05664,255493.48,264104.2,263683.56,266212.44,267458.47,192684.52,183852.48,246546.0,243049.45,266372.72,203140.1,246906.81,249366.58,233131.27,241175.89,256692.92,between 3685857.466 and 3755820.3235
218.93672,571.5314,221.70398,21.136206,218.72525,214.30063,464.6903,318.37973,224.62059,192.0721,573.86676,2.6778421,493.05032,410.3799,538.3312,81.55944,477.89996,284.81937,320.3673,480.15082,516.025,406.08817,390.21494,387.0765,-137.36629,616.6054,227.58861,562.4735,28.931572,208.19994,495.6038,326.70453,270037.38,228358.73,235715.81,255562.08,189291.3,230710.44,267229.53,244240.0,187913.44,262878.97,260498.55,279566.4,193243.52,228057.25,286677.4,255473.03,between 3685857.466 and 3755820.3235
137.85767,457.55997,30.619991,254.6805,-3.6265025,237.8501,61.695835,184.15736,7.4991603,67.20478,0.13717335,0.9623232,478.6781,350.29868,440.7104,409.08603,324.80994,18.670235,558.0433,542.1579,381.49252,555.82135,381.30936,133.6291,199.42758,375.53635,164.18712,473.9622,48.255848,-15.104628,343.77512,382.76752,220027.08,208231.88,254075.08,269852.06,178318.4,252355.62,221979.56,245687.8,210921.16,261468.3,188649.02,253054.69,207352.19,225490.31,260841.45,230174.67,between 3685857.466 and 3755820.3235
98.60029,427.78778,285.51562,135.7429,331.002,52.456924,443.7464,460.47324,245.67336,451.28415,439.90247,374.61285,574.553,399.46042,109.530785,376.23007,413.8055,174.59332,395.33334,546.7227,487.61975,552.5528,400.90054,553.6375,194.11688,520.5303,436.4362,353.69943,210.8608,299.4839,204.21123,522.4107,248929.44,222592.17,221594.6,243314.23,224020.06,270366.38,230501.17,278633.12,236962.03,269031.47,226203.95,236521.95,270459.75,253546.17,265732.62,243222.02,greater than 3830819.051
264.27603,286.15665,-17.757374,405.93115,559.171,238.90576,384.20633,88.99628,322.0188,561.04565,197.53171,501.93152,533.3856,109.120895,537.2352,426.36575,54.568184,464.62158,446.4761,507.52945,431.55356,91.10302,60.509853,-7.1294975,-372.41428,373.20868,563.6935,191.11276,3.4972348,-13.998429,148.48882,428.88278,207710.84,271408.66,258635.77,262823.12,266044.25,218316.33,175984.78,152098.4,252510.03,264545.34,324986.88,278430.7,171834.44,243758.27,240427.44,200456.89,greater than 3830819.051
-8.341937,10.8639145,202.47533,404.57492,292.3588,34.80822,73.490845,219.17464,273.85056,410.85574,435.3809,349.28177,514.4947,55.223454,525.2942,451.9764,509.13333,234.91046,251.10202,431.4621,138.29608,118.86203,122.01434,106.79998,298.69644,54.413586,495.47534,181.0432,116.92307,148.4065,246.12036,178.69705,169165.86,256625.06,255346.14,247129.88,261787.52,217131.69,212708.94,221072.1,204137.98,148571.27,271710.62,245685.69,200783.05,230163.52,259021.22,242283.84,between 3685857.466 and 3755820.3235
-0.6352799,396.85498,519.6693,182.14415,462.1962,13.358806,61.768246,268.313,194.74094,242.17183,147.71739,0.81702614,60.613335,568.7335,422.01843,411.68365,340.29874,485.74713,21.205318,561.5855,163.29929,305.80487,544.8909,320.75235,223.47382,480.72565,344.28503,281.83786,382.0152,154.5636,521.8166,69.721115,234071.1,212104.45,197230.36,270870.66,267056.66,202714.55,261661.1,226683.72,241577.67,264032.3,280726.9,223091.64,235038.56,242991.6,256453.12,257860.45,less than 3685857.466
560.92694,311.22183,370.91055,43.828217,451.37494,238.81425,22.599722,439.45193,89.97929,138.44434,14.024998,69.81938,386.3099,333.15958,466.5066,391.7133,561.15515,535.9842,254.71262,566.5205,279.47632,550.6303,185.05057,383.0633,356.14047,444.2072,223.30882,447.12753,574.37585,72.24171,446.29205,199.00648,241479.47,266753.1,253463.28,270020.97,266549.84,268089.7,219362.97,274551.88,262585.47,269323.62,199960.38,236640.36,235438.61,210682.08,272538.38,250514.64,between 3685857.466 and 3755820.3235
158.48541,327.25732,381.3831,208.6053,569.31744,174.06044,93.72975,344.4786,523.48895,487.21704,365.1862,373.5676,129.9215,54.16997,495.25366,328.74472,0.4402782,63.694096,80.35192,538.69507,48.48802,556.02545,573.3818,445.69568,253.65483,391.3297,31.198034,424.60196,220.8966,295.56732,16.15013,226.83519,245111.97,186608.86,249439.33,254547.44,170829.97,268380.75,268224.84,212809.9,184787.31,269423.28,220587.77,253975.11,244387.34,230135.03,209201.25,273862.75,less than 3685857.466
567.2736,124.959564,236.75755,20.839338,8.754984,-4.392277,545.8189,449.13428,333.84366,123.47069,495.73868,447.76068,504.47232,68.01446,204.49503,50.126877,560.5302,525.17645,332.40356,498.9179,511.89404,141.43129,514.3091,356.57477,522.0794,430.08478,268.93542,1.8436309,25.954147,44.26223,270.46436,203.53809,266092.72,239353.22,202063.81,264211.7,271285.38,192315.8,268324.25,243687.0,270856.03,220275.31,231749.45,187190.97,216042.31,227080.4,236102.25,238440.08,between 3685857.466 and 3755820.3235
56.654404,207.70062,17.321133,288.33545,442.3322,447.00937,254.24707,380.24768,491.95905,308.06213,65.54215,503.4087,524.4162,291.0293,509.11884,465.33594,460.28964,483.5513,486.95844,541.0529,274.53238,267.93457,173.33559,561.78284,522.6607,499.75574,271.47708,305.52524,124.45058,302.29346,497.26837,-5.2795687,207353.19,233131.33,274804.47,273434.16,263217.38,206808.11,216964.02,273256.3,237041.81,269908.44,211663.3,217341.67,234239.55,226029.89,262525.62,238638.64,greater than 3830819.051
23.19769,583.5088,261.62085,72.5553,366.58374,93.07948,43.597416,415.4838,297.55267,16.415083,485.32108,26.046024,311.18146,522.80835,525.47595,190.5249,284.22665,66.535065,86.87513,26.793314,-2.512713,266.98798,503.37503,310.1164,395.02634,512.87885,12.608603,595.2551,102.45619,329.35504,44.48205,105.73745,244780.47,210068.36,226387.95,201227.56,265663.53,209925.45,267747.88,252950.39,223140.45,267504.66,203816.33,252642.6,222689.05,230367.75,203999.55,252593.2,less than 3685857.466
239.20816,238.2398,282.32285,228.7677,566.33655,49.354805,-43.430977,199.82123,430.1002,111.06438,358.08276,548.9513,274.6827,439.3529,141.627,342.91656,317.59113,345.68646,715.3707,251.02219,125.87945,571.26337,464.2564,2.7571177,159.17812,37.649544,246.17711,47.573956,580.1259,493.54758,491.24622,486.68332,232298.55,247299.25,259629.89,259460.45,220546.06,268126.88,252145.03,236401.89,198957.31,188967.56,250047.19,227469.58,251289.72,228057.62,251230.19,195092.58,between 3685857.466 and 3755820.3235
433.8825,131.70189,87.27361,530.83636,356.04932,115.8333,195.4152,483.84894,358.2811,21.296803,15.840738,107.161476,131.99706,329.87366,234.45352,381.18997,276.71158,184.68022,497.52264,292.94162,473.97397,44.272892,425.6847,11.551537,124.650635,47.691364,186.45029,499.31793,-26.711054,77.01508,217.44429,393.29147,230658.83,233969.05,264729.62,246989.34,267287.28,190531.28,274005.53,238050.38,222269.47,201783.89,271886.66,262846.16,305574.72,225210.16,248123.4,251623.95,less than 3685857.466
561.6344,379.1755,158.84045,366.06775,8.733983,272.066,15.4522,445.43195,46.442097,475.66968,522.594,311.53442,7.0361524,152.1002,558.291,208.10265,52.347916,226.10635,497.6505,298.27164,-2.7299266,241.34053,79.57974,49.48403,374.02136,74.26793,67.083885,553.56836,399.01135,569.4136,359.7896,49.46431,272073.03,244516.02,256286.27,200376.5,265939.06,194917.67,171567.27,247952.2,227051.86,233100.58,217731.17,264833.38,259866.86,260738.48,259367.88,224703.86,greater than 3830819.051
448.08823,424.4636,423.90353,451.82507,-2.0975754,467.33783,79.58777,550.8756,554.6328,102.27485,466.42093,72.31649,59.271408,521.30194,294.51288,397.52716,299.17352,574.35815,317.61887,394.51584,-3.438316,441.28735,302.24582,42.170208,313.20975,44.598495,349.4226,236.84262,208.24847,378.98495,184.71165,454.85052,202773.67,277280.97,180785.16,216892.88,155785.16,269580.94,232272.19,194782.73,201507.67,157980.78,263441.03,196643.7,257971.1,187694.31,219695.22,228729.44,less than 3685857.466
532.61694,156.58327,332.15564,2.12919,541.51685,7.0987897,586.1975,197.74011,75.23014,552.80835,470.2087,430.54883,466.8479,566.0728,98.60469,407.51434,-4.904161,433.00958,504.85696,287.39713,255.07567,153.25217,193.51007,411.45862,167.9538,16.666859,297.6024,442.89975,134.31311,402.80988,284.42792,210.58302,282755.56,269179.84,259438.42,255961.02,266434.25,206841.86,190548.2,165740.58,235751.42,229842.06,214244.45,276142.75,243319.12,258459.02,260722.19,219125.39,greater than 3830819.051
472.09143,381.97443,361.84512,126.34848,279.33627,239.87854,57.308346,399.42343,283.45395,390.297,443.4413,58.514885,71.739624,178.8251,487.17224,170.57501,401.6005,546.6991,412.29614,377.59744,217.38751,59.373398,530.90424,431.56113,324.58417,325.31583,202.0654,409.16864,9.588999,599.9532,139.25914,317.01,216079.8,271791.6,186114.02,261360.62,200312.1,180717.42,272316.34,247407.05,230700.95,197982.36,287061.66,226876.69,215009.27,232504.3,211860.45,233820.64,between 3685857.466 and 3755820.3235
59.72058,313.98154,495.81284,286.19754,-2.6769593,155.61166,193.90201,111.98816,282.03674,228.06439,541.6876,218.5638,99.58734,371.28436,482.37656,413.6615,134.50699,471.22403,46.79082,438.13864,58.388664,199.79529,-3.7752895,132.088,214.69202,523.50024,55.368423,371.19574,250.07288,782.7417,440.13492,404.00745,256219.12,231833.88,225704.05,268362.16,265114.75,213951.8,175592.39,252113.53,211986.8,267835.7,234191.47,241594.1,201238.42,263451.7,266932.9,243662.55,between 3685857.466 and 3755820.3235
478.74103,449.4362,-24.888763,566.3656,538.7894,369.70624,65.15406,502.99915,305.00592,273.8777,238.41606,247.13278,490.10873,309.65298,12.024586,401.46454,321.92026,556.24854,541.51764,417.34515,200.42325,124.41793,129.66853,578.48096,271.71753,313.68137,200.86194,162.2963,392.6223,455.63977,495.96817,384.9827,257548.56,261938.88,263008.28,265862.1,266272.94,210230.72,182395.45,221470.36,230737.73,268178.25,200925.16,210542.92,240505.45,232537.03,273189.84,255934.77,greater than 3830819.051
508.9716,274.5027,291.398,101.25839,153.94312,418.46564,445.95853,282.5886,-32.072273,573.6013,366.49518,496.61163,572.76514,64.87416,-48.4959,416.11288,45.129818,541.4938,494.05008,562.12823,526.42035,407.57782,443.6059,403.8639,267.2568,151.4503,297.85522,456.06226,434.92365,475.48856,287.64136,146.74004,265641.75,234812.45,257791.1,268384.16,266677.47,265592.16,226279.2,235837.45,207084.27,248981.31,201289.64,264912.8,244786.28,215978.1,246863.27,239341.53,greater than 3830819.051
523.9916,-37.34312,573.9706,154.90654,352.66013,14.908662,277.90106,414.82498,394.05518,97.99988,531.08813,571.76434,11.8907385,314.8696,66.93506,245.8864,303.27658,547.6046,481.8101,379.0725,235.49452,70.07519,451.82416,250.49844,405.28143,247.46294,38.12148,511.6183,269.4658,440.28983,8.030307,140.5084,269991.88,221936.36,263039.12,269039.94,231006.45,195558.72,220985.22,276291.06,241191.2,184906.11,199126.23,269186.56,276959.72,234215.42,316927.62,242575.38,between 3755820.3235 and 3830819.051
562.0048,350.00363,402.1516,237.55698,33.190826,155.12347,455.83786,200.05522,49.49947,424.39383,57.03278,-5.047941,558.16235,522.54584,14.462039,431.3874,14.478211,119.953835,326.44995,178.76373,556.3356,75.38746,381.73444,199.46266,403.62488,30.199919,339.33997,582.6309,14.071014,58.725933,308.23392,177.63239,261169.1,254826.78,200049.25,235351.98,249347.33,189658.5,264367.3,214583.73,248397.75,226611.05,238198.58,269703.7,260961.0,254645.84,202471.9,255163.7,less than 3685857.466
