cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
268.15,0.0,94.21,187.43,10.51,967.19,794.85,42.0,between 34.44277358 and 46.13628654
329.81,71.19,0.0,199.35,6.28,1019.4,756.29,84.0,between 34.44277358 and 46.13628654
446.22,26.58,118.35,162.17,8.17,838.19,716.49,21.0,greater than 46.13628654
276.39,0.0,81.49,206.8,11.88,950.36,803.77,49.0,between 23.707115153 and 34.44277358
211.94,149.14,0.0,174.42,5.67,1042.27,773.17,10.0,between 23.707115153 and 34.44277358
342.11,0.0,103.85,191.22,9.35,979.5,815.63,67.0,between 34.44277358 and 46.13628654
245.67,0.0,93.45,179.29,7.23,1028.49,751.19,38.0,between 23.707115153 and 34.44277358
395.56,44.77,0.0,201.95,0.0,936.8,607.24,88.0,between 34.44277358 and 46.13628654
317.28,0.0,99.21,164.83,12.15,944.17,784.53,29.0,between 34.44277358 and 46.13628654
220.49,0.0,120.49,153.94,9.57,1074.85,780.46,18.0,between 23.707115153 and 34.44277358
285.14,79.37,0.0,198.49,0.0,1007.31,730.49,58.0,between 34.44277358 and 46.13628654
408.25,30.88,129.25,167.88,8.88,829.88,718.25,50.0,greater than 46.13628654
293.19,0.0,85.71,204.57,11.41,946.35,810.94,41.0,between 23.707115153 and 34.44277358
252.85,0.0,96.35,186.49,5.92,1049.85,794.52,24.0,between 23.707115153 and 34.44277358
364.88,70.25,0.0,206.33,0.0,959.38,621.38,80.0,between 34.44277358 and 46.13628654
238.46,0.0,100.46,173.32,8.46,1025.38,783.17,35.0,between 23.707115153 and 34.44277358
449.88,25.71,115.56,171.19,8.63,837.44,704.44,19.0,greater than 46.13628654
309.57,0.0,92.19,198.11,10.57,979.19,808.22,62.0,between 34.44277358 and 46.13628654
278.35,0.0,80.82,194.94,11.65,950.03,802.46,46.0,between 23.707115153 and 34.44277358
224.79,0.0,95.67,154.23,6.49,1047.41,772.67,13.0,between 23.707115153 and 34.44277358
391.44,47.19,0.0,202.81,0.0,937.44,607.56,85.0,between 34.44277358 and 46.13628654
320.58,0.0,101.33,163.17,12.25,943.33,785.67,28.0,between 34.44277358 and 46.13628654
241.49,0.0,118.35,152.41,9.57,1075.49,780.15,17.0,between 23.707115153 and 34.44277358
301.85,0.0,88.43,199.29,0.0,1009.19,730.37,56.0,between 34.44277358 and 46.13628654
416.19,32.56,127.19,168.25,9.0,830.69,716.94,49.0,greater than 46.13628654
296.67,0.0,90.19,204.33,11.43,946.42,810.33,40.0,between 23.707115153 and 34.44277358
258.33,0.0,98.15,185.67,6.17,1049.42,794.17,23.0,between 23.707115153 and 34.44277358
370.44,71.56,0.0,206.56,0.0,959.78,621.56,79.0,between 34.44277358 and 46.13628654
244.17,0.0,100.29,172.92,8.59,1025.25,783.17,34.0,between 23.707115153 and 34.44277358
455.44,26.25,114.56,171.56,8.75,837.06,704.25,18.0,greater than 46.13628654
314.29,0.0,91.67,198.17,10.67,979.17,808.17,61.0,between 34.44277358 and 46.13628654
283.15,0.0,81.15,195.15,11.83,950.15,802.67,45.0,between 23.707115153 and 34.44277358
229.39,0.0,95.29,154.67,6.71,1047.67,772.83,12.0,between 23.707115153 and 34.44277358
396.94,48.0,0.0,203.0,0.0,937.69,607.5,84.0,between 34.44277358 and 46.13628654
325.71,0.0,101.5,163.5,12.33,943.5,785.83,27.0,between 34.44277358 and 46.13628654
246.67,0.0,118.0,152.92,9.67,1075.67,780.33,16.0,between 23.707115153 and 34.44277358
306.33,0.0,88.0,199.67,0.0,1009.0,730.67,55.0,between 34.44277358 and 46.13628654
421.0,33.33,126.0,168.5,9.17,830.5,716.5,48.0,greater than 46.13628654
301.0,0.0,90.0,204.5,11.5,946.0,810.5,39.0,between 23.707115153 and 34.44277358
262.0,0.0,98.0,186.0,6.0,1049.0,794.5,22.0,between 23.707115153 and 34.44277358
374.0,72.0,0.0,206.9,0.0,960.0,621.9,78.0,between 34.44277358 and 46.13628654
248.0,0.0,100.0,173.0,8.0,1025.0,783.0,33.0,between 23.707115153 and 34.44277358
460.0,27.0,114.0,171.0,9.0,837.0,704.0,17.0,greater than 46.13628654
318.0,0.0,91.0,198.0,11.0,979.0,808.0,60.0,between 34.44277358 and 46.13628654
287.0,0.0,81.0,195.0,12.0,950.0,802.0,44.0,between 23.707115153 and 34.44277358
233.0,0.0,95.0,155.0,7.0,1048.0,773.0,11.0,between 23.707115153 and 34.44277358
401.0,49.0,0.0,203.0,0.0,938.0,607.0,83.0,between 34.44277358 and 46.13628654
329.0,0.0,101.0,164.0,12.0,944.0,786.0,26.0,between 34.44277358 and 46.13628654
250.0,0.0,118.0,153.0,10.0,1076.0,780.0,15.0,between 23.707115153 and 34.44277358
310.0,0.0,88.0,200.0,0.0,1010.0,731.0,54.0,between 34.44277358 and 46.13628654
424.0,34.0,126.0,169.0,9.0,831.0,716.0,47.0,greater than 46.13628654
304.0,0.0,90.0,205.0,11.0,947.0,811.0,38.0,between 23.707115153 and 34.44277358
265.0,0.0,98.0,187.0,6.0,1050.0,795.0,21.0,between 23.707115153 and 34.44277358
377.0,73.0,0.0,207.0,0.0,961.0,622.0,77.0,between 34.44277358 and 46.13628654
251.0,0.0,100.0,174.0,8.0,1026.0,783.0,32.0,between 23.707115153 and 34.44277358
463.0,28.0,114.0,172.0,9.0,838.0,705.0,16.0,greater than 46.13628654
321.0,0.0,91.0,199.0,11.0,980.0,809.0,59.0,between 34.44277358 and 46.13628654
290.0,0.0,81.0,196.0,12.0,951.0,803.0,43.0,between 23.707115153 and 34.44277358
236.0,0.0,95.0,156.0,7.0,1049.0,774.0,10.0,between 23.707115153 and 34.44277358
403.0,50.0,0.0,204.0,0.0,939.0,607.0,82.0,between 34.44277358 and 46.13628654
331.0,0.0,101.0,165.0,12.0,945.0,786.0,25.0,between 34.44277358 and 46.13628654
253.0,0.0,118.0,154.0,10.0,1077.0,781.0,14.0,between 23.707115153 and 34.44277358
312.0,0.0,88.0,201.0,0.0,1011.0,732.0,53.0,between 34.44277358 and 46.13628654
426.0,35.0,126.0,170.0,9.0,832.0,717.0,46.0,greater than 46.13628654
307.0,0.0,90.0,206.0,11.0,948.0,812.0,37.0,between 23.707115153 and 34.44277358
267.0,0.0,98.0,188.0,6.0,1051.0,796.0,20.0,between 23.707115153 and 34.44277358
379.0,74.0,0.0,208.0,0.0,962.0,623.0,76.0,between 34.44277358 and 46.13628654
254.0,0.0,100.0,175.0,8.0,1027.0,784.0,31.0,between 23.707115153 and 34.44277358
465.0,29.0,114.0,173.0,9.0,839.0,706.0,15.0,greater than 46.13628654
323.0,0.0,91.0,200.0,11.0,981.0,810.0,58.0,between 34.44277358 and 46.13628654
292.0,0.0,81.0,197.0,12.0,952.0,804.0,42.0,between 23.707115153 and 34.44277358
238.0,0.0,95.0,157.0,7.0,1050.0,775.0,9.0,between 23.707115153 and 34.44277358
278.51,82.11,41.98,183.29,8.35,958.19,821.42,42.0,greater than 46.13628654
322.88,110.85,61.39,169.14,10.28,1031.91,751.19,17.0,less than 23.707115153
190.23,0.0,124.85,162.15,8.99,1085.23,779.91,35.0,between 23.707115153 and 34.44277358
375.19,0.0,0.0,189.81,0.0,976.39,729.85,56.0,between 34.44277358 and 46.13628654
