cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
294.35,13.45,118.6,192.15,4.23,1048.9,782.11,91.0,greater than 46.13628654
203.92,140.1,0.0,176.85,0.0,1051.4,739.2,28.0,less than 23.707115153
189.4,0.0,95.5,181.2,7.95,1013.4,799.3,7.0,between 23.707115153 and 34.44277358
298.9,0.0,0.0,185.7,0.0,968.5,829.5,90.0,between 34.44277358 and 46.13628654
256.1,0.0,117.8,192.6,9.4,1067.8,754.8,100.0,greater than 46.13628654
444.7,0.0,0.0,194.3,0.0,944.8,768.9,28.0,between 34.44277358 and 46.13628654
282.4,0.0,0.0,191.7,0.0,1008.2,784.5,56.0,greater than 46.13628654
206.5,143.9,0.0,187.7,0.0,960.2,751.9,7.0,less than 23.707115153
168.2,0.0,124.1,179.7,0.0,1029.5,816.2,28.0,between 23.707115153 and 34.44277358
311.9,0.0,0.0,189.4,0.0,1039.1,750.6,14.0,between 23.707115153 and 34.44277358
294.8,0.0,90.9,163.1,8.4,980.9,810.4,100.0,greater than 46.13628654
201.3,0.0,98.4,174.9,5.7,1034.8,783.4,3.0,less than 23.707115153
262.2,189.9,0.0,180.5,8.9,1004.5,764.3,28.0,between 34.44277358 and 46.13628654
175.5,0.0,0.0,191.3,0.0,1003.8,774.5,7.0,between 23.707115153 and 34.44277358
247.8,0.0,129.7,162.3,11.5,1000.6,794.9,90.0,greater than 46.13628654
303.3,0.0,94.9,187.6,0.0,989.7,751.1,28.0,between 34.44277358 and 46.13628654
217.7,0.0,102.9,181.5,6.2,966.5,823.6,14.0,less than 23.707115153
193.7,0.0,117.4,168.3,10.4,1038.7,756.6,28.0,between 23.707115153 and 34.44277358
266.9,0.0,0.0,197.4,0.0,981.9,799.8,3.0,less than 23.707115153
183.3,143.4,0.0,188.1,0.0,1053.9,744.2,7.0,between 23.707115153 and 34.44277358
309.2,0.0,0.0,185.1,0.0,1018.4,789.3,56.0,greater than 46.13628654
245.6,0.0,97.5,170.6,8.9,1028.4,777.8,28.0,between 34.44277358 and 46.13628654
278.1,0.0,0.0,191.1,0.0,987.4,768.5,90.0,greater than 46.13628654
221.9,0.0,0.0,176.8,0.0,1002.1,816.9,14.0,between 23.707115153 and 34.44277358
253.4,0.0,126.4,191.8,9.3,1045.6,781.2,100.0,greater than 46.13628654
300.1,0.0,0.0,184.6,0.0,1007.9,755.3,28.0,between 34.44277358 and 46.13628654
185.2,0.0,0.0,188.7,0.0,980.5,802.3,3.0,less than 23.707115153
230.8,0.0,114.9,174.4,4.4,1019.9,794.5,7.0,between 23.707115153 and 34.44277358
270.6,0.0,0.0,194.2,0.0,1016.2,764.6,28.0,between 34.44277358 and 46.13628654
206.8,0.0,0.0,179.4,0.0,993.5,799.1,14.0,less than 23.707115153
242.3,0.0,98.7,184.1,7.9,1035.7,771.4,28.0,between 23.707115153 and 34.44277358
288.5,0.0,0.0,190.6,0.0,1004.1,783.2,56.0,greater than 46.13628654
260.8,0.0,0.0,185.4,0.0,999.2,785.4,3.0,less than 23.707115153
195.4,0.0,120.7,181.9,0.0,1046.5,756.1,7.0,between 23.707115153 and 34.44277358
304.1,0.0,0.0,186.8,0.0,1010.8,794.9,90.0,greater than 46.13628654
267.7,0.0,0.0,193.7,0.0,1015.4,773.1,28.0,between 34.44277358 and 46.13628654
182.9,0.0,0.0,180.8,0.0,985.1,808.9,14.0,between 23.707115153 and 34.44277358
249.2,0.0,105.3,172.4,10.1,1023.7,782.4,28.0,between 23.707115153 and 34.44277358
292.2,0.0,0.0,189.2,0.0,996.3,772.3,56.0,greater than 46.13628654
214.3,0.0,0.0,184.8,0.0,1009.9,798.8,3.0,less than 23.707115153
238.2,0.0,0.0,176.4,0.0,984.8,787.5,7.0,between 23.707115153 and 34.44277358
272.3,0.0,0.0,183.3,0.0,1013.8,770.4,28.0,between 34.44277358 and 46.13628654
199.4,0.0,0.0,192.9,0.0,999.4,800.5,14.0,between 23.707115153 and 34.44277358
259.1,0.0,0.0,188.5,0.0,1006.6,778.9,28.0,between 34.44277358 and 46.13628654
286.1,0.0,0.0,180.5,0.0,985.5,803.3,3.0,less than 23.707115153
225.9,0.0,0.0,186.8,0.0,1003.6,783.9,90.0,greater than 46.13628654
251.2,0.0,0.0,184.3,0.0,1015.6,771.1,7.0,between 23.707115153 and 34.44277358
281.7,0.0,0.0,190.2,0.0,995.5,777.7,28.0,between 34.44277358 and 46.13628654
204.3,0.0,0.0,178.4,0.0,981.3,807.6,14.0,less than 23.707115153
243.6,0.0,0.0,182.9,0.0,1001.4,785.8,28.0,between 23.707115153 and 34.44277358
293.9,0.0,0.0,189.1,0.0,1008.8,775.6,56.0,greater than 46.13628654
216.2,0.0,0.0,186.6,0.0,1011.5,780.4,3.0,less than 23.707115153
235.1,0.0,0.0,179.5,0.0,994.4,792.4,7.0,between 23.707115153 and 34.44277358
275.5,0.0,0.0,184.2,0.0,1004.8,769.5,28.0,between 34.44277358 and 46.13628654
286.21,12.5,91.41,181.23,8.53,962.11,829.11,34.0,greater than 46.13628654
174.89,134.21,0.0,201.17,0.0,1053.4,751.9,90.0,between 34.44277358 and 46.13628654
464.52,0.0,114.29,172.95,10.25,924.81,794.19,28.0,greater than 46.13628654
255.19,0.0,139.85,188.49,6.98,1014.22,845.38,7.0,between 23.707115153 and 34.44277358
398.42,21.19,0.0,162.39,12.01,935.86,713.49,100.0,greater than 46.13628654
292.15,105.85,0.0,206.53,0.0,970.32,678.21,14.0,less than 23.707115153
181.41,189.92,125.12,169.58,8.29,1042.95,796.11,28.0,between 34.44277358 and 46.13628654
497.86,0.0,96.35,191.29,11.41,888.41,856.88,56.0,greater than 46.13628654
338.19,0.0,0.0,179.11,0.0,1023.4,732.15,90.0,between 34.44277358 and 46.13628654
219.37,125.44,0.0,193.85,0.0,981.71,808.51,7.0,less than 23.707115153
