cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
266.84,17.42,83.95,188.21,10.53,1021.19,751.32,63.0,greater than 46.13628654
234.19,139.85,28.17,160.38,5.64,985.61,829.44,31.0,less than 23.707115153
398.58,10.29,118.35,198.75,12.85,943.18,696.39,20.0,between 34.44277358 and 46.13628654
176.58,228.49,60.94,184.21,8.45,960.85,811.19,45.0,less than 23.707115153
245.39,103.19,94.85,163.95,6.59,1014.39,778.59,51.0,greater than 46.13628654
182.81,198.25,44.81,169.19,10.19,987.69,824.69,36.0,less than 23.707115153
314.15,23.85,85.39,191.85,11.49,951.39,760.85,29.0,greater than 46.13628654
251.95,130.35,23.95,179.65,7.35,1038.65,803.35,40.0,between 23.707115153 and 34.44277358
293.49,17.29,105.49,187.29,9.29,999.29,741.29,24.0,greater than 46.13628654
224.89,153.89,67.89,162.89,6.39,972.89,821.89,33.0,between 34.44277358 and 46.13628654
278.28,20.78,93.78,183.78,10.28,960.78,718.78,19.0,less than 23.707115153
239.59,123.59,29.59,161.59,5.09,986.59,830.59,46.0,greater than 46.13628654
201.01,213.01,56.01,165.01,9.01,1005.01,794.01,38.0,less than 23.707115153
309.25,15.75,80.75,191.25,11.25,954.25,755.75,27.0,greater than 46.13628654
269.13,141.63,22.13,173.63,7.13,1019.63,800.63,42.0,between 34.44277358 and 46.13628654
187.87,204.87,43.87,168.87,10.37,984.87,823.87,35.0,less than 23.707115153
299.67,12.17,92.67,189.67,10.17,963.67,748.67,23.0,greater than 46.13628654
258.83,135.33,30.83,164.33,6.83,1003.33,807.33,41.0,between 23.707115153 and 34.44277358
288.25,25.75,88.75,186.25,9.75,997.25,736.75,26.0,greater than 46.13628654
227.59,157.09,63.09,160.09,6.59,977.09,819.09,34.0,less than 23.707115153
241.95,128.45,25.95,162.45,7.45,1011.45,802.45,44.0,greater than 46.13628654
312.49,14.99,81.49,190.49,11.49,959.49,758.49,28.0,greater than 46.13628654
265.31,144.81,20.31,172.81,7.31,1007.81,798.81,39.0,between 34.44277358 and 46.13628654
206.93,211.43,53.43,166.43,9.43,1008.43,793.43,37.0,less than 23.707115153
305.13,11.63,90.63,188.63,10.13,967.63,753.63,25.0,greater than 46.13628654
253.17,134.17,29.17,163.17,6.67,1005.17,808.17,43.0,between 23.707115153 and 34.44277358
285.85,22.35,87.35,185.35,9.85,999.35,739.35,27.0,greater than 46.13628654
236.49,153.99,61.99,160.99,6.49,980.99,820.99,35.0,less than 23.707115153
248.39,127.89,26.89,162.89,7.89,1014.89,803.89,45.0,greater than 46.13628654
317.25,16.75,84.75,192.25,11.75,962.25,762.25,30.0,greater than 46.13628654
270.59,139.09,24.09,174.09,7.59,1016.09,799.09,42.0,between 34.44277358 and 46.13628654
199.21,206.21,51.21,165.21,9.21,1009.21,794.21,38.0,less than 23.707115153
303.63,13.13,91.13,190.13,10.63,969.13,756.13,26.0,greater than 46.13628654
254.83,132.33,30.33,163.83,6.83,1007.83,807.83,41.0,between 23.707115153 and 34.44277358
292.85,24.35,89.35,187.35,9.85,1001.35,743.35,29.0,greater than 46.13628654
230.09,155.59,62.09,160.59,6.09,983.09,817.09,36.0,less than 23.707115153
244.95,128.95,25.95,162.95,7.45,1013.95,802.95,44.0,greater than 46.13628654
316.29,15.29,82.29,191.29,11.29,961.29,761.29,31.0,greater than 46.13628654
269.09,141.09,21.09,173.09,7.09,1017.09,799.09,43.0,between 34.44277358 and 46.13628654
205.93,212.43,53.43,166.43,9.43,1010.43,794.43,39.0,less than 23.707115153
307.13,12.13,90.13,189.13,10.13,967.13,754.13,27.0,greater than 46.13628654
256.17,134.17,29.17,163.17,6.67,1008.17,808.17,45.0,between 23.707115153 and 34.44277358
289.85,23.35,88.35,186.35,9.85,1002.35,741.35,30.0,greater than 46.13628654
240.49,153.99,60.99,160.99,6.49,984.99,819.99,37.0,less than 23.707115153
252.39,127.89,26.89,162.89,7.89,1016.89,803.89,46.0,greater than 46.13628654
320.25,17.75,85.75,193.25,11.75,964.25,764.25,32.0,greater than 46.13628654
274.09,140.59,23.09,174.09,7.59,1018.09,800.09,44.0,between 34.44277358 and 46.13628654
202.21,208.21,51.21,166.21,9.21,1012.21,795.21,40.0,less than 23.707115153
306.63,13.63,92.63,191.63,10.63,970.63,757.63,28.0,greater than 46.13628654
305.1,12.5,95.4,183.2,8.9,955.1,859.1,29.0,between 23.707115153 and 34.44277358
394.8,0.8,0.5,193.9,0.0,968.9,812.9,4.0,less than 23.707115153
407.9,21.9,95.2,168.3,14.4,938.9,845.9,29.0,greater than 46.13628654
238.5,0.5,0.2,187.8,0.5,1119.5,789.5,8.0,less than 23.707115153
424.2,23.2,133.4,179.4,9.1,822.2,750.2,57.0,greater than 46.13628654
491.2,27.2,124.5,202.5,4.5,822.2,699.2,29.0,greater than 46.13628654
223.3,1.0,97.3,190.4,4.8,967.3,870.8,101.0,between 34.44277358 and 46.13628654
375.6,190.6,0.6,171.4,10.6,926.6,756.6,92.0,greater than 46.13628654
501.0,1.0,0.0,141.5,4.5,966.5,853.5,29.0,greater than 46.13628654
517.0,1.0,0.0,163.0,8.5,801.0,802.0,29.0,between 34.44277358 and 46.13628654
314.0,263.0,1.0,176.0,9.0,1047.0,612.0,29.0,greater than 46.13628654
363.0,190.0,1.0,165.0,11.9,945.0,756.0,57.0,greater than 46.13628654
195.3,0.8,100.8,166.3,7.9,1006.8,906.3,15.0,between 23.707115153 and 34.44277358
