cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
479.11,13.21,0.0,184.45,10.19,934.62,751.86,91.0,between 34.44277358 and 46.13628654
194.81,36.74,192.37,155.32,6.29,987.59,837.78,28.0,greater than 46.13628654
240.62,119.19,0.0,194.47,0.0,1122.15,660.99,7.0,less than 23.707115153
220.41,14.89,140.16,194.56,8.33,896.64,821.88,14.0,between 23.707115153 and 34.44277358
370.41,193.87,0.0,179.32,7.44,853.98,744.71,360.0,between 34.44277358 and 46.13628654
173.29,116.05,0.0,187.23,0.0,938.27,861.39,7.0,less than 23.707115153
280.35,146.65,0.0,211.25,0.0,938.72,712.11,28.0,between 34.44277358 and 46.13628654
199.17,102.54,0.0,156.15,11.29,1048.95,787.42,28.0,between 23.707115153 and 34.44277358
442.35,0.0,0.0,172.38,4.14,909.24,855.42,56.0,between 34.44277358 and 46.13628654
335.58,0.0,120.57,194.39,7.24,980.64,769.92,3.0,less than 23.707115153
293.53,0.0,113.29,188.17,5.58,946.75,819.55,7.0,between 23.707115153 and 34.44277358
213.71,0.0,168.85,154.76,4.4,1058.38,799.15,28.0,between 23.707115153 and 34.44277358
336.19,150.29,0.0,189.19,9.81,923.11,780.34,28.0,greater than 46.13628654
169.39,23.75,132.72,122.4,6.25,1080.46,780.13,3.0,less than 23.707115153
555.0,22.5,0.0,165.6,0.0,1040.0,785.0,270.0,greater than 46.13628654
338.71,13.1,0.0,198.25,0.0,980.0,830.0,28.0,between 34.44277358 and 46.13628654
307.81,0.0,116.39,186.29,3.71,1115.63,701.9,56.0,between 23.707115153 and 34.44277358
244.84,27.29,104.48,176.83,10.34,1054.56,740.77,7.0,less than 23.707115153
362.79,0.0,0.0,189.37,7.31,1004.42,794.32,360.0,between 34.44277358 and 46.13628654
189.99,73.41,0.0,197.35,0.0,932.0,819.33,28.0,between 23.707115153 and 34.44277358
230.74,131.59,0.0,183.85,9.14,900.55,792.97,28.0,between 34.44277358 and 46.13628654
305.63,0.0,108.47,193.67,5.41,990.98,775.25,28.0,between 23.707115153 and 34.44277358
180.35,0.0,122.81,168.99,11.19,1004.36,784.16,3.0,less than 23.707115153
290.71,42.63,0.0,206.35,0.0,1054.85,706.85,56.0,between 34.44277358 and 46.13628654
201.49,124.26,0.0,193.38,0.0,959.52,857.16,28.0,between 23.707115153 and 34.44277358
360.61,0.0,0.0,191.63,0.0,987.34,818.78,28.0,between 34.44277358 and 46.13628654
263.55,17.91,115.36,158.26,7.49,1035.41,758.31,14.0,between 23.707115153 and 34.44277358
385.44,69.21,0.0,169.39,8.87,1017.61,766.01,3.0,less than 23.707115153
246.43,36.37,0.0,193.16,4.77,1091.78,746.11,28.0,between 34.44277358 and 46.13628654
209.34,0.0,100.95,194.66,8.91,1039.95,797.21,28.0,between 23.707115153 and 34.44277358
297.22,45.6,105.85,173.38,5.29,985.68,784.77,7.0,between 23.707115153 and 34.44277358
321.85,149.91,0.0,148.85,11.17,945.51,756.87,91.0,greater than 46.13628654
263.19,39.57,0.0,197.89,0.0,960.67,798.11,56.0,between 34.44277358 and 46.13628654
177.34,103.18,143.28,155.74,10.54,963.29,767.46,28.0,between 23.707115153 and 34.44277358
210.36,0.0,162.28,179.76,3.48,910.24,794.41,360.0,between 34.44277358 and 46.13628654
184.55,14.71,0.0,182.88,0.0,1009.61,799.41,14.0,between 23.707115153 and 34.44277358
296.37,134.14,0.0,159.89,6.65,1051.17,740.14,28.0,between 34.44277358 and 46.13628654
321.59,18.42,0.0,192.33,0.0,994.53,765.54,3.0,less than 23.707115153
233.59,80.36,0.0,168.22,4.95,914.22,795.18,28.0,between 23.707115153 and 34.44277358
345.13,0.0,0.0,191.93,0.0,1097.34,744.18,3.0,less than 23.707115153
392.63,75.67,0.0,163.17,14.67,1091.74,751.78,28.0,greater than 46.13628654
175.67,56.67,117.45,192.98,3.59,950.67,817.45,28.0,between 34.44277358 and 46.13628654
283.46,0.0,0.0,189.93,0.0,996.19,736.85,360.0,between 34.44277358 and 46.13628654
193.25,0.0,126.6,196.64,5.83,960.81,799.85,3.0,less than 23.707115153
428.85,24.43,0.0,167.8,0.0,1085.13,698.63,28.0,between 34.44277358 and 46.13628654
312.57,0.0,104.8,183.37,6.25,1028.94,803.81,28.0,between 23.707115153 and 34.44277358
347.28,0.0,110.55,197.38,3.85,969.5,826.47,56.0,greater than 46.13628654
239.88,75.94,0.0,184.23,11.59,1003.38,750.31,7.0,between 23.707115153 and 34.44277358
287.41,0.0,0.0,194.28,0.0,1028.2,794.23,14.0,between 23.707115153 and 34.44277358
204.82,0.0,96.84,189.36,5.16,1081.78,812.26,28.0,between 34.44277358 and 46.13628654
365.14,141.8,0.0,166.71,15.11,887.69,728.21,28.0,between 34.44277358 and 46.13628654
228.22,39.58,0.0,163.35,11.96,942.68,762.34,3.0,less than 23.707115153
