cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
310.23,0.0,0.0,193.15,0.0,969.12,848.24,10.0,between 23.707115153 and 34.44277358
302.41,201.18,0.0,202.35,0.0,963.42,634.95,8.0,between 23.707115153 and 34.44277358
419.85,20.85,131.46,179.52,8.29,824.19,749.32,59.0,greater than 46.13628654
472.19,0.0,0.0,227.88,0.0,930.91,595.17,184.0,between 34.44277358 and 46.13628654
249.85,0.0,95.23,187.01,5.46,955.39,860.42,59.0,between 34.44277358 and 46.13628654
335.42,189.32,0.0,174.62,9.29,943.19,754.92,59.0,greater than 46.13628654
521.92,0.0,0.0,189.46,0.0,1124.91,612.91,185.0,greater than 46.13628654
177.38,130.29,118.14,179.62,3.54,1006.91,746.19,29.0,between 34.44277358 and 46.13628654
230.92,0.0,121.29,173.53,6.68,1055.62,777.98,15.0,between 23.707115153 and 34.44277358
295.46,0.0,0.0,185.92,0.0,1089.42,768.53,29.0,between 23.707115153 and 34.44277358
330.19,0.0,0.0,191.96,0.0,977.46,824.42,9.0,less than 23.707115153
213.46,141.08,0.0,203.23,0.0,973.12,749.85,93.0,between 34.44277358 and 46.13628654
309.92,0.0,0.0,191.96,0.0,969.96,849.85,365.0,between 34.44277358 and 46.13628654
375.19,0.0,0.0,214.42,0.0,1003.12,762.19,30.0,between 23.707115153 and 34.44277358
251.19,0.0,118.03,188.29,5.73,1028.19,757.46,102.0,between 34.44277358 and 46.13628654
140.96,212.03,0.0,203.38,0.0,971.65,748.19,30.0,between 23.707115153 and 34.44277358
