cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
243.21,14.5,110.8,198.4,6.23,1013.9,824.1,14.0,between 23.707115153 and 34.44277358
280.52,14.29,118.39,189.42,5.19,1014.29,784.15,28.0,between 23.707115153 and 34.44277358
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,less than 23.707115153
234.19,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,less than 23.707115153
473.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,between 34.44277358 and 46.13628654
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,between 34.44277358 and 46.13628654
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,less than 23.707115153
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,between 34.44277358 and 46.13628654
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,between 23.707115153 and 34.44277358
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,greater than 46.13628654
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,between 34.44277358 and 46.13628654
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,greater than 46.13628654
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,greater than 46.13628654
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,less than 23.707115153
280.96,16.43,90.41,195.11,9.23,963.89,819.23,14.0,between 23.707115153 and 34.44277358
204.03,10.29,134.85,181.22,4.74,1018.46,764.52,3.0,less than 23.707115153
284.21,20.98,91.49,184.95,6.53,994.11,769.95,28.0,between 23.707115153 and 34.44277358
258.35,5.67,143.19,189.77,11.33,976.67,837.85,7.0,between 23.707115153 and 34.44277358
244.81,18.41,97.58,173.64,7.96,1001.24,751.36,56.0,between 34.44277358 and 46.13628654
299.15,22.93,89.29,194.17,5.18,1026.57,785.91,3.0,less than 23.707115153
201.33,15.64,140.22,185.61,8.46,962.33,812.19,28.0,between 23.707115153 and 34.44277358
282.59,12.53,92.47,191.39,6.85,995.17,777.97,14.0,between 23.707115153 and 34.44277358
256.94,7.32,132.18,182.46,10.25,980.49,835.12,7.0,between 23.707115153 and 34.44277358
269.48,19.21,95.85,187.55,7.29,1008.85,762.43,28.0,between 23.707115153 and 34.44277358
292.86,16.79,88.22,196.37,4.97,1019.34,780.99,3.0,less than 23.707115153
241.29,11.95,135.41,181.44,9.52,969.59,808.41,56.0,between 34.44277358 and 46.13628654
263.76,9.61,142.35,189.19,11.01,983.19,828.59,7.0,between 23.707115153 and 34.44277358
305.18,24.51,91.11,184.24,6.19,1022.64,763.49,3.0,less than 23.707115153
220.85,14.19,97.64,173.93,8.21,1005.85,751.83,28.0,between 23.707115153 and 34.44277358
252.11,6.91,132.74,185.26,10.56,977.41,835.94,14.0,between 23.707115153 and 34.44277358
276.49,18.27,93.53,191.16,7.17,996.87,778.31,7.0,between 23.707115153 and 34.44277358
289.39,20.65,89.85,194.67,5.45,1026.11,786.23,3.0,less than 23.707115153
206.59,12.19,139.98,182.79,9.06,962.15,811.46,56.0,between 34.44277358 and 46.13628654
237.14,8.35,141.63,187.11,10.94,981.47,834.17,7.0,between 23.707115153 and 34.44277358
264.67,17.43,92.99,189.85,6.99,1000.33,765.41,28.0,between 23.707115153 and 34.44277358
295.85,23.51,88.76,196.77,4.93,1019.35,781.43,3.0,less than 23.707115153
245.76,11.49,134.24,180.92,9.22,969.94,808.01,28.0,between 23.707115153 and 34.44277358
267.52,10.19,140.71,186.17,10.55,983.19,828.43,14.0,between 23.707115153 and 34.44277358
304.14,25.09,90.81,184.65,6.03,1022.51,763.93,7.0,between 23.707115153 and 34.44277358
223.39,15.05,96.51,173.67,8.04,1005.28,751.52,56.0,between 34.44277358 and 46.13628654
255.19,7.63,132.27,185.36,10.31,977.81,835.62,3.0,less than 23.707115153
278.39,19.15,93.25,191.39,7.07,997.11,778.81,28.0,between 23.707115153 and 34.44277358
291.49,21.35,89.55,194.59,5.33,1025.99,785.97,3.0,less than 23.707115153
209.19,13.95,140.57,183.39,9.43,962.55,812.27,7.0,between 23.707115153 and 34.44277358
240.49,9.25,141.82,187.49,10.88,981.77,834.57,14.0,between 23.707115153 and 34.44277358
268.11,18.15,92.73,190.31,7.01,1001.11,765.71,28.0,between 23.707115153 and 34.44277358
298.31,24.21,88.41,196.97,4.83,1019.97,781.63,3.0,less than 23.707115153
248.19,12.35,134.81,181.46,9.01,970.29,808.51,56.0,between 34.44277358 and 46.13628654
