cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
266.88,0.0,0.0,184.24,0.0,1053.44,794.19,28.0,between 23.707115153 and 34.44277358
232.46,137.85,0.0,195.65,5.21,960.18,822.39,56.0,between 34.44277358 and 46.13628654
189.23,0.0,114.29,169.48,9.15,1084.21,758.39,3.0,less than 23.707115153
281.39,0.0,0.0,208.19,0.0,994.81,851.48,28.0,between 23.707115153 and 34.44277358
448.21,0.0,0.0,198.42,0.0,1021.35,682.15,180.0,greater than 46.13628654
193.44,189.19,0.0,179.15,3.59,1015.49,741.85,28.0,between 23.707115153 and 34.44277358
316.79,0.0,129.18,204.88,5.88,879.39,730.46,28.0,between 34.44277358 and 46.13628654
128.19,209.85,0.0,193.85,3.01,954.21,794.58,28.0,between 23.707115153 and 34.44277358
375.31,0.0,0.0,214.31,0.0,1008.59,762.81,28.0,between 23.707115153 and 34.44277358
304.85,0.0,0.0,189.24,0.0,975.19,848.35,7.0,less than 23.707115153
332.58,0.0,0.0,191.46,0.0,983.59,823.92,7.0,less than 23.707115153
123.19,183.29,0.0,201.38,0.0,965.42,800.15,3.0,less than 23.707115153
426.19,22.1,131.19,177.19,8.49,828.19,749.35,56.0,greater than 46.13628654
251.93,0.0,95.19,187.65,5.54,963.29,861.29,56.0,between 34.44277358 and 46.13628654
339.85,188.85,0.0,174.85,9.5,950.45,755.95,56.0,greater than 46.13628654
160.93,185.93,0.0,175.29,11.25,995.93,789.93,28.0,between 23.707115153 and 34.44277358
306.85,202.85,0.0,202.85,0.0,971.85,636.15,7.0,between 23.707115153 and 34.44277358
231.19,0.0,121.19,173.19,6.7,1063.35,777.95,14.0,between 23.707115153 and 34.44277358
199.46,131.46,0.0,191.46,0.0,984.96,824.96,360.0,between 34.44277358 and 46.13628654
252.19,0.0,118.19,188.19,5.75,1034.85,757.19,100.0,between 34.44277358 and 46.13628654
236.59,156.59,0.0,192.59,0.0,977.41,749.41,7.0,less than 23.707115153
349.85,0.0,0.0,192.39,0.0,1053.29,805.85,7.0,less than 23.707115153
165.49,0.01,143.39,163.29,0.0,1012.19,901.19,3.0,less than 23.707115153
213.85,0.0,124.75,159.39,7.85,1091.35,799.39,56.0,between 34.44277358 and 46.13628654
202.19,11.19,141.39,206.19,1.75,943.95,801.95,7.0,less than 23.707115153
212.07,0.0,121.39,180.29,5.65,1063.19,778.95,3.0,less than 23.707115153
212.98,140.98,0.0,202.98,0.0,977.19,749.98,90.0,between 34.44277358 and 46.13628654
311.19,0.0,0.0,192.85,0.0,974.59,850.85,360.0,between 34.44277358 and 46.13628654
475.85,0.0,0.0,228.19,0.0,936.59,594.59,180.0,between 34.44277358 and 46.13628654
381.19,150.85,0.0,153.19,15.85,1140.19,606.19,28.0,greater than 46.13628654
201.19,199.85,0.0,189.19,0.0,1149.85,660.19,28.0,greater than 46.13628654
140.19,212.19,0.0,203.19,0.0,977.85,748.85,28.0,between 23.707115153 and 34.44277358
