sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.5963531,0.45642444,0.17062445,1.022602,0.44023323,0.22795309,0.33882663,greater than 11.0
I,0.6194127,0.5017558,0.18012471,1.1528099,0.48836172,0.25437295,0.35102338,between 9.0 and 11.0
M,0.31979734,0.24563444,0.07954371,0.12572084,0.049076337,0.038718753,0.04652084,between 9.0 and 11.0
I,0.5066929,0.38740242,0.121190704,0.6579055,0.24338686,0.14072485,0.16491333,between 8.0 and 9.0
M,0.3917479,0.32629973,0.119257,0.23679847,0.14463499,0.042754725,-0.058720984,greater than 11.0
F,0.5619574,0.44221285,0.074998245,0.9529001,0.5318677,0.22059935,0.28017196,greater than 11.0
I,0.6630657,0.5134127,0.20664632,1.5419395,0.6385163,0.3545799,0.45252153,between 8.0 and 9.0
F,0.63066727,0.5086093,0.17733258,1.0938429,0.5050187,0.25526506,0.35225174,greater than 11.0
F,0.7047076,0.5571474,0.17577723,1.7508727,0.925722,0.3465906,0.5089848,greater than 11.0
I,0.74670595,0.60107785,0.19910918,2.034017,1.2062212,0.46567476,0.514314,greater than 11.0
I,0.6430071,0.47899398,0.1703372,0.9930015,0.40216473,0.21473248,0.39071003,between 9.0 and 11.0
F,0.6748492,0.5466938,0.19382164,1.8181002,0.87989146,0.3930588,0.5304275,greater than 11.0
M,0.5543725,0.46840453,0.15884821,0.7301503,0.2596767,0.14619681,0.2897892,between 9.0 and 11.0
F,0.64510095,0.5306195,0.16890076,1.467884,0.69830227,0.32859242,0.43301192,greater than 11.0
M,0.44739196,0.35652795,0.11587415,0.5180527,0.21114692,0.13160759,0.18518887,between 9.0 and 11.0
M,0.38468567,0.31500024,0.08751438,0.28443938,0.11655927,0.04665578,0.101757206,between 9.0 and 11.0
