sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.62404954,0.5000869,0.17016822,1.2648419,0.56509703,0.28364247,0.34778982,greater than 11.0
M,0.6694789,0.5267036,0.17569375,1.3058947,0.5890902,0.3111974,0.3366156,greater than 11.0
I,0.3945341,0.2955011,0.09507247,0.25225595,0.11483864,0.061411,0.07612945,between 8.0 and 9.0
I,0.4972292,0.39190292,0.08734358,0.4690851,0.16674542,0.09973824,0.173148,greater than 11.0
I,0.39672473,0.29347944,0.08650605,0.26301423,0.11899718,0.065776385,0.07875807,less than 8.0
M,0.38253024,0.30175856,0.11231148,0.372722,0.17324942,0.07342159,0.11165147,less than 8.0
F,0.39798754,0.3066108,0.098260716,0.31496012,0.13620631,0.054043863,0.08587141,between 9.0 and 11.0
M,0.48578563,0.37941906,0.1486724,0.5997132,0.22415556,0.12927528,0.20265517,between 9.0 and 11.0
M,0.6521579,0.503801,0.19722663,1.3327003,0.50270075,0.273788,0.40806836,greater than 11.0
I,0.33222538,0.24472949,0.08473713,0.13397473,0.06430746,0.022749718,0.0467632,between 8.0 and 9.0
M,0.5048804,0.38548478,0.13017187,0.548497,0.2202404,0.12612396,0.17316179,greater than 11.0
F,0.6305116,0.4972275,0.18077327,1.3061178,0.55574834,0.32722706,0.33868617,greater than 11.0
F,0.6551725,0.5333916,0.15279481,1.7331394,0.88320154,0.28010178,0.43774885,between 9.0 and 11.0
F,0.7409607,0.5698364,0.19848667,2.3002503,1.1447846,0.48602682,0.5066295,between 9.0 and 11.0
F,0.51194465,0.38642758,0.13150302,0.6472433,0.25120723,0.15537545,0.21267822,between 9.0 and 11.0
F,0.6817223,0.5344175,0.1846891,1.7743237,0.78810465,0.26665634,0.5729297,greater than 11.0
I,0.47348395,0.35997516,0.116885275,0.4146947,0.17153977,0.07618254,0.15506828,between 8.0 and 9.0
M,0.5475332,0.42641565,0.14441374,0.8233868,0.37462643,0.16713461,0.21843664,between 9.0 and 11.0
I,0.422492,0.3124202,0.10497833,0.34017113,0.1591104,0.06448102,0.10339186,between 9.0 and 11.0
M,0.5016708,0.3770988,0.15240425,0.6348734,0.2932385,0.13542394,0.19070101,between 9.0 and 11.0
F,0.50223064,0.41228804,0.14545996,0.7139383,0.2576812,0.15448001,0.23447233,greater than 11.0
M,0.48765972,0.3761693,0.13522094,0.6179872,0.20127647,0.13542865,0.21245576,greater than 11.0
M,0.59239644,0.45860305,0.12800851,0.85138214,0.37143913,0.17058398,0.2667288,greater than 11.0
I,0.21763614,0.13645895,0.08118513,0.11291811,0.042524822,0.005679769,0.044246253,less than 8.0
I,0.44892773,0.34055448,0.0896024,0.38680592,0.14864393,0.097001255,0.11356229,between 9.0 and 11.0
F,0.3749963,0.2772726,0.09450677,0.23450978,0.10087349,0.042453222,0.075854965,less than 8.0
F,0.6436381,0.4911279,0.16571498,1.3639934,0.63669103,0.27548257,0.35490218,between 9.0 and 11.0
M,0.68010515,0.5203835,0.1812359,1.4724599,0.6457712,0.33542132,0.42065853,greater than 11.0
I,0.38268068,0.27655888,0.10202818,0.28582412,0.14563271,0.045334667,0.08117624,less than 8.0
F,0.5748968,0.45077828,0.1445738,0.85448086,0.28710768,0.16674535,0.31953526,between 8.0 and 9.0
I,0.4685682,0.35750112,0.09494721,0.41729853,0.17622297,0.09772228,0.15382096,greater than 11.0
F,0.66249424,0.5166486,0.20208944,1.3432019,0.6308641,0.3185574,0.32442817,between 9.0 and 11.0
M,0.5025388,0.3749385,0.120098434,0.6390521,0.20097704,0.14591248,0.23923156,between 9.0 and 11.0
M,0.5790302,0.48563108,0.1675164,1.1452436,0.43808687,0.27154055,0.37736705,greater than 11.0
M,0.59442097,0.44156194,0.13539618,0.8163205,0.3610583,0.173629,0.2731254,between 9.0 and 11.0
F,0.3870925,0.29953253,0.11430795,0.2858708,0.13771775,0.05602226,0.072103366,less than 8.0
M,0.61344016,0.5058173,0.17733097,1.0790561,0.44178998,0.22302705,0.37901062,between 9.0 and 11.0
I,0.38194177,0.28646806,0.0833677,0.27602732,0.12274092,0.06608431,0.08253541,less than 8.0
M,0.3115722,0.23841475,0.067308754,0.13595174,0.05626111,0.02914677,0.04605769,less than 8.0
M,0.46149087,0.3626032,0.12148915,0.47779647,0.19023705,0.106384605,0.13717395,greater than 11.0
M,0.6530069,0.49986714,0.187909,1.2700199,0.48173723,0.31775126,0.4134675,greater than 11.0
I,0.53118914,0.41736186,0.13793091,0.7576199,0.31430802,0.16504818,0.21855228,between 9.0 and 11.0
F,0.7327138,0.58693063,0.2403729,2.1516335,0.99724466,0.52101964,0.6003084,greater than 11.0
M,0.5814943,0.45220667,0.15745983,0.8833447,0.3276313,0.20815133,0.2644101,between 9.0 and 11.0
F,0.6299732,0.49744263,0.16093425,1.2073954,0.6047606,0.22380549,0.31030083,between 9.0 and 11.0
I,0.4267886,0.34939745,0.11316522,0.4076145,0.17401268,0.10428545,0.107818425,greater than 11.0
M,0.5549613,0.42801413,0.13153175,0.79069746,0.19736254,0.2192731,0.2422758,greater than 11.0
F,0.6300717,0.50619054,0.2017786,1.2686105,0.49080884,0.32349217,0.36972994,between 9.0 and 11.0
M,0.64383996,0.49391904,0.16803825,1.1011097,0.48572108,0.29454893,0.28381446,greater than 11.0
I,0.4207479,0.29806337,0.11679803,0.34131545,0.17244199,0.06323589,0.102258876,less than 8.0
I,0.5495607,0.41499263,0.17183553,0.73325986,0.28458714,0.14036594,0.23060192,greater than 11.0
I,0.2682559,0.20405151,0.08134778,0.08467963,0.037004303,0.015836386,0.026853241,less than 8.0
M,0.46997672,0.36102444,0.11303606,0.41378573,0.20742099,0.085591294,0.10151029,between 9.0 and 11.0
M,0.5302753,0.4026792,0.14004801,0.6531864,0.2328327,0.14501818,0.216304,greater than 11.0
F,0.6286018,0.5119642,0.19149399,1.345767,0.54792243,0.3023331,0.40462676,greater than 11.0
F,0.67143756,0.5491135,0.1948079,1.7000577,0.652191,0.28272018,0.5288886,greater than 11.0
M,0.440235,0.34231737,0.117728494,0.4424029,0.2418692,0.078344926,0.10021008,less than 8.0
F,0.5338621,0.4154675,0.1381101,0.73050904,0.29052967,0.17530967,0.1874649,between 9.0 and 11.0
I,0.49869332,0.37081608,0.12261837,0.57375187,0.26434207,0.106185816,0.16813418,between 8.0 and 9.0
M,0.52197003,0.39228055,0.13084894,0.6419995,0.29765236,0.12549657,0.17003019,greater than 11.0
M,0.54571784,0.43196347,0.12886658,0.8827588,0.42721516,0.20609577,0.21065803,between 8.0 and 9.0
I,0.35359582,0.2760923,0.094804466,0.26845083,0.12667625,0.047593314,0.08183453,less than 8.0
M,0.5991387,0.45795602,0.14441718,0.90738904,0.42462465,0.16636658,0.28045917,between 9.0 and 11.0
F,0.61390007,0.50642884,0.21309623,1.3927791,0.4721188,0.3116003,0.43331835,greater than 11.0
M,0.4986371,0.36709896,0.12645566,0.5781455,0.27876332,0.111056484,0.17717887,between 8.0 and 9.0
I,0.4710286,0.34747577,0.13274945,0.49062595,0.22984472,0.10632058,0.119070336,between 8.0 and 9.0
M,0.58356786,0.45164645,0.15292689,1.1716739,0.5460886,0.2534869,0.31899738,between 9.0 and 11.0
I,0.39132425,0.300506,0.08986235,0.26254883,0.105076574,0.047456603,0.08926488,less than 8.0
I,0.410212,0.31105226,0.107651755,0.3064091,0.14688535,0.06257195,0.08262143,between 8.0 and 9.0
M,0.40703458,0.31459504,0.10404289,0.35708535,0.15518029,0.06730816,0.12301623,less than 8.0
I,0.41042247,0.31525376,0.11173131,0.3366711,0.15661994,0.06887047,0.09886616,between 9.0 and 11.0
F,0.5680226,0.45818678,0.15629789,0.9061921,0.41831958,0.2097897,0.25578862,between 9.0 and 11.0
F,0.59866625,0.47101554,0.17473875,1.151057,0.39760554,0.22252019,0.34367302,greater than 11.0
F,0.6763595,0.5312624,0.17047128,1.7294587,0.7996953,0.34658304,0.47297502,greater than 11.0
I,0.642454,0.5137316,0.16551784,1.066302,0.47942665,0.25612107,0.27752385,between 9.0 and 11.0
M,0.62203723,0.48108715,0.17730704,1.2191983,0.58028203,0.2334826,0.34120846,between 9.0 and 11.0
F,0.60035306,0.48021472,0.14275324,1.166737,0.3782244,0.25271583,0.3344431,greater than 11.0
F,0.5954559,0.46132493,0.1684673,1.0026466,0.4717173,0.21317834,0.2758499,less than 8.0
M,0.5555732,0.4415083,0.14739926,0.86497027,0.3435679,0.19531971,0.27910367,greater than 11.0
M,0.49100196,0.36878034,0.1438385,0.59776425,0.21644306,0.118899144,0.2322924,between 9.0 and 11.0
I,0.43011838,0.34202388,0.12607604,0.45685682,0.21029544,0.10699427,0.11733858,between 8.0 and 9.0
