sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.466104,0.36921751,0.14417973,0.56030285,0.21927574,0.10785753,0.16304833,between 8.0 and 9.0
F,0.5897414,0.44497856,0.13722743,0.88870096,0.42791215,0.14394313,0.28840384,between 8.0 and 9.0
M,0.40831974,0.34757003,0.08170556,0.3189822,0.16829434,0.057585984,0.08522888,less than 8.0
M,0.5534057,0.4348219,0.11839791,0.7283316,0.31289434,0.14902778,0.22839276,greater than 11.0
F,0.4298003,0.3419307,0.10460849,0.31489435,0.0882356,0.09617266,0.10152268,between 9.0 and 11.0
F,0.61448956,0.48839742,0.15020932,1.0577208,0.5076519,0.23525034,0.2874999,greater than 11.0
M,0.5169077,0.40639827,0.12889013,0.69525087,0.2659101,0.15572909,0.2375332,between 9.0 and 11.0
F,0.47690156,0.34319058,0.09967929,0.40834302,0.1639771,0.07624116,0.13924752,greater than 11.0
F,0.57248336,0.4561202,0.16339287,1.2939911,0.4661426,0.2752625,0.35584942,greater than 11.0
M,0.7174691,0.5559215,0.22255255,2.168383,1.0215367,0.4511647,0.55614585,between 9.0 and 11.0
F,0.74192864,0.5772061,0.20824432,1.8857731,0.9619993,0.44254217,0.54220176,between 9.0 and 11.0
F,0.6945964,0.55285954,0.18235007,1.3052802,0.66529953,0.32613242,0.36341754,between 9.0 and 11.0
F,0.30162466,0.19101079,0.07438499,0.19591455,0.07341082,0.053066023,0.046034332,less than 8.0
F,0.5220564,0.42060742,0.14364062,0.907478,0.32785338,0.21867567,0.27918923,greater than 11.0
F,0.18310452,0.124605134,0.043359227,0.05254733,0.014855286,0.0065821456,0.026099361,less than 8.0
F,0.6243846,0.5129329,0.18606445,1.3713957,0.5687308,0.28305858,0.39363736,between 9.0 and 11.0
I,0.53257155,0.42843324,0.14895788,0.7136168,0.34318045,0.18047911,0.18846034,between 9.0 and 11.0
I,0.7075984,0.5655828,0.17934887,1.7825342,0.947684,0.38148957,0.49160892,between 9.0 and 11.0
I,0.42987698,0.30758986,0.090988606,0.30895036,0.13206393,0.07131044,0.09774838,between 9.0 and 11.0
M,0.24373335,0.156678,0.07651968,0.1426597,0.04450968,0.02563997,0.019451695,less than 8.0
F,0.6350745,0.50595194,0.15323383,1.0616815,0.45718056,0.25011128,0.2728786,between 8.0 and 9.0
I,0.56275797,0.46793658,0.16219608,0.9948373,0.3899879,0.20740847,0.31841913,greater than 11.0
I,0.5534052,0.44383726,0.15017876,0.8696678,0.41706598,0.20650029,0.20438133,between 8.0 and 9.0
F,0.5748251,0.45938414,0.16080315,0.9925146,0.4405921,0.21629435,0.27593595,greater than 11.0
I,0.62032276,0.4854072,0.13604087,1.0377486,0.48983565,0.16981745,0.25070733,between 8.0 and 9.0
I,0.48458254,0.38561398,0.12589091,0.53155595,0.22812934,0.10184609,0.1832508,greater than 11.0
F,0.51169217,0.42791227,0.1265126,0.665346,0.3311355,0.20855375,0.16167088,between 9.0 and 11.0
F,0.4155616,0.3271818,0.09636288,0.29937002,0.15855266,0.0689537,0.07953968,less than 8.0
F,0.4001852,0.3059457,0.093989775,0.3247065,0.10655556,0.058125097,0.14961462,greater than 11.0
F,0.3961783,0.3029421,0.111243665,0.25394753,0.08894468,0.05774007,0.05625225,less than 8.0
F,0.6620046,0.5298064,0.1717252,1.4789445,0.7385019,0.28375858,0.35779625,between 9.0 and 11.0
M,0.44389808,0.33527505,0.11385378,0.35959572,0.1625309,0.081499234,0.10545455,less than 8.0
F,0.62371075,0.49435702,0.1754717,1.3703465,0.5515792,0.2714006,0.4482798,greater than 11.0
M,0.5941067,0.48345143,0.18425898,1.3247002,0.420125,0.31385538,0.33873656,greater than 11.0
F,0.5622651,0.42459783,0.13038024,0.8679648,0.41120806,0.17678985,0.22824606,greater than 11.0
F,0.51217777,0.4195962,0.14690077,0.718216,0.22911274,0.17183882,0.22727385,greater than 11.0
F,0.5759279,0.44814467,0.15158585,0.97976667,0.47192776,0.2670705,0.258566,greater than 11.0
M,0.41159028,0.32417136,0.113330126,0.3254751,0.14011852,0.06915072,0.09513358,less than 8.0
F,0.32171318,0.2718763,0.12100512,0.25942186,0.07100982,0.07865624,0.10230943,greater than 11.0
