sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
M,0.5359685,0.4239597,0.15373972,0.78605205,0.34675002,0.1936879,0.22561455,between 9.0 and 11.0
I,0.52046716,0.39899027,0.17963408,0.5917051,0.24526064,0.14270473,0.17966144,between 8.0 and 9.0
F,0.6468899,0.5006443,0.17597552,1.3849837,0.67261213,0.26949748,0.34879926,between 8.0 and 9.0
F,0.69649464,0.5348696,0.2043106,1.9677367,0.8863276,0.47322717,0.47239712,between 8.0 and 9.0
F,0.5271092,0.43749982,0.16989957,0.8779495,0.3062296,0.16945346,0.3402723,between 8.0 and 9.0
M,0.6125014,0.46586818,0.17061915,1.0399358,0.4531958,0.20439476,0.32290947,less than 8.0
M,0.5171634,0.39022064,0.119799756,0.66856426,0.23951027,0.13293765,0.24083863,greater than 11.0
M,0.5361718,0.4030455,0.1332311,0.7299244,0.29359317,0.19227141,0.23200405,greater than 11.0
F,0.66520876,0.5358546,0.16944298,1.6159147,0.65544176,0.36333284,0.42874646,greater than 11.0
F,0.48121387,0.3650979,0.12168105,0.58470416,0.24022284,0.10610714,0.20886292,between 8.0 and 9.0
M,0.7295928,0.5651387,0.19613557,1.9257798,0.9696014,0.39817372,0.50760067,greater than 11.0
F,0.73853946,0.5661825,0.20023221,1.8468156,0.8328442,0.4147939,0.41518188,greater than 11.0
I,0.6376946,0.49448586,0.17367202,1.0327659,0.5109666,0.21455874,0.26441586,between 8.0 and 9.0
I,0.60942787,0.48423278,0.17961492,1.1985359,0.45024148,0.28867835,0.34027946,between 8.0 and 9.0
F,0.5396512,0.42587596,0.15476671,0.8693179,0.25607124,0.1891899,0.306084,greater than 11.0
I,0.53013325,0.41945863,0.1299065,0.756246,0.36084488,0.19960183,0.18498313,less than 8.0
F,0.73091567,0.55113155,0.19996066,2.0785592,0.9012558,0.48078406,0.5329384,between 8.0 and 9.0
F,0.56410885,0.43707553,0.16332288,0.8323821,0.35361138,0.1845198,0.25527602,between 8.0 and 9.0
I,0.57166255,0.45669526,0.16147132,0.90333974,0.36616454,0.2023413,0.32741028,greater than 11.0
M,0.5792436,0.4475959,0.15453519,0.8374025,0.35990652,0.17651537,0.20139991,between 8.0 and 9.0
M,0.53199154,0.43375528,0.1360871,0.9293301,0.28770605,0.21608134,0.3254921,greater than 11.0
F,0.51322335,0.41703588,0.11377503,0.78884476,0.34320652,0.16538155,0.21017507,greater than 11.0
F,0.58705395,0.47485134,0.16931896,1.1126466,0.43223384,0.24587439,0.38085982,greater than 11.0
M,0.75752205,0.5865602,0.24643639,2.0065117,0.9381048,0.4327412,0.5036893,greater than 11.0
I,0.41107658,0.31319755,0.11047933,0.31368336,0.16716991,0.08469481,0.09366386,less than 8.0
F,0.6079612,0.49370667,0.15057655,1.1156715,0.5029759,0.24898408,0.31555298,between 8.0 and 9.0
F,0.57680506,0.44764307,0.1397358,0.9267826,0.47882286,0.19102909,0.21547687,between 8.0 and 9.0
F,0.3052333,0.22207282,0.0792121,0.11819847,0.0574186,0.016788572,0.030075219,less than 8.0
I,0.5914706,0.46395248,0.16755188,1.1210741,0.4929747,0.21492663,0.28766564,between 8.0 and 9.0
I,0.595649,0.45819375,0.16201629,1.097162,0.55830795,0.2062168,0.29033762,between 9.0 and 11.0
I,0.46182021,0.36900023,0.11477021,0.43268278,0.20222369,0.099229045,0.15635264,between 9.0 and 11.0
F,0.5685978,0.4748952,0.15825354,1.1396745,0.3970695,0.25530058,0.3932275,greater than 11.0
M,0.5760634,0.43457028,0.13571964,0.8429611,0.4373239,0.15917201,0.23559126,between 8.0 and 9.0
