sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.6816929,0.5254145,0.20322227,1.4961098,0.62008846,0.33524287,0.4627013,between 9.0 and 11.0
M,0.49772394,0.39618114,0.13997108,0.66985166,0.25355583,0.18492004,0.21345033,greater than 11.0
M,0.687521,0.5347268,0.16931182,1.6037787,0.7622392,0.36622527,0.41322222,greater than 11.0
M,0.6602259,0.5258366,0.20144162,1.3935192,0.6334035,0.25643468,0.40838635,greater than 11.0
M,0.5527764,0.45555925,0.13595378,0.82075405,0.34180123,0.18550606,0.24199389,between 9.0 and 11.0
I,0.31248015,0.21006441,0.07571236,0.103644565,0.044453464,0.021191018,0.030330826,between 8.0 and 9.0
I,0.3685329,0.25297683,0.08980571,0.21484615,0.08996711,0.04795833,0.056753967,between 8.0 and 9.0
F,0.5742269,0.47579637,0.14738742,1.1692165,0.46738452,0.23765133,0.35166994,between 9.0 and 11.0
M,0.5543201,0.43945965,0.14879848,0.7510687,0.35867321,0.17650269,0.23062375,greater than 11.0
M,0.5544728,0.44195545,0.14359841,0.9262616,0.29148006,0.20499282,0.3103879,greater than 11.0
M,0.5939038,0.48971623,0.12926817,1.1360396,0.561472,0.24939187,0.2545012,between 8.0 and 9.0
I,0.4279011,0.33053553,0.12177952,0.3476759,0.18892978,0.08561158,0.08392754,less than 8.0
F,0.6186074,0.49012107,0.13118972,1.1457139,0.58915514,0.23226655,0.29164463,between 9.0 and 11.0
I,0.3097362,0.22777712,0.060287602,0.15094452,0.07367823,0.04898167,0.026255963,less than 8.0
M,0.71811783,0.57067066,0.18874896,1.9987909,1.0088873,0.42174754,0.47947365,between 9.0 and 11.0
M,0.5796031,0.46161267,0.13211802,1.067554,0.4856083,0.24090694,0.29268834,greater than 11.0
M,0.54837483,0.4281836,0.12960994,0.7302018,0.24833652,0.1725386,0.26549196,greater than 11.0
M,0.54417646,0.42119485,0.14976884,0.8424569,0.29695508,0.22688714,0.26499063,between 9.0 and 11.0
I,0.45133585,0.3289361,0.10547413,0.40141684,0.18184766,0.07619932,0.12261682,between 8.0 and 9.0
M,0.49681056,0.3879288,0.10459589,0.5671422,0.25619283,0.14124036,0.14757831,greater than 11.0
M,0.49701446,0.39460114,0.14070038,0.70828044,0.31262827,0.15625374,0.21708128,between 9.0 and 11.0
M,0.3203202,0.22615755,0.073043786,0.17391251,0.08168022,0.049820393,0.053906,less than 8.0
F,0.5993901,0.4844284,0.14672261,0.918369,0.40168613,0.19269884,0.29350623,between 9.0 and 11.0
I,0.31560558,0.2065986,0.07360893,0.15545915,0.06816261,0.029744754,0.040966976,less than 8.0
I,0.2350092,0.16630557,0.06669605,0.070133224,0.028454563,0.021554165,0.020838564,between 9.0 and 11.0
F,0.67279434,0.5305127,0.16467018,1.565882,0.8138776,0.34910753,0.35798666,between 9.0 and 11.0
F,0.5078867,0.4051999,0.12483396,0.49074656,0.21731675,0.09904747,0.1517013,between 8.0 and 9.0
M,0.5449099,0.4394879,0.14423634,0.9015281,0.41126555,0.1921854,0.25041687,between 9.0 and 11.0
M,0.67986375,0.542414,0.19140922,1.6498175,0.71206415,0.39373493,0.4370147,greater than 11.0
M,0.38917384,0.32366493,0.14190511,0.28063992,0.06810149,0.057225347,0.10926972,between 9.0 and 11.0
I,0.46689278,0.3567564,0.10708886,0.45547494,0.18902008,0.10134941,0.11994746,between 9.0 and 11.0
M,0.5892575,0.4712642,0.15360072,1.138664,0.54474485,0.25884342,0.29095432,between 9.0 and 11.0
F,0.741332,0.556348,0.20074798,1.8139956,0.83194673,0.4707505,0.4536808,greater than 11.0
F,0.58367324,0.44828165,0.1715537,0.9546492,0.25813332,0.20190874,0.41659397,greater than 11.0
I,0.42346904,0.3375557,0.12518819,0.46668446,0.21905188,0.11616592,0.11706888,between 8.0 and 9.0
M,0.5486144,0.4189984,0.16218969,0.88524306,0.3578805,0.1860713,0.2701145,between 9.0 and 11.0
I,0.5021332,0.39581284,0.12944004,0.6787718,0.24263564,0.17349625,0.21111673,greater than 11.0
I,0.40117556,0.28964543,0.09769271,0.34663263,0.16729198,0.07921837,0.082408726,less than 8.0
I,0.5140936,0.38389245,0.13921629,0.68823165,0.26656651,0.16384782,0.20224033,between 9.0 and 11.0
