sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.3074558913317524,0.5653700398100429,0.18882844100705642,0.6328243583150628,0.42240757207587054,0.4765601564137792,0.4969691179971325,greater than 11.0
M,0.6667260930589227,0.17430876190476696,0.06979123230991342,1.9343449329611848,0.9797813483000605,0.10156611288680349,0.16970723004736799,less than 8.0
F,0.43431241245674945,0.1885839620851659,0.06747731466067913,1.580104084975497,0.20628247779810713,0.2757396638031804,0.5313231612111133,greater than 11.0
F,0.35302548710661463,0.5062050012093694,0.19119978793900227,1.7676606233845678,0.1924653023776051,0.3948811144915155,0.6766750051213882,greater than 11.0
M,0.1918344121985907,0.46131596651819323,0.08579186217074349,0.28961439904909336,0.45435598866915095,0.4165332763261157,0.0708033931345076,less than 8.0
M,0.595573425267244,0.13822044370663644,0.08356008863362395,1.2342198738827275,0.4846133141412769,0.3200855197510619,0.3425477862955981,less than 8.0
F,0.4083622954648435,0.5435223243176698,0.21460472160056554,1.4595244731632866,0.5151267527823007,0.4478504710142507,0.1968725170756935,greater than 11.0
I,0.6528287031130091,0.4187439658661512,0.12510464647577146,0.5010535520668905,0.20047915869022867,0.5160325270141058,0.2569800543446164,between 9.0 and 11.0
F,0.24826338856742747,0.5818103941244311,0.08124965631091192,0.777422801272036,0.770963675955118,0.1865469301368868,0.6907926091211372,greater than 11.0
M,0.43765602458357555,0.1381328481133619,0.09841313531228651,1.3452795055666358,0.4815205643602638,0.14651570012551335,0.6505847043646197,greater than 11.0
F,0.4435155252104033,0.20790340591709863,0.04819982280454183,0.9908847495118102,0.41388057089354685,0.1569706458458255,0.44026989762400026,less than 8.0
M,0.3961950182473498,0.14790985264689374,0.02914006277134194,0.33257144679077005,0.17295815116783472,0.011517003891727766,0.38992786083503195,less than 8.0
I,0.7042924498705707,0.143488850868177,0.14678169686234488,0.19554459797649057,0.08737434402443366,0.4346831416470534,0.5786034122443356,less than 8.0
F,0.6994525714052025,0.5642191983110706,0.0914397955793766,1.0349694131523348,0.7322301369708762,0.2504207675387894,0.5733364670338088,greater than 11.0
M,0.2685017125583608,0.2460531970959215,0.05375158853364393,2.1651062037869293,1.070903769176524,0.0233143681713228,0.2940378162763552,less than 8.0
I,0.5695755961436237,0.2558093032877095,0.054072842044748985,1.858940514774284,0.09656824990334938,0.07853058671002151,0.2318636441421425,greater than 11.0
F,0.5833320302271,0.22747819644834189,0.0784629139525004,1.7611389075250532,0.3410910071871885,0.08341833533363867,0.06917957461296133,less than 8.0
M,0.6741549105315934,0.23590097874914656,0.14559145634409232,1.0965359780976556,1.2247197201383853,0.2669102643419839,0.7064221704772262,greater than 11.0
M,0.20082378733180073,0.605900693769582,0.20467110805671915,1.4714595721121304,0.6094243398413702,0.11772005674004815,0.44891299392115624,greater than 11.0
F,0.3637574958917662,0.2767567778361644,0.12452890665922706,1.9911207918985945,1.0710095201330823,0.4067670257946364,0.7253782594209853,greater than 11.0
F,0.3001167692868649,0.3685488011338409,0.18729646125953023,1.3555017485458218,1.233666981227035,0.4026137022250441,0.6562817467361145,greater than 11.0
M,0.2612084032241759,0.15125941923278735,0.021678649653032792,0.6647261730749665,0.5971721261451745,0.5184070702886135,0.04384534193172936,less than 8.0
I,0.6256229718575842,0.3919082306442825,0.0760848997716098,1.9874919757441931,0.440622254687601,0.2625253270667408,0.5185373754616943,greater than 11.0
F,0.3482949458336637,0.37030314778734197,0.10003416447750786,1.5408948707621797,1.0084234119548119,0.12028136043880085,0.2011656341873907,less than 8.0
F,0.6189450962199671,0.20251557190189734,0.165870937800517,0.6993619415181914,1.0794702961930274,0.19792128364568082,0.26992585527513535,less than 8.0
F,0.27429436819032693,0.36300683103481673,0.10264093897066398,0.563418497374713,0.8021937649963355,0.21793491540572904,0.38716632133786083,less than 8.0
M,0.5644226835787264,0.1795584177015558,0.1516201704823481,1.7797029961552915,0.8285275669344262,0.36587824835813454,0.4912671592096428,between 9.0 and 11.0
I,0.7098577962856196,0.38285171522412287,0.07060014340528788,0.559208104399914,1.2345448589218482,0.45452208909290537,0.16708423878099335,less than 8.0
I,0.6960953885561849,0.4688651207481204,0.17424514574237043,1.7460145038713357,0.811304172682141,0.24052103868307087,0.5779744259427326,greater than 11.0
I,0.43019173259859655,0.17955640976414994,0.13321010608126713,2.2683760295766717,1.1576121092687943,0.3361017424294596,0.18128474326028465,less than 8.0
I,0.23070260197104409,0.5454673761157297,0.09578835809480125,1.2767961023452812,0.06241267615215028,0.22234948134567425,0.472313643927968,greater than 11.0
