sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.76192826,0.6193528,0.2138229,2.4691417,1.1317028,0.7086098,0.4861004,greater than 11.0
F,0.8007512,0.57793,0.20625325,2.5645854,1.1941812,0.79141206,0.23583901,greater than 11.0
F,0.56365824,0.42703623,0.1555083,0.7842539,0.4335337,0.17988247,0.1891162,between 8.0 and 9.0
M,0.40970385,0.35202026,0.09978022,0.36649346,0.1917192,0.069810495,0.09123952,greater than 11.0
F,0.55285656,0.4340422,0.1678729,0.9627426,0.38767573,0.23089263,0.3353318,greater than 11.0
M,0.5690666,0.43216762,0.14578639,0.9533494,0.43129566,0.23348317,0.21334355,between 8.0 and 9.0
F,0.673334,0.55475956,0.18091118,1.6990057,0.75912744,0.30606356,0.48296633,greater than 11.0
M,0.6049282,0.46630824,0.15456189,1.1592222,0.71913457,0.22010821,0.27511644,between 9.0 and 11.0
F,0.33837727,0.25124326,0.1022407,0.26290795,0.16469435,0.08210064,0.020792061,less than 8.0
F,0.51722515,0.39373776,0.120687336,0.55631137,0.32763094,0.094900586,0.13068639,between 8.0 and 9.0
F,0.7406317,0.58242106,0.19805063,2.0562694,0.9341945,0.41599247,0.48218128,greater than 11.0
M,0.59684324,0.44806653,0.13209736,0.9681485,0.45889512,0.23131327,0.27733672,greater than 11.0
M,0.5388897,0.39957553,0.12806866,0.72432756,0.23718669,0.12252786,0.2922014,between 9.0 and 11.0
F,0.59503436,0.47310916,0.168746,1.1329937,0.61788064,0.23268038,0.24332248,between 8.0 and 9.0
M,0.6029462,0.483305,0.14424452,1.0568076,0.47809216,0.23278303,0.30829814,greater than 11.0
F,0.60786086,0.49516135,0.17244618,0.8989384,0.404875,0.19896643,0.27967712,greater than 11.0
F,0.59264594,0.4785848,0.1667087,0.92250735,0.3746973,0.22880347,0.2913375,greater than 11.0
F,0.5996175,0.49593014,0.17258182,1.4210798,0.6090443,0.2416857,0.40936998,greater than 11.0
M,0.6512571,0.5353915,0.184812,1.5485977,0.56071883,0.36174637,0.50405383,greater than 11.0
M,0.38404685,0.29706073,0.107747644,0.37855205,0.13985384,0.07789166,0.100372374,greater than 11.0
I,0.56970716,0.4809985,0.16029762,1.0166234,0.54459316,0.22869997,0.28087074,between 8.0 and 9.0
M,0.56852514,0.43744233,0.1619918,0.9894701,0.4894108,0.19492973,0.22108862,between 9.0 and 11.0
F,0.6447533,0.5336626,0.16723472,1.664379,0.69956756,0.310508,0.47779042,between 8.0 and 9.0
I,0.44883642,0.342812,0.11268231,0.39167678,0.1819881,0.09111692,0.108989805,between 8.0 and 9.0
F,0.40980777,0.4191003,0.11658582,0.4202876,0.21244629,0.11055709,0.117712714,less than 8.0
F,0.51005197,0.38699245,0.119620614,0.45995724,0.2965146,0.09313329,0.07925793,between 8.0 and 9.0
F,0.51788455,0.40760133,0.12232003,0.62823105,0.35121047,0.12664215,0.1784953,greater than 11.0
M,0.52357227,0.4383887,0.1353493,0.7838371,0.23467429,0.16259879,0.29610476,greater than 11.0
I,0.5673813,0.4521959,0.15263636,1.0839989,0.40166014,0.22169805,0.29310325,greater than 11.0
F,0.7057831,0.5595034,0.18141982,1.8283029,0.83061713,0.32141656,0.4656671,greater than 11.0
M,0.6095435,0.47978655,0.17283016,0.9886725,0.38220578,0.23380342,0.34969276,greater than 11.0
I,0.5692799,0.48804945,0.16341905,1.1378522,0.395684,0.3218171,0.38832718,greater than 11.0
