sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.48173875,0.37482914,0.15744838,0.49238473,0.18993607,0.11521165,0.13281588,greater than 11.0
F,0.41377252,0.30675134,0.13037695,0.49792936,0.2200624,0.10458123,0.108071506,less than 8.0
I,0.6568435,0.5026381,0.2049434,1.5340906,0.7036701,0.3288369,0.42372796,between 9.0 and 11.0
M,0.28867662,0.20119981,0.06936601,0.093311906,0.048530675,0.030314345,0.051378816,less than 8.0
F,0.42226478,0.32785845,0.10659967,0.28975958,0.121980354,0.08661296,0.108241685,greater than 11.0
F,0.5664663,0.4354842,0.13142544,0.8133399,0.3586554,0.15537383,0.2496054,greater than 11.0
M,0.51449734,0.41355342,0.1433876,0.70683444,0.33166528,0.14731139,0.19837028,greater than 11.0
M,0.62196445,0.47467878,0.1708107,1.2468816,0.55542135,0.2787952,0.33711874,greater than 11.0
M,0.6199988,0.4612815,0.18077599,1.210369,0.5583986,0.2573037,0.31011263,between 9.0 and 11.0
M,0.6580276,0.5029362,0.16777155,1.3301802,0.6385261,0.32453597,0.3295654,greater than 11.0
M,0.65700907,0.49241254,0.19262351,1.6522394,0.6200167,0.41405305,0.4779183,greater than 11.0
F,0.3155249,0.25057945,0.0931979,0.254772,0.11204224,0.04644274,0.082618006,less than 8.0
F,0.7071416,0.5654731,0.20323984,1.8832581,0.74923074,0.29777232,0.62185013,greater than 11.0
F,0.74443156,0.581268,0.19339645,1.9632401,0.947668,0.425587,0.60087484,greater than 11.0
F,0.6556431,0.49631256,0.17415808,1.3632534,0.6158401,0.32659397,0.35243604,between 9.0 and 11.0
I,0.67364323,0.5154712,0.18283272,1.5206305,0.74068254,0.35767126,0.4007067,between 9.0 and 11.0
F,0.61641437,0.48808914,0.15627399,1.0697144,0.5515453,0.25076136,0.27561256,between 9.0 and 11.0
F,0.6906114,0.5317335,0.20181462,1.7653214,0.69240135,0.32804248,0.521768,between 9.0 and 11.0
F,0.5381964,0.42338532,0.1810779,1.1990665,0.5546754,0.22852662,0.32435402,greater than 11.0
I,0.48755613,0.37596762,0.12260198,0.5642853,0.2305312,0.14805004,0.18093273,between 8.0 and 9.0
F,0.6146378,0.45397228,0.12873366,0.9056833,0.39879227,0.21615225,0.25338954,between 9.0 and 11.0
F,0.70853984,0.5450966,0.1757664,1.5920417,0.7543612,0.3195492,0.41740766,between 9.0 and 11.0
M,0.60865957,0.493372,0.16451553,0.99135655,0.45999438,0.21212552,0.31444582,greater than 11.0
M,0.40453696,0.30345553,0.10611021,0.3879784,0.17985809,0.08589433,0.097726665,between 8.0 and 9.0
M,0.4858168,0.39317912,0.119794354,0.5484417,0.2071498,0.13017048,0.18301721,greater than 11.0
M,0.525455,0.41773695,0.14502347,0.7948577,0.30490366,0.15932862,0.2745462,greater than 11.0
M,0.7080323,0.5519344,0.19360659,1.7904277,0.80657375,0.44245198,0.47263947,between 9.0 and 11.0
F,0.62819606,0.47472334,0.17756373,1.267886,0.55579144,0.28419113,0.34883925,between 9.0 and 11.0
F,0.2813934,0.24083556,0.009987445,-0.030207511,-0.09439132,0.037642334,0.01682787,less than 8.0
F,0.44948453,0.36308342,0.13307235,0.48894927,0.22309309,0.093418755,0.15713766,greater than 11.0
F,0.68275034,0.5035026,0.18758352,1.6582915,0.7967336,0.33670968,0.385512,between 9.0 and 11.0
F,0.4223266,0.31170335,0.12645385,0.52470285,0.23162346,0.13823287,0.13374327,between 8.0 and 9.0
